gameId,gameDate,month,mlbGamePk,awayTeam,homeTeam,venue,parkFactor3yr,roof,doubleHeader,gameNumber,startET,localHour,dayNight,aScore,hScore,totalActual,homeWin,lineOu,lineSrc,p1_pAwayMl,p1_projTotal,p1_pOver,p1_projAway,p1_projHome,p1_pAwayRl,p2_pAwayMl,p2_projTotal,p2_pOver,envMultUsed,TfgUsed,totalSdUsed
2250678,2026-05-19,2026-05,823464,CIN,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,18.667,18.667,night,4,1,5.0,0,8.5,games.bookTotal,0.51130,9.090,0.49750,4.790,4.300,0.65780,0.50565,9.505,0.53455,1.04564,2.0013,4.4623
2250679,2026-05-19,2026-05,822736,NYM,WSH,Nationals Park,1.1534896468268556,open,N,1,18.75,18.75,night,6,9,15.0,1,8.5,games.bookTotal,0.47640,9.170,0.50510,4.620,4.550,0.38650,0.48820,9.589,0.54244,1.04564,2.0013,4.4623
2250680,2026-05-19,2026-05,823548,TOR,NYY,Yankee Stadium,1.0182831791057652,open,N,1,19.083,19.083,night,4,5,9.0,1,8.5,games.bookTotal,0.45150,8.730,0.46860,4.260,4.470,0.60550,0.47571,9.128,0.50419,1.04564,2.0013,4.4623
2250681,2026-05-19,2026-05,824112,BOS,KC,Kauffman Stadium,0.998168321517966,open,N,1,19.667,18.667,night,7,1,8.0,0,7.5,games.bookTotal,0.55630,8.200,0.50050,4.570,3.630,0.45100,0.52822,8.574,0.53392,1.04564,2.0013,4.4623
2250682,2026-05-19,2026-05,823704,HOU,MIN,Target Field,1.0393958506147416,open,N,1,19.667,18.667,night,2,1,3.0,0,8.5,games.bookTotal,0.44770,9.960,0.56810,4.840,5.120,0.59100,0.47380,10.415,0.60773,1.04564,2.0013,4.4623
2250683,2026-05-19,2026-05,824677,MIL,CHC,Wrigley Field,1.005140346320558,open,N,1,19.667,18.667,night,5,2,7.0,0,7.5,games.bookTotal,0.44030,7.060,0.39160,3.390,3.670,0.32910,0.47006,7.382,0.41959,1.04564,2.0013,4.4623
2250684,2026-05-19,2026-05,823059,PIT,STL,Busch Stadium,0.9270781176097251,open,N,1,19.75,18.75,night,6,9,15.0,1,8.0,games.bookTotal,0.49220,7.820,0.42660,4.030,3.790,0.38700,0.49610,8.177,0.45817,1.04564,2.0013,4.4623
2250685,2026-05-19,2026-05,824356,TEX,COL,Coors Field,1.263629706076605,open,N,1,20.667,18.667,night,10,0,10.0,0,10.0,games.bookTotal,0.50700,12.020,0.58820,6.300,5.720,0.44270,0.50350,12.569,0.63527,1.04564,2.0013,4.4623
2250686,2026-05-19,2026-05,824033,ATH,LAA,Angel Stadium,0.9770088624021527,open,N,1,21.633,18.633,night,14,6,20.0,0,9.0,games.bookTotal,0.36730,9.280,0.46760,4.020,5.260,0.51990,0.43248,9.704,0.50543,1.04564,2.0013,4.4623
2250687,2026-05-19,2026-05,823302,LAD,SD,Petco Park,0.8944051349677884,open,N,1,21.667,18.667,night,5,4,9.0,0,8.0,games.bookTotal,0.57280,9.330,0.55470,5.290,4.040,0.48120,0.53657,9.756,0.59211,1.04564,2.0013,4.4623
2250688,2026-05-19,2026-05,823136,CWS,SEA,T-Mobile Park,0.8411265978531404,roof,N,1,21.667,18.667,night,2,1,3.0,0,8.0,games.bookTotal,0.42150,7.940,0.43640,3.710,4.230,0.58790,0.46053,8.302,0.46856,1.04564,2.0013,4.4623
2253002,2026-05-19,2026-05,825086,SF,ARI,Chase Field,1.0804533346607728,roof,N,1,21.667,18.667,night,3,5,8.0,1,8.5,games.bookTotal,0.48690,9.210,0.50790,4.700,4.500,0.63390,0.49345,9.630,0.54538,1.04564,2.0013,4.4623
2250689,2026-05-20,2026-05,823462,CIN,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,13.083,13.083,day,9,4,13.0,0,9.5,games.bookTotal,0.47300,10.300,0.50200,5.160,5.140,0.60960,0.48650,10.770,0.54394,1.04564,2.0013,4.4623
2250690,2026-05-20,2026-05,822977,BAL,TB,Tropicana Field,0.9852491701944116,open,N,1,13.167,13.167,day,3,5,8.0,1,8.5,games.bookTotal,0.38150,9.010,0.49080,3.980,5.020,0.30050,0.43993,9.421,0.52754,1.04564,2.0013,4.4623
2250691,2026-05-20,2026-05,823703,HOU,MIN,Target Field,1.0393958506147416,open,N,1,13.667,12.667,day,1,4,5.0,1,8.0,games.bookTotal,0.34890,9.130,0.54020,3.850,5.290,0.50420,0.42269,9.547,0.57704,1.04564,2.0013,4.4623
2250692,2026-05-20,2026-05,824355,TEX,COL,Coors Field,1.263629706076605,open,N,1,15.167,13.167,day,5,4,9.0,0,10.0,games.bookTotal,0.51110,12.710,0.63060,6.680,6.030,0.44970,0.50555,13.290,0.67848,1.04564,2.0013,4.4623
2250693,2026-05-20,2026-05,823134,CWS,SEA,T-Mobile Park,0.8411265978531404,roof,N,1,16.167,13.167,day,4,5,9.0,1,7.5,games.bookTotal,0.39630,7.200,0.40630,3.230,3.970,0.57390,0.44761,7.529,0.43509,1.04564,2.0013,4.4623
2250694,2026-05-20,2026-05,824273,CLE,DET,Comerica Park,0.9349853658854492,open,N,1,18.667,18.667,night,3,2,5.0,0,7.5,games.bookTotal,0.43790,8.340,0.51150,3.990,4.350,0.34470,0.46885,8.721,0.54543,1.04564,2.0013,4.4623
2250695,2026-05-20,2026-05,823866,ATL,MIA,loanDepot park,0.9585538609518026,roof,N,1,18.667,18.667,night,9,1,10.0,0,7.0,games.bookTotal,0.54430,7.740,0.51280,4.260,3.480,0.43420,0.52218,8.093,0.54429,1.04564,2.0013,4.4623
2250696,2026-05-20,2026-05,822735,NYM,WSH,Nationals Park,1.1534896468268556,open,N,1,18.75,18.75,night,4,8,12.0,1,9.5,games.bookTotal,0.51740,10.810,0.53970,5.730,5.080,0.44170,0.50870,11.303,0.58326,1.04564,2.0013,4.4623
2250697,2026-05-20,2026-05,823547,TOR,NYY,Yankee Stadium,1.0182831791057652,open,N,1,19.083,19.083,night,2,1,3.0,0,8.5,games.bookTotal,0.35940,7.990,0.40040,3.400,4.590,0.52770,0.42830,8.355,0.43227,1.04564,2.0013,4.4623
2250698,2026-05-20,2026-05,824111,BOS,KC,Kauffman Stadium,0.998168321517966,open,N,1,19.667,18.667,night,4,3,7.0,0,7.5,games.bookTotal,0.42350,8.150,0.49610,3.830,4.330,0.32860,0.46155,8.522,0.52933,1.04564,2.0013,4.4623
2250699,2026-05-20,2026-05,824678,MIL,CHC,Wrigley Field,1.005140346320558,open,N,1,19.667,18.667,night,5,0,5.0,0,6.5,games.bookTotal,0.47800,8.740,0.65130,4.420,4.310,0.63180,0.48900,9.139,0.68375,1.04564,2.0013,4.4623
2250700,2026-05-20,2026-05,823057,PIT,STL,Busch Stadium,0.9270781176097251,open,N,1,19.75,18.75,night,7,0,7.0,0,7.5,games.bookTotal,0.35560,7.710,0.45530,3.250,4.460,0.26480,0.42628,8.062,0.48667,1.04564,2.0013,4.4623
2250701,2026-05-20,2026-05,823299,LAD,SD,Petco Park,0.8944051349677884,open,N,1,20.667,17.667,night,4,0,4.0,0,7.5,games.bookTotal,0.50780,6.880,0.37430,3.630,3.260,0.38720,0.50390,7.194,0.40125,1.04564,2.0013,4.4623
2250702,2026-05-20,2026-05,824032,ATH,LAA,Angel Stadium,0.9770088624021527,open,N,1,21.633,18.633,night,6,5,11.0,0,9.5,games.bookTotal,0.44510,8.870,0.38780,4.290,4.580,0.35480,0.47248,9.275,0.42296,1.04564,2.0013,4.4623
2253008,2026-05-20,2026-05,825084,SF,ARI,Chase Field,1.0804533346607728,roof,N,1,15.667,12.667,day,3,6,9.0,1,8.5,games.bookTotal,0.46030,10.470,0.60460,5.170,5.300,0.38410,0.48013,10.948,0.64519,1.04564,2.0013,4.4623
2250703,2026-05-21,2026-05,824274,CLE,DET,Comerica Park,0.9349853658854492,open,N,1,13.167,13.167,day,3,1,4.0,0,7.0,games.bookTotal,0.37900,7.640,0.50290,3.340,4.300,0.55070,0.43863,7.989,0.53403,1.04564,2.0013,4.4623
2250704,2026-05-21,2026-05,823056,PIT,STL,Busch Stadium,0.9270781176097251,open,N,1,13.25,12.25,day,6,2,8.0,0,7.0,games.bookTotal,0.48690,7.900,0.52850,4.040,3.860,0.38260,0.49345,8.261,0.56052,1.04564,2.0013,4.4623
2250705,2026-05-21,2026-05,822733,NYM,WSH,Nationals Park,1.1534896468268556,open,N,1,16.083,16.083,day,2,1,3.0,0,7.5,games.bookTotal,0.41630,10.910,0.70200,5.090,5.820,0.34620,0.45788,11.408,0.73948,1.04564,2.0013,4.4623
2250706,2026-05-21,2026-05,823864,ATL,MIA,loanDepot park,0.9585538609518026,roof,N,1,18.667,18.667,night,9,3,12.0,0,7.5,games.bookTotal,0.50210,8.210,0.50220,4.280,3.930,0.40000,0.50105,8.585,0.53565,1.04564,2.0013,4.4623
2250707,2026-05-21,2026-05,823545,TOR,NYY,Yankee Stadium,1.0182831791057652,open,N,1,19.083,19.083,night,2,0,2.0,0,8.5,games.bookTotal,0.42220,7.960,0.39990,3.730,4.240,0.58770,0.46089,8.323,0.43164,1.04564,2.0013,4.4623
2250708,2026-05-21,2026-05,824031,ATH,LAA,Angel Stadium,0.9770088624021527,open,N,1,21.633,18.633,night,3,2,5.0,0,8.5,games.bookTotal,0.39350,8.480,0.44550,3.820,4.660,0.55480,0.44617,8.867,0.47994,1.04564,2.0013,4.4623
2253025,2026-05-21,2026-05,825083,COL,ARI,Chase Field,1.0804533346607728,roof,N,1,21.667,18.667,night,1,2,3.0,1,9.5,games.bookTotal,0.38590,9.770,0.46170,4.350,5.420,0.53180,0.44222,10.216,0.50151,1.04564,2.0013,4.4623
2250709,2026-05-22,2026-05,824679,HOU,CHC,Wrigley Field,1.005140346320558,open,N,1,14.333,13.333,day,4,2,6.0,0,7.0,games.bookTotal,0.50560,8.440,0.57540,4.420,4.020,0.65820,0.50280,8.825,0.60890,1.04564,2.0013,4.4623
2250711,2026-05-22,2026-05,823461,CLE,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,18.667,18.667,night,1,0,1.0,0,6.5,games.bookTotal,0.38160,8.700,0.64810,3.850,4.850,0.54110,0.43998,9.097,0.68053,1.04564,2.0013,4.4623
2250712,2026-05-22,2026-05,823546,TB,NYY,Yankee Stadium,1.0182831791057652,open,N,1,19.083,19.083,night,4,2,6.0,0,7.5,games.bookTotal,0.49270,8.370,0.51620,4.310,4.060,0.64800,0.49635,8.752,0.55022,1.04564,2.0013,4.4623
2250713,2026-05-22,2026-05,822816,PIT,TOR,Rogers Centre,1.0028292007511364,roof,N,1,19.117,19.117,night,2,6,8.0,1,8.0,games.bookTotal,0.36850,9.100,0.53690,3.950,5.150,0.52370,0.43311,9.515,0.57366,1.04564,2.0013,4.4623
2250714,2026-05-22,2026-05,824761,MIN,BOS,Fenway Park,0.95388155067788,open,N,1,19.167,19.167,night,8,6,14.0,0,7.0,games.bookTotal,0.36380,7.190,0.45960,3.060,4.120,0.54340,0.43063,7.518,0.48887,1.04564,2.0013,4.4623
2250715,2026-05-22,2026-05,823863,NYM,MIA,loanDepot park,0.9585538609518026,roof,N,1,19.167,19.167,night,1,2,3.0,1,8.0,games.bookTotal,0.50340,8.260,0.46480,4.320,3.940,0.40300,0.50170,8.637,0.49846,1.04564,2.0013,4.4623
2250716,2026-05-22,2026-05,824842,DET,BAL,Oriole Park at Camden Yards,1.0451331923662392,open,N,1,19.25,19.25,night,4,7,11.0,1,8.0,games.bookTotal,0.38690,9.800,0.59140,4.370,5.420,0.53360,0.44274,10.247,0.62982,1.04564,2.0013,4.4623
2250717,2026-05-22,2026-05,824922,WSH,ATL,Truist Park,0.9774370157800405,open,N,1,19.25,19.25,night,4,5,9.0,1,8.5,games.bookTotal,0.34360,8.270,0.42640,3.430,4.830,0.50950,0.41984,8.647,0.45979,1.04564,2.0013,4.4623
2250718,2026-05-22,2026-05,824110,SEA,KC,Kauffman Stadium,0.998168321517966,open,N,1,19.667,18.667,night,2,0,2.0,0,8.0,games.bookTotal,0.46470,9.110,0.53870,4.530,4.590,0.37610,0.48234,9.526,0.57548,1.04564,2.0013,4.4623
2250719,2026-05-22,2026-05,823788,LAD,MIL,American Family Field,0.9522189984168762,roof,N,1,19.667,18.667,night,1,5,6.0,1,8.5,games.bookTotal,0.48220,7.710,0.37580,3.910,3.790,0.37550,0.49110,8.062,0.40607,1.04564,2.0013,4.4623
2250720,2026-05-22,2026-05,824029,TEX,LAA,Angel Stadium,0.9770088624021527,open,N,1,21.633,18.633,night,6,9,15.0,1,7.5,games.bookTotal,0.49920,8.030,0.48480,4.170,3.860,0.39540,0.49960,8.396,0.51756,1.04564,2.0013,4.4623
2250721,2026-05-22,2026-05,823298,ATH,SD,Petco Park,0.8944051349677884,open,N,1,21.667,18.667,night,3,7,10.0,1,7.5,games.bookTotal,0.46010,7.820,0.46550,3.860,3.960,0.62440,0.48003,8.177,0.49737,1.04564,2.0013,4.4623
2250722,2026-05-22,2026-05,823223,CWS,SF,Oracle Park,0.9410097101514341,open,N,1,22.25,19.25,night,9,4,13.0,0,7.5,games.bookTotal,0.43820,7.110,0.39680,3.400,3.710,0.32870,0.46900,7.435,0.42508,1.04564,2.0013,4.4623
2253038,2026-05-22,2026-05,825082,COL,ARI,Chase Field,1.0804533346607728,roof,N,1,21.667,18.667,night,3,2,5.0,0,9.0,games.bookTotal,0.47050,9.920,0.51850,4.960,4.960,0.61180,0.48525,10.373,0.55877,1.04564,2.0013,4.4623
2250710,2026-05-23,2026-05,824518,STL,CIN,Great American Ball Park,0.9902854490964874,open,S,1,18.667,18.667,night,8,1,9.0,0,9.5,games.bookTotal,0.49930,9.400,0.43190,4.870,4.520,0.64300,0.49965,9.829,0.46995,1.04564,2.0013,4.4623
2250724,2026-05-23,2026-05,824674,HOU,CHC,Wrigley Field,1.005140346320558,open,N,1,14.333,13.333,day,3,0,3.0,0,7.0,games.bookTotal,0.51190,9.020,0.62140,4.760,4.270,0.65810,0.50595,9.432,0.65594,1.04564,2.0013,4.4623
2250725,2026-05-23,2026-05,822814,PIT,TOR,Rogers Centre,1.0028292007511364,roof,N,1,15.117,15.117,day,2,5,7.0,1,7.5,games.bookTotal,0.54490,8.020,0.48320,4.410,3.610,0.43890,0.52248,8.386,0.51592,1.04564,2.0013,4.4623
2250727,2026-05-23,2026-05,823458,CLE,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,16.083,16.083,day,0,3,3.0,1,7.0,games.bookTotal,0.31450,8.910,0.61180,3.530,5.380,0.47160,0.40388,9.317,0.64622,1.04564,2.0013,4.4623
2250728,2026-05-23,2026-05,823222,CWS,SF,Oracle Park,0.9410097101514341,open,N,1,16.083,13.083,day,3,10,13.0,1,9.0,games.bookTotal,0.47530,8.180,0.37320,4.120,4.060,0.37550,0.48765,8.553,0.40527,1.04564,2.0013,4.4623
2250729,2026-05-23,2026-05,824109,SEA,KC,Kauffman Stadium,0.998168321517966,open,N,1,16.167,15.167,day,0,5,5.0,1,8.5,games.bookTotal,0.42120,8.460,0.44390,3.960,4.500,0.33030,0.46038,8.846,0.47824,1.04564,2.0013,4.4623
2250730,2026-05-23,2026-05,824760,MIN,BOS,Fenway Park,0.95388155067788,open,N,1,16.167,16.167,day,4,2,6.0,0,7.5,games.bookTotal,0.41100,7.670,0.45170,3.530,4.140,0.58230,0.45517,8.020,0.48288,1.04564,2.0013,4.4623
2250731,2026-05-23,2026-05,824920,WSH,ATL,Truist Park,0.9774370157800405,open,N,1,16.167,16.167,day,2,0,2.0,0,8.5,games.bookTotal,0.35940,9.410,0.52250,4.030,5.380,0.51030,0.42830,9.839,0.56067,1.04564,2.0013,4.4623
2250732,2026-05-23,2026-05,823862,NYM,MIA,loanDepot park,0.9585538609518026,roof,N,1,16.167,16.167,day,1,4,5.0,1,8.0,games.bookTotal,0.41830,7.840,0.42810,3.650,4.190,0.32040,0.45890,8.198,0.45976,1.04564,2.0013,4.4623
2250733,2026-05-23,2026-05,824516,STL,CIN,Great American Ball Park,0.9902854490964874,open,S,2,19.25,19.25,night,6,7,13.0,1,10.0,games.bookTotal,0.55420,10.880,0.51050,6.030,4.850,0.47940,0.52716,11.377,0.55472,1.04564,2.0013,4.4623
2250734,2026-05-23,2026-05,823787,LAD,MIL,American Family Field,0.9522189984168762,roof,N,1,19.25,18.25,night,11,3,14.0,0,8.5,games.bookTotal,0.42260,9.240,0.51100,4.340,4.900,0.34030,0.46109,9.662,0.54858,1.04564,2.0013,4.4623
2250735,2026-05-23,2026-05,823300,ATH,SD,Petco Park,0.8944051349677884,open,N,1,21.667,18.667,night,0,2,2.0,1,8.0,games.bookTotal,0.46530,7.400,0.38640,3.680,3.720,0.35710,0.48264,7.738,0.41565,1.04564,2.0013,4.4623
2250736,2026-05-23,2026-05,824030,TEX,LAA,Angel Stadium,0.9770088624021527,open,N,1,22.083,19.083,night,2,5,7.0,1,7.5,games.bookTotal,0.44680,8.050,0.48600,3.900,4.140,0.34850,0.47334,8.417,0.51884,1.04564,2.0013,4.4623
2253055,2026-05-23,2026-05,825080,COL,ARI,Chase Field,1.0804533346607728,roof,N,1,22.167,19.167,night,4,5,9.0,1,9.5,games.bookTotal,0.41060,11.320,0.57670,5.240,6.090,0.54250,0.45497,11.837,0.62143,1.04564,2.0013,4.4623
2250726,2026-05-24,2026-05,824840,DET,BAL,Oriole Park at Camden Yards,1.0451331923662392,open,S,2,16.083,16.083,day,4,1,5.0,0,8.0,games.bookTotal,0.56260,9.670,0.58200,5.410,4.270,0.69700,0.53140,10.111,0.62017,1.04564,2.0013,4.4623
2250737,2026-05-24,2026-05,822813,PIT,TOR,Rogers Centre,1.0028292007511364,roof,N,1,12.25,12.25,day,4,1,5.0,0,7.5,games.bookTotal,0.44800,8.350,0.51370,4.050,4.300,0.60700,0.47395,8.731,0.54766,1.04564,2.0013,4.4623
2250738,2026-05-24,2026-05,824839,DET,BAL,Oriole Park at Camden Yards,1.0451331923662392,open,S,1,13.583,13.583,day,3,5,8.0,1,8.0,games.bookTotal,0.44860,10.060,0.61050,4.890,5.170,0.58960,0.47425,10.519,0.64933,1.04564,2.0013,4.4623
2250739,2026-05-24,2026-05,824759,MIN,BOS,Fenway Park,0.95388155067788,open,N,1,13.583,13.583,day,6,5,11.0,0,7.0,games.bookTotal,0.45660,7.800,0.51940,3.840,3.970,0.62190,0.47827,8.156,0.55109,1.04564,2.0013,4.4623
2250740,2026-05-24,2026-05,823459,CLE,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,13.583,13.583,day,3,1,4.0,0,7.0,games.bookTotal,0.51590,9.360,0.64610,4.950,4.400,0.42570,0.50795,9.787,0.68102,1.04564,2.0013,4.4623
2250741,2026-05-24,2026-05,823544,TB,NYY,Yankee Stadium,1.0182831791057652,open,N,1,13.583,13.583,day,0,2,2.0,1,7.0,games.bookTotal,0.40530,8.160,0.55010,3.730,4.420,0.57020,0.45225,8.532,0.58292,1.04564,2.0013,4.4623
2250743,2026-05-24,2026-05,823861,NYM,MIA,loanDepot park,0.9585538609518026,roof,N,1,13.667,13.667,day,0,4,4.0,1,7.5,games.bookTotal,0.41360,8.050,0.48580,3.730,4.330,0.57910,0.45650,8.417,0.51864,1.04564,2.0013,4.4623
2250744,2026-05-24,2026-05,824108,SEA,KC,Kauffman Stadium,0.998168321517966,open,N,1,14.167,13.167,day,6,8,14.0,1,8.5,games.bookTotal,0.49820,8.730,0.46750,4.530,4.210,0.40260,0.49910,9.128,0.50309,1.04564,2.0013,4.4623
2250745,2026-05-24,2026-05,823786,LAD,MIL,American Family Field,0.9522189984168762,roof,N,1,14.167,13.167,day,5,1,6.0,0,8.0,games.bookTotal,0.51390,8.770,0.51060,4.640,4.130,0.41820,0.50695,9.170,0.54628,1.04564,2.0013,4.4623
2250746,2026-05-24,2026-05,824676,HOU,CHC,Wrigley Field,1.005140346320558,open,N,1,14.333,13.333,day,8,5,13.0,0,7.0,games.bookTotal,0.46100,7.900,0.52890,3.900,4.000,0.62440,0.48048,8.261,0.56092,1.04564,2.0013,4.4623
2250747,2026-05-24,2026-05,823220,CWS,SF,Oracle Park,0.9410097101514341,open,N,1,16.083,13.083,day,5,8,13.0,1,8.0,games.bookTotal,0.45830,8.230,0.46340,4.050,4.180,0.61820,0.47913,8.606,0.49693,1.04564,2.0013,4.4623
2250748,2026-05-24,2026-05,823297,ATH,SD,Petco Park,0.8944051349677884,open,N,1,16.167,13.167,day,5,2,7.0,0,7.5,games.bookTotal,0.37960,7.460,0.43150,3.270,4.190,0.55480,0.43894,7.800,0.46166,1.04564,2.0013,4.4623
2250749,2026-05-24,2026-05,824921,WSH,ATL,Truist Park,0.9774370157800405,open,N,1,16.167,16.167,day,2,1,3.0,0,8.0,games.bookTotal,0.40260,8.120,0.45340,3.690,4.420,0.56800,0.45086,8.491,0.48643,1.04564,2.0013,4.4623
2250750,2026-05-24,2026-05,824028,TEX,LAA,Angel Stadium,0.9770088624021527,open,N,1,19.333,16.333,day,1,2,3.0,1,7.5,games.bookTotal,0.44950,8.920,0.56220,4.340,4.580,0.60260,0.47470,9.327,0.59785,1.04564,2.0013,4.4623
2253067,2026-05-24,2026-05,825081,COL,ARI,Chase Field,1.0804533346607728,roof,N,1,16.167,13.167,day,1,9,10.0,1,9.0,games.bookTotal,0.42960,10.230,0.54230,4.850,5.380,0.57100,0.46465,10.697,0.58350,1.04564,2.0013,4.4623
2250751,2026-05-25,2026-05,824838,TB,BAL,Oriole Park at Camden Yards,1.0451331923662392,open,N,1,13.583,13.583,day,7,9,16.0,1,7.5,games.bookTotal,0.51810,8.750,0.54800,4.660,4.090,0.42200,0.50905,9.149,0.58321,1.04564,2.0013,4.4623
2250752,2026-05-25,2026-05,824598,MIN,CWS,Rate Field,0.9534515889611959,open,N,1,14.167,13.167,day,1,3,4.0,1,8.0,games.bookTotal,0.53070,7.540,0.40070,4.080,3.460,0.41800,0.51535,7.884,0.43077,1.04564,2.0013,4.4623
2250753,2026-05-25,2026-05,823784,STL,MIL,American Family Field,0.9522189984168762,roof,N,1,14.167,13.167,day,1,5,6.0,1,7.5,games.bookTotal,0.31520,7.860,0.46840,3.100,4.760,0.48570,0.40427,8.219,0.50044,1.04564,2.0013,4.4623
2250754,2026-05-25,2026-05,824107,NYY,KC,Kauffman Stadium,0.998168321517966,open,N,1,15.667,14.667,day,4,3,7.0,0,8.5,games.bookTotal,0.41690,8.510,0.44850,3.960,4.550,0.32790,0.45819,8.898,0.48308,1.04564,2.0013,4.4623
2250755,2026-05-25,2026-05,823625,CIN,NYM,Citi Field,1.0238596433357876,open,N,1,16.167,16.167,day,7,2,9.0,0,7.5,games.bookTotal,0.35530,9.360,0.59690,3.980,5.380,0.50730,0.42612,9.787,0.63347,1.04564,2.0013,4.4623
2250756,2026-05-25,2026-05,824437,WSH,CLE,Progressive Field,0.9211001775202943,open,N,1,18.167,18.167,night,10,2,12.0,0,8.5,games.bookTotal,0.41880,7.740,0.37990,3.610,4.140,0.58800,0.45916,8.093,0.41038,1.04564,2.0013,4.4623
2250757,2026-05-25,2026-05,823380,CHC,PIT,PNC Park,1.0512344435575476,open,N,1,18.667,18.667,night,1,2,3.0,1,8.0,games.bookTotal,0.50990,8.600,0.49500,4.530,4.070,0.41320,0.50495,8.993,0.53006,1.04564,2.0013,4.4623
2250758,2026-05-25,2026-05,823296,PHI,SD,Petco Park,0.8944051349677884,open,N,1,18.667,15.667,day,3,0,3.0,0,7.0,games.bookTotal,0.54450,8.570,0.58500,4.710,3.860,0.44510,0.52228,8.961,0.61881,1.04564,2.0013,4.4623
2250759,2026-05-25,2026-05,822899,HOU,TEX,Globe Life Field,0.8832578011499392,roof,N,1,19.083,18.083,night,9,0,9.0,0,8.0,games.bookTotal,0.38600,8.750,0.50870,3.900,4.860,0.54360,0.44228,9.149,0.54431,1.04564,2.0013,4.4623
2250760,2026-05-25,2026-05,822812,MIA,TOR,Rogers Centre,1.0028292007511364,roof,N,1,19.117,19.117,night,8,2,10.0,0,7.5,games.bookTotal,0.34970,8.550,0.53010,3.590,4.960,0.51100,0.42312,8.940,0.56473,1.04564,2.0013,4.4623
2250761,2026-05-25,2026-05,823948,COL,LAD,Dodger Stadium,1.0009612737608329,open,N,1,21.167,18.167,night,3,5,8.0,1,8.5,games.bookTotal,0.39280,10.250,0.58760,4.620,5.630,0.53520,0.44580,10.718,0.62787,1.04564,2.0013,4.4623
2250762,2026-05-25,2026-05,825005,SEA,ATH,Sutter Health Park,1.2480324396937523,open,N,1,21.667,18.667,night,9,2,11.0,0,10.5,games.bookTotal,0.42970,11.870,0.54520,5.620,6.250,0.36220,0.46470,12.412,0.59288,1.04564,2.0013,4.4623
2253076,2026-05-25,2026-05,823219,ARI,SF,Oracle Park,0.9410097101514341,open,N,1,17.083,14.083,day,6,2,8.0,0,7.5,games.bookTotal,0.36510,8.440,0.52050,3.630,4.800,0.52700,0.43132,8.825,0.55477,1.04564,2.0013,4.4623
2250763,2026-05-26,2026-05,824434,WSH,CLE,Progressive Field,0.9211001775202943,open,N,1,18.167,18.167,night,6,3,9.0,0,7.5,games.bookTotal,0.42620,8.210,0.50120,3.860,4.340,0.58810,0.46292,8.585,0.53466,1.04564,2.0013,4.4623
2250764,2026-05-26,2026-05,824837,TB,BAL,Oriole Park at Camden Yards,1.0451331923662392,open,N,1,18.583,18.583,night,1,6,7.0,1,8.5,games.bookTotal,0.46980,9.420,0.52500,4.700,4.720,0.38300,0.48490,9.850,0.56319,1.04564,2.0013,4.4623
2250765,2026-05-26,2026-05,824275,LAA,DET,Comerica Park,0.9349853658854492,open,N,1,18.667,18.667,night,10,6,16.0,0,9.0,games.bookTotal,0.38540,7.970,0.35590,3.530,4.440,0.55360,0.44196,8.334,0.38670,1.04564,2.0013,4.4623
2250766,2026-05-26,2026-05,823379,CHC,PIT,PNC Park,1.0512344435575476,open,N,1,18.667,18.667,night,1,12,13.0,1,8.0,games.bookTotal,0.34390,9.400,0.56100,3.930,5.470,0.49460,0.42000,9.829,0.59857,1.04564,2.0013,4.4623
2250767,2026-05-26,2026-05,824758,ATL,BOS,Fenway Park,0.95388155067788,open,N,1,18.75,18.75,night,7,6,13.0,0,8.0,games.bookTotal,0.39940,7.590,0.40460,3.430,4.150,0.30140,0.44921,7.936,0.43493,1.04564,2.0013,4.4623
2250768,2026-05-26,2026-05,822811,MIA,TOR,Rogers Centre,1.0028292007511364,roof,N,1,19.117,19.117,night,1,8,9.0,1,7.5,games.bookTotal,0.35760,8.360,0.51400,3.560,4.800,0.52170,0.42734,8.742,0.54800,1.04564,2.0013,4.4623
2250769,2026-05-26,2026-05,823624,CIN,NYM,Citi Field,1.0238596433357876,open,N,1,19.167,19.167,night,7,2,9.0,0,7.5,games.bookTotal,0.56880,9.130,0.57820,5.160,3.970,0.47480,0.53454,9.547,0.61435,1.04564,2.0013,4.4623
2250770,2026-05-26,2026-05,824597,MIN,CWS,Rate Field,0.9534515889611959,open,N,1,19.667,18.667,night,5,3,8.0,0,7.5,games.bookTotal,0.51770,7.660,0.45080,4.080,3.590,0.40800,0.50885,8.010,0.48194,1.04564,2.0013,4.4623
2250771,2026-05-26,2026-05,824106,NYY,KC,Kauffman Stadium,0.998168321517966,open,N,1,19.667,18.667,night,15,1,16.0,0,8.5,games.bookTotal,0.52410,8.180,0.41870,4.390,3.800,0.42060,0.51205,8.553,0.45163,1.04564,2.0013,4.4623
2250772,2026-05-26,2026-05,823785,STL,MIL,American Family Field,0.9522189984168762,roof,N,1,19.667,18.667,night,0,6,6.0,1,8.0,games.bookTotal,0.41940,7.520,0.39800,3.500,4.020,0.59170,0.45946,7.863,0.42794,1.04564,2.0013,4.4623
