state,market,fold,n,logloss,logloss_raw,brier,auc,ece,cal_slope,cal_intercept,sharpness,head,mc_se_mean,crps,mae,bias,calib_shift,bias_post_shift,cov50,cov90,tail_pred,tail_obs,var_pred,var_obs
C,f5_rl,2021,2422,0.6772042391513118,0.6781754810560336,0.24208997000770274,0.6036484194294527,0.03530841155677005,1.5421714962139677,0.007986069081494783,0.05766706788420333,platt_calib,0.0007644924492326668,,,,,,,,,,,
C,f5_rl,2022,2421,0.6700762078168578,0.6707475595402508,0.238625849534368,0.6085362930655868,0.020702907129530285,1.0871389289841331,-0.05592323608328962,0.0827701909071676,platt_calib,0.0007672187173632195,,,,,,,,,,,
C,f5_rl,2023,2427,0.6776237311623275,0.6806277413513065,0.24231817196516992,0.581344303501892,0.01120376107325402,0.8288077927866337,-0.005169623822311109,0.08523380623399611,platt_calib,0.0007686851460714755,,,,,,,,,,,
C,f5_rl,2024,2425,0.6766168045715265,0.6784066615957006,0.24180803226341183,0.5876731549625147,0.01554416754347445,1.0941395276555992,0.025609600228740422,0.0674606587944945,platt_calib,0.0007723241137338333,,,,,,,,,,,
C,f5_rl,2025,2425,0.6814936117769791,0.6847431387675358,0.24418050519400725,0.5682508027206779,0.02689985854326681,0.8919112262322892,0.03210969455317873,0.07002107376124775,platt_calib,0.0007741700501816492,,,,,,,,,,,
C,f5_rl,2026,1595,0.6831398932516856,0.6880175089926469,0.24508010505184685,0.5513852079241902,0.01639989355712001,0.798059841548796,-0.052095684343323435,0.06254759540952812,platt_calib,0.0007751640037193269,,,,,,,,,,,
C,f5_total,2021,2422,,,,,,,,,,,1.807340336492904,2.5780843406275804,0.00755967093311324,0.016192585937499837,0.023752256870612866,0.5578034682080925,0.8976052848885219,0.28611915772089186,0.2943848059454996,8.641453337237298,11.255215745291066
C,f5_total,2022,2421,,,,,,,,,,,1.7961065532902487,2.5851801726559276,0.1504720528707147,-0.0007860004128820377,0.14968605245783276,0.5274679884345311,0.8872366790582404,0.26339072036348615,0.27344072697232547,8.192031676171686,10.898074315661136
C,f5_total,2023,2427,,,,,,,,,,,1.933645834467504,2.7467450300782863,-0.22419824886691378,-0.140095006195787,-0.36429325506270044,0.5125669550885867,0.8743304491141327,0.26858978121137206,0.31479192418623814,8.292526677619708,12.291058445122507
C,f5_total,2024,2425,,,,,,,,,,,1.777720952319857,2.5433331616494845,-0.01429929525773189,0.25227135434693027,0.23797205908919805,0.5488659793814433,0.8907216494845361,0.25847723422680413,0.27628865979381445,8.113080986589328,10.401483515782761
C,f5_total,2025,2425,,,,,,,,,,,1.807814000766297,2.600692192989691,0.03865484948453619,-0.050738227216494944,-0.012083377731959123,0.5323711340206185,0.8985567010309279,0.27251148412371134,0.2861855670103093,8.388946810090777,11.071337485386332
C,f5_total,2026,1595,,,,,,,,,,,1.776300523851465,2.5361222056426334,-0.06519907460815036,-0.011760997525773297,-0.07696007213392325,0.542319749216301,0.9009404388714733,0.2644493510971787,0.2984326018808777,8.218650363941709,10.70695295840253
C,nrfi,2021,2422,0.6909934268925048,0.7375441855922608,0.24892135590544448,0.5408357609282686,0.011302768971329917,0.9849111959529617,-0.04536691289922177,0.034973900393350174,platt_calib,0.0007644924492326668,,,,,,,,,,,
C,nrfi,2022,2421,0.6899132301253522,0.7335184244728237,0.24838150651085777,0.5467174184907027,0.022958535166560875,1.1261362395842776,0.03896386971756128,0.03335726147164134,platt_calib,0.0007672187173632195,,,,,,,,,,,
C,nrfi,2023,2427,0.6920570014485543,0.7298884041700926,0.2494524787557648,0.5333155635840112,0.015112300695121018,0.7333875009045989,-0.044090090806471124,0.03929147661368273,platt_calib,0.0007686851460714755,,,,,,,,,,,
C,nrfi,2024,2425,0.6911176437023054,0.7400752882773208,0.24898930595345434,0.529770932911382,0.03326608434466084,1.035350949905185,0.13153823473575577,0.03043189364115306,platt_calib,0.0007723241137338333,,,,,,,,,,,
C,nrfi,2025,2425,0.6927622883482041,0.718957938501515,0.24981314887150977,0.5454267185261672,0.04063740724347709,1.2497505844070327,-0.18424699950727697,0.03212380990866917,platt_calib,0.0007741700501816492,,,,,,,,,,,
C,nrfi,2026,1595,0.6881025788028556,0.7102202212612259,0.24749606869948557,0.5542809775923845,0.011749844882508933,1.2769845592697961,-0.033415507794561414,0.040180938653122215,platt_calib,0.0007751640037193269,,,,,,,,,,,
