game_id,date,teams,prop_id,market,sub_market,player,hand,projected_value,projected_probability,pick,line_at_projection,closing_line,actual_outcome,actual_ks,correct,signed_error,abs_error,brier,logloss,completed,notes,stored_result,stored_correct,stored_error,verdict
2250350,2026-04-23,ATL@WSH,540033,K_PROP,home,Cade Cavalli,,3.55,0.5362,OVER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250351,2026-04-23,MIL@DET,540034,K_PROP,home,Tarik Skubal,,6.04,0.3330,UNDER,7.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250351,2026-04-23,MIL@DET,540035,K_PROP,away,Brandon Sproat,,4.07,0.6409,OVER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250352,2026-04-23,PHI@CHC,540036,K_PROP,home,Jameson Taillon,,2.76,0.1829,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250352,2026-04-23,PHI@CHC,540037,K_PROP,away,Andrew Painter,,2.7,0.1712,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250353,2026-04-23,SD@COL,540038,K_PROP,home,Ryan Feltner,,2.73,0.3417,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250353,2026-04-23,SD@COL,540039,K_PROP,away,Matt Waldron,,2.1,0.1953,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2252646,2026-04-23,CWS@ARI,540040,K_PROP,home,Michael Soroka,,4.39,0.3411,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2252646,2026-04-23,CWS@ARI,540041,K_PROP,away,Davis Martin,,2.77,0.3519,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250354,2026-04-23,LAD@SF,540042,K_PROP,away,Emmet Sheehan,,6.64,0.8438,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250354,2026-04-23,LAD@SF,540043,K_PROP,home,Logan Webb,,6.35,0.6824,OVER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250358,2026-04-24,DET@CIN,540050,K_PROP,home,Andrew Abbott,,3.64,0.3599,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250358,2026-04-24,DET@CIN,540051,K_PROP,away,Framber Valdez,,5.33,0.5162,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250359,2026-04-24,BOS@BAL,540052,K_PROP,home,Brandon Young,,3.07,0.4243,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250359,2026-04-24,BOS@BAL,540053,K_PROP,away,Brayan Bello,,3.04,0.2360,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250360,2026-04-24,CLE@TOR,540054,K_PROP,away,Gavin Williams,,3.97,0.2622,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250360,2026-04-24,CLE@TOR,540055,K_PROP,home,Max Scherzer,,3.82,0.5917,OVER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250361,2026-04-24,COL@NYM,540056,K_PROP,away,Michael Lorenzen,,3.57,0.3456,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250362,2026-04-24,MIN@TB,540057,K_PROP,away,Taj Bradley,,3.89,0.2485,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250361,2026-04-24,COL@NYM,540058,K_PROP,home,Freddy Peralta,,6.66,0.5814,OVER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250362,2026-04-24,MIN@TB,540059,K_PROP,home,Drew Rasmussen,,3.75,0.3830,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250363,2026-04-24,PHI@ATL,540060,K_PROP,home,Grant Holmes,,3.97,0.4284,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250363,2026-04-24,PHI@ATL,540061,K_PROP,away,Andrew Painter,,2.93,0.3907,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250365,2026-04-24,WSH@CWS,540062,K_PROP,home,Bryan Hudson,,2.79,0.8034,OVER,1.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250364,2026-04-24,LAA@KC,540063,K_PROP,home,Noah Cameron,,4.48,0.5320,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250364,2026-04-24,LAA@KC,540064,K_PROP,away,Yusei Kikuchi,,3.45,0.3193,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250366,2026-04-24,PIT@MIL,540065,K_PROP,home,Brandon Woodruff,,7.2,0.6615,OVER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250366,2026-04-24,PIT@MIL,540066,K_PROP,away,Paul Skenes,,6.48,0.5531,OVER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250365,2026-04-24,WSH@CWS,540067,K_PROP,away,Miles Mikolas,,2.24,0.2259,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250367,2026-04-24,ATH@TEX,540068,K_PROP,away,Luis Severino,,2.77,0.1842,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250367,2026-04-24,ATH@TEX,540069,K_PROP,home,Nathan Eovaldi,,5.37,0.5241,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250368,2026-04-24,NYY@HOU,540070,K_PROP,home,Lance McCullers,,3.85,0.2420,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250368,2026-04-24,NYY@HOU,540071,K_PROP,away,Will Warren,,4.15,0.4656,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250369,2026-04-24,SEA@STL,540072,K_PROP,away,George Kirby,,6.2,0.6603,OVER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250369,2026-04-24,SEA@STL,540073,K_PROP,home,Andre Pallante,,2.93,0.3918,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250370,2026-04-24,CHC@LAD,540074,K_PROP,away,Jameson Taillon,,2.95,0.2181,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250370,2026-04-24,CHC@LAD,540075,K_PROP,home,Emmet Sheehan,,6.08,0.7857,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250371,2026-04-24,MIA@SF,540076,K_PROP,away,Sandy Alcantara,,3.47,0.3233,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250371,2026-04-24,MIA@SF,540077,K_PROP,home,Adrian Houser,,2.78,0.3549,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250387,2026-04-26,PHI@ATL,570001,K_PROP,home,Chris Sale,,8.26,0.6687,OVER,7.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250386,2026-04-26,BOS@BAL,570002,K_PROP,home,Kyle Bradish,,8.81,0.8381,OVER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250386,2026-04-26,BOS@BAL,570003,K_PROP,away,Ranger Suarez,,5.15,0.8067,OVER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250387,2026-04-26,PHI@ATL,570004,K_PROP,away,Aaron Nola,,4.82,0.4221,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250388,2026-04-26,CLE@TOR,570005,K_PROP,away,Parker Messick,,4.57,0.5510,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250388,2026-04-26,CLE@TOR,570006,K_PROP,home,Dylan Cease,,6.14,0.3491,UNDER,7.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250389,2026-04-26,DET@CIN,570007,K_PROP,home,Rhett Lowder,,3.19,0.4527,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250390,2026-04-26,COL@NYM,570008,K_PROP,away,Jose Quintana,,2.37,0.2571,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250389,2026-04-26,DET@CIN,570009,K_PROP,away,Keider Montero,,3.58,0.3470,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250391,2026-04-26,MIN@TB,570010,K_PROP,away,Connor Prielipp,,3.97,0.6215,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250390,2026-04-26,COL@NYM,570011,K_PROP,home,Kodai Senga,,4.46,0.3531,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250391,2026-04-26,MIN@TB,570012,K_PROP,home,Steven Matz,,2.93,0.2146,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250392,2026-04-26,WSH@CWS,570013,K_PROP,home,Bryan Hudson,,2.79,0.8034,OVER,1.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250393,2026-04-26,NYY@HOU,570014,K_PROP,home,Spencer Arrighetti,,3.26,0.1468,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250394,2026-04-26,PIT@MIL,570015,K_PROP,home,Kyle Harrison,,5.43,0.5349,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250393,2026-04-26,NYY@HOU,570016,K_PROP,away,Max Fried,,1.84,0.0518,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250394,2026-04-26,PIT@MIL,570017,K_PROP,away,Carmen Mlodzinski,,3.77,0.3874,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250392,2026-04-26,WSH@CWS,570018,K_PROP,away,Foster Griffin,,2.98,0.2234,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250395,2026-04-26,SEA@STL,570019,K_PROP,away,Luis Castillo,,2.61,0.1568,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250395,2026-04-26,SEA@STL,570020,K_PROP,home,Dustin May,,2.6,0.3124,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250396,2026-04-26,ATH@TEX,570021,K_PROP,away,J.T. Ginn,,5.02,0.6329,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250396,2026-04-26,ATH@TEX,570022,K_PROP,home,Jack Leiter,,3.51,0.3317,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2252691,2026-04-26,SD@ARI,570023,K_PROP,home,Ryne Nelson,,3.16,0.4457,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250397,2026-04-26,MIA@SF,570024,K_PROP,away,Chris Paddack,,4.91,0.6128,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2252691,2026-04-26,SD@ARI,570025,K_PROP,away,Randy Vasquez,,3.87,0.6020,OVER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250397,2026-04-26,MIA@SF,570026,K_PROP,home,Landen Roupp,,3.8,0.2322,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250398,2026-04-26,CHC@LAD,570027,K_PROP,away,Matthew Boyd,,3.06,0.1182,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250398,2026-04-26,CHC@LAD,570028,K_PROP,home,Yoshinobu Yamamoto,,5.95,0.8500,OVER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250399,2026-04-26,LAA@KC,570030,K_PROP,home,Seth Lugo,,3.97,0.2632,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250399,2026-04-26,LAA@KC,570031,K_PROP,away,Jack Kochanowicz,,2.49,0.0565,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250400,2026-04-27,TB@CLE,600001,K_PROP,home,Parker Messick,,5.8,0.7499,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250400,2026-04-27,TB@CLE,600002,K_PROP,away,Steven Matz,,4.54,0.5451,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250401,2026-04-27,STL@PIT,600003,K_PROP,home,Mason Montgomery,,2.82,0.8084,OVER,1.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250401,2026-04-27,STL@PIT,600004,K_PROP,away,Dustin May,,3.75,0.3831,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250402,2026-04-27,BOS@TOR,600005,K_PROP,away,Ranger Suarez,,4.03,0.6332,OVER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250402,2026-04-27,BOS@TOR,600006,K_PROP,home,Dylan Cease,,6.31,0.3759,UNDER,7.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250404,2026-04-27,LAA@CWS,600007,K_PROP,home,Anthony Kay,,3.56,0.5382,OVER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250404,2026-04-27,LAA@CWS,600008,K_PROP,away,Jack Kochanowicz,,2.08,0.1906,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250403,2026-04-27,SEA@MIN,600009,K_PROP,home,Connor Prielipp,,3.01,0.2301,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250403,2026-04-27,SEA@MIN,600010,K_PROP,away,Luis Castillo,,3.95,0.4240,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250405,2026-04-27,NYY@TEX,600011,K_PROP,away,Max Fried,,5.3,0.5107,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250405,2026-04-27,NYY@TEX,600012,K_PROP,home,Jack Leiter,,4.04,0.2752,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250406,2026-04-27,CHC@SD,600013,K_PROP,away,Matthew Boyd,,2.79,0.0861,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250406,2026-04-27,CHC@SD,600014,K_PROP,home,Randy Vasquez,,1.92,0.1566,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250407,2026-04-27,MIA@LAD,600015,K_PROP,home,Yoshinobu Yamamoto,,6.09,0.4879,UNDER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250408,2026-04-28,TB@CLE,630001,K_PROP,home,Tanner Bibee,,3.7,0.3724,UNDER,4.5,,OVER,6,0,-2.30,2.30,0.393882,0.987787,1,,OVER,0,2.300,UNDER
2250408,2026-04-28,TB@CLE,630002,K_PROP,away,Nick Martinez,,2.79,0.3581,UNDER,3.5,,OVER,4,0,-1.21,1.21,0.412036,1.026943,1,,OVER,0,1.210,UNDER
2250409,2026-04-28,HOU@BAL,630003,K_PROP,home,Shane Baz,,4.6,0.5563,OVER,4.5,,OVER,6,1,-1.40,1.40,0.196870,0.586448,1,,OVER,1,1.400,UNDER
2250409,2026-04-28,HOU@BAL,630004,K_PROP,away,Kai-Wei Teng,,5.87,0.8500,OVER,2.5,,UNDER,2,0,3.87,3.87,0.722500,1.897120,1,,UNDER,0,-3.870,OVER
2250410,2026-04-28,COL@CIN,630005,K_PROP,home,Chase Burns,,10.98,0.8500,OVER,6.5,,OVER,9,1,1.98,1.98,0.022500,0.162519,1,,OVER,1,-1.980,PASS
2250410,2026-04-28,COL@CIN,630006,K_PROP,away,Kyle Freeland,,3.3,0.4779,UNDER,3.5,,OVER,4,0,-0.70,0.70,0.272588,0.738354,1,,OVER,0,0.700,PASS
2250412,2026-04-28,SF@PHI,630007,K_PROP,home,Jesus Luzardo,,6.87,0.6132,OVER,6.5,,OVER,8,1,-1.13,1.13,0.149614,0.489064,1,,OVER,1,1.130,PASS
2250411,2026-04-28,STL@PIT,630008,K_PROP,home,Braxton Ashcraft,,4.93,0.4430,UNDER,5.5,,OVER,7,0,-2.07,2.07,0.310249,0.814186,1,,OVER,0,2.070,UNDER
2250412,2026-04-28,SF@PHI,630009,K_PROP,away,Tyler Mahle,,2.89,0.2071,UNDER,4.5,,UNDER,3,1,-0.11,0.11,0.042890,0.232058,1,,UNDER,1,0.110,UNDER
2250411,2026-04-28,STL@PIT,630010,K_PROP,away,Kyle Leahy,,1.51,0.0830,UNDER,3.5,,OVER,7,0,-5.49,5.49,0.840889,2.488915,1,,OVER,0,5.490,UNDER
2250413,2026-04-28,BOS@TOR,630011,K_PROP,away,Payton Tolle,,4.34,0.5052,UNDER,4.5,,UNDER,4,1,0.34,0.34,0.255227,0.703602,1,,UNDER,1,-0.340,UNDER
2250413,2026-04-28,BOS@TOR,630012,K_PROP,home,Trey Yesavage,,6.28,0.6723,OVER,5.5,,UNDER,3,0,3.28,3.28,0.451987,1.115657,1,,UNDER,0,-3.280,OVER
2250414,2026-04-28,WSH@NYM,630013,K_PROP,home,Clay Holmes,,2.98,0.2231,UNDER,4.5,,OVER,6,0,-3.02,3.02,0.603574,1.500135,1,,OVER,0,3.020,UNDER
2250414,2026-04-28,WSH@NYM,630014,K_PROP,away,Zack Littell,,2.76,0.3494,UNDER,3.5,,UNDER,1,1,1.76,1.76,0.122080,0.429860,1,,UNDER,1,-1.760,UNDER
2250415,2026-04-28,DET@ATL,630015,K_PROP,home,Martin Perez,,2.64,0.3207,UNDER,3.5,,OVER,5,0,-2.36,2.36,0.461448,1.137249,1,,OVER,0,2.360,UNDER
2250415,2026-04-28,DET@ATL,630016,K_PROP,away,Casey Mize,,4.36,0.5093,UNDER,4.5,,UNDER,3,1,1.36,1.36,0.259386,0.711922,1,,UNDER,1,-1.360,UNDER
2252713,2026-04-28,ARI@MIL,630017,K_PROP,away,Merrill Kelly,,3.71,0.3743,UNDER,4.5,,UNDER,1,1,2.71,2.71,0.140100,0.468884,1,,UNDER,1,-2.710,UNDER
2250417,2026-04-28,LAA@CWS,630018,K_PROP,home,Davis Martin,,3.36,0.1611,UNDER,5.5,,OVER,7,0,-3.64,3.64,0.703753,1.825730,1,,OVER,0,3.640,PASS
2250417,2026-04-28,LAA@CWS,630019,K_PROP,away,Jose Soriano,,4.78,0.4146,UNDER,5.5,,OVER,6,0,-1.22,1.22,0.342693,0.880441,1,,OVER,0,1.220,UNDER
2252713,2026-04-28,ARI@MIL,630020,K_PROP,home,Chad Patrick,,4.82,0.5962,OVER,4.5,,OVER,5,1,-0.18,0.18,0.163054,0.517179,1,,OVER,1,0.180,UNDER
2250416,2026-04-28,SEA@MIN,630021,K_PROP,home,Joe Ryan,,5.62,0.5681,OVER,5.5,,OVER,6,1,-0.38,0.38,0.186538,0.565458,1,,OVER,1,0.380,UNDER
2250416,2026-04-28,SEA@MIN,630022,K_PROP,away,Logan Gilbert,,7.35,0.8049,OVER,5.5,,UNDER,4,0,3.35,3.35,0.647864,1.634243,1,,UNDER,0,-3.350,OVER
2250418,2026-04-28,NYY@TEX,630023,K_PROP,away,Cam Schlittler,,5.15,0.3254,UNDER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250418,2026-04-28,NYY@TEX,630024,K_PROP,home,Jacob deGrom,,5.96,0.4667,UNDER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250419,2026-04-28,KC@ATH,630025,K_PROP,home,Aaron Civale,,2.86,0.3741,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250420,2026-04-28,CHC@SD,630026,K_PROP,away,Edward Cabrera,,4.72,0.5785,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250419,2026-04-28,KC@ATH,630027,K_PROP,away,Kris Bubic,,4.89,0.4359,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250420,2026-04-28,CHC@SD,630028,K_PROP,home,Walker Buehler,,2.2,0.2163,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250421,2026-04-28,MIA@LAD,630029,K_PROP,home,Yoshinobu Yamamoto,,6.09,0.4879,UNDER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250421,2026-04-28,MIA@LAD,630031,K_PROP,away,Chris Paddack,,2.46,0.1323,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250422,2026-04-29,TB@CLE,630033,K_PROP,home,Gavin Williams,,4.65,0.3895,UNDER,5.5,,OVER,9,0,-4.35,4.35,0.372710,0.942891,1,,OVER,0,4.350,UNDER
2250423,2026-04-29,LAA@CWS,630034,K_PROP,home,Erick Fedde,,2.52,0.2921,UNDER,3.5,,OVER,6,0,-3.48,3.48,0.501122,1.230659,1,,OVER,0,3.480,UNDER
2250423,2026-04-29,LAA@CWS,630035,K_PROP,away,Yusei Kikuchi,,3.73,0.2217,UNDER,5.5,,UNDER,1,1,2.73,2.73,0.049151,0.250643,1,,UNDER,1,-2.730,UNDER
2250422,2026-04-29,TB@CLE,630036,K_PROP,away,Drew Rasmussen,,3.71,0.3741,UNDER,4.5,,OVER,6,0,-2.29,2.29,0.391751,0.983232,1,,OVER,0,2.290,UNDER
2250424,2026-04-29,SEA@MIN,630037,K_PROP,home,Bailey Ober,,3.16,0.2601,UNDER,4.5,,OVER,7,0,-3.84,3.84,0.547452,1.346689,1,,OVER,0,2.990,UNDER
2250424,2026-04-29,SEA@MIN,630038,K_PROP,away,George Kirby,,6.44,0.6959,OVER,5.5,,UNDER,5,0,1.44,1.44,0.484277,1.190399,1,,UNDER,0,-1.440,OVER
2250425,2026-04-29,NYY@TEX,630039,K_PROP,away,Elmer Rodriguez,,2.78,0.3555,UNDER,3.5,,UNDER,3,1,-0.22,0.22,0.126380,0.439280,1,,UNDER,1,0.220,UNDER
2250425,2026-04-29,NYY@TEX,630040,K_PROP,home,Nathan Eovaldi,,5.78,0.5950,OVER,5.5,,OVER,7,1,-1.22,1.22,0.164025,0.519194,1,,OVER,1,1.220,PASS
2250426,2026-04-29,BOS@TOR,630041,K_PROP,away,Brayan Bello,,2.41,0.2668,UNDER,3.5,,UNDER,2,1,0.41,0.41,0.071182,0.310337,1,,UNDER,1,-0.410,UNDER
2250426,2026-04-29,BOS@TOR,630042,K_PROP,home,Kevin Gausman,,4.63,0.3853,UNDER,5.5,,UNDER,1,1,3.63,3.63,0.148456,0.486621,1,,UNDER,1,-3.060,UNDER
2250427,2026-04-29,MIA@LAD,630043,K_PROP,home,Tyler Glasnow,,4.77,0.2623,UNDER,6.5,,OVER,9,0,-4.23,4.23,0.544201,1.338266,1,,OVER,0,4.230,UNDER
2250427,2026-04-29,MIA@LAD,630044,K_PROP,away,Sandy Alcantara,,3.42,0.3126,UNDER,4.5,,UNDER,4,1,-0.58,0.58,0.097719,0.374839,1,,UNDER,1,0.580,UNDER
2250428,2026-04-29,CHC@SD,630045,K_PROP,away,Jameson Taillon,,2.57,0.1501,UNDER,4.5,,OVER,6,0,-3.43,3.43,0.722330,1.896454,1,,OVER,0,3.430,UNDER
2250428,2026-04-29,CHC@SD,630046,K_PROP,home,Matt Waldron,,1.68,0.1115,UNDER,3.5,,UNDER,1,1,0.68,0.68,0.012432,0.118221,1,,UNDER,1,-0.680,UNDER
2250429,2026-04-29,HOU@BAL,630047,K_PROP,home,Chris Bassitt,,4.09,0.4548,UNDER,4.5,,,,,,,,,0,not-completed,,,,PASS
2250429,2026-04-29,HOU@BAL,630048,K_PROP,away,Peter Lambert,,3.14,0.2555,UNDER,4.5,,,,,,,,,0,not-completed,,,,OVER
2250430,2026-04-29,COL@CIN,630049,K_PROP,home,Andrew Abbott,,3.88,0.4106,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250430,2026-04-29,COL@CIN,630050,K_PROP,away,Michael Lorenzen,,3.92,0.4184,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250432,2026-04-29,SF@PHI,630051,K_PROP,home,Cristopher Sanchez,,6.6,0.5714,OVER,6.5,,,,,,,,,0,not-completed,,,,PASS
2250431,2026-04-29,STL@PIT,630052,K_PROP,home,Paul Skenes,,6.65,0.5793,OVER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250432,2026-04-29,SF@PHI,630053,K_PROP,away,Logan Webb,,5.94,0.6211,OVER,5.5,,,,,,,,,0,not-completed,,,,PASS
2250431,2026-04-29,STL@PIT,630054,K_PROP,away,Hunter Dobbins,,3.21,0.4568,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250433,2026-04-29,WSH@NYM,630055,K_PROP,home,Freddy Peralta,,5.51,0.5480,OVER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250433,2026-04-29,WSH@NYM,630056,K_PROP,away,Miles Mikolas,,2.1,0.1947,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250434,2026-04-29,DET@ATL,630057,K_PROP,home,Bryce Elder,,4.18,0.4726,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250434,2026-04-29,DET@ATL,630058,K_PROP,away,Framber Valdez,,5.14,0.6521,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2252731,2026-04-29,ARI@MIL,630059,K_PROP,away,Michael Soroka,,4.06,0.2785,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2252731,2026-04-29,ARI@MIL,630060,K_PROP,home,Brandon Woodruff,,7.02,0.8500,OVER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250435,2026-04-29,KC@ATH,630061,K_PROP,home,Jeffrey Springs,,2.85,0.1986,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,PASS
2250435,2026-04-29,KC@ATH,630062,K_PROP,away,Noah Cameron,,4.09,0.4550,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250436,2026-04-30,DET@ATL,630063,K_PROP,home,Grant Holmes,,4.66,0.5664,OVER,4.5,,OVER,5,1,-0.34,0.34,0.188009,0.568455,1,,OVER,0,0.820,PASS
2250436,2026-04-30,DET@ATL,630064,K_PROP,away,Jack Flaherty,,5.21,0.4948,UNDER,5.5,,OVER,8,0,-2.79,2.79,0.255227,0.703602,1,,OVER,1,2.860,PASS
2250437,2026-04-30,HOU@BAL,630065,K_PROP,home,Cade Povich,,4.31,0.3263,UNDER,5.5,,OVER,7,0,-2.69,2.69,0.453872,1.119938,1,,OVER,0,4.160,UNDER
2250437,2026-04-30,HOU@BAL,630066,K_PROP,away,Lance McCullers,,3.87,0.4087,UNDER,4.5,,UNDER,3,1,0.87,0.87,0.167036,0.525432,1,,UNDER,1,-0.870,PASS
2250440,2026-04-30,SF@PHI,630067,K_PROP,home,Zack Wheeler,,8.13,0.7744,OVER,6.5,,OVER,7,1,1.13,1.13,0.050895,0.255667,1,,OVER,1,0.400,PASS
2250438,2026-04-30,STL@PIT,630068,K_PROP,home,Mitch Keller,,3.59,0.3498,UNDER,4.5,,OVER,9,0,-5.41,5.41,0.422760,1.050394,1,,OVER,1,2.350,UNDER
2250440,2026-04-30,SF@PHI,630069,K_PROP,away,Robbie Ray,,4.68,0.3960,UNDER,5.5,,OVER,6,0,-1.32,1.32,0.364816,0.926341,1,,OVER,1,0.060,UNDER
