game_id,date,teams,game_no,market,sub_market,projected_value,projected_probability,pick,line_at_projection,closing_line,closing_novig_p_away,actual_outcome,correct,signed_error,abs_error,brier,logloss,fav,day_night,completed,notes,stored_correct
2250899,2026-06-06,CIN@STL,1,FG,TOTAL,9.30,0.4245,UNDER,9,9,,OVER,0,-1.70,1.70,0.331200,0.856843,home_fav,day,1,,
2250900,2026-06-06,SF@CHC,1,FG,ML,,0.3388,HOME,+130,130,0.4158,HOME,1,,,0.114785,0.413699,home_fav,day,1,,
2250900,2026-06-06,SF@CHC,1,FG,RL,-1.41,,AWAY,+1.5/-170,1.5/-170,,AWAY,1,-0.41,0.41,,,home_fav,day,1,,
2250900,2026-06-06,SF@CHC,1,FG,TOTAL,7.86,0.4290,UNDER,7.5,7.5,,UNDER,1,2.86,2.86,0.184041,0.560366,home_fav,day,1,,
2250901,2026-06-06,BAL@TOR,1,FG,ML,,0.4472,HOME,-105,-105,0.4892,HOME,1,,,0.199988,0.592759,away_fav,day,1,,
2250901,2026-06-06,BAL@TOR,1,FG,RL,-0.25,,HOME,-1.5/+153,-1.5/+153,,HOME,1,1.75,1.75,,,away_fav,day,1,,
2250901,2026-06-06,BAL@TOR,1,FG,TOTAL,8.36,0.4743,UNDER,8.5,8.5,,OVER,0,-1.64,1.64,0.276360,0.745915,away_fav,day,1,,
2250902,2026-06-06,CWS@PHI,1,FG,ML,,0.5083,AWAY,+117,117,0.4406,AWAY,1,,,0.241769,0.676683,home_fav,day,1,,
2250902,2026-06-06,CWS@PHI,1,FG,RL,0.48,,AWAY,+1.5/-169,1.5/-169,,AWAY,1,-2.52,2.52,,,home_fav,day,1,,
2250902,2026-06-06,CWS@PHI,1,FG,TOTAL,9.02,0.3669,UNDER,10,10,,UNDER,1,0.02,0.02,0.134616,0.457127,home_fav,day,1,,
2250903,2026-06-06,ATH@HOU,1,FG,ML,,0.4851,HOME,+108,108,0.4596,HOME,1,,,0.235322,0.663783,home_fav,day,1,,
2250903,2026-06-06,ATH@HOU,1,FG,RL,0.18,,AWAY,+1.5/-186,1.5/-186,,HOME,0,11.18,11.18,,,home_fav,day,1,,
2250903,2026-06-06,ATH@HOU,1,FG,TOTAL,9.28,0.4219,UNDER,9.5,9.5,,OVER,0,-5.72,5.72,0.334200,0.862987,home_fav,day,1,,
2250904,2026-06-06,PIT@ATL,1,FG,ML,,0.4521,HOME,-103,-103,0.4848,HOME,1,,,0.204394,0.601662,away_fav,day,1,,
2250904,2026-06-06,PIT@ATL,1,FG,RL,-0.19,,HOME,-1.5/+154,-1.5/+155,,HOME,1,2.81,2.81,,,away_fav,day,1,,
2250904,2026-06-06,PIT@ATL,1,FG,TOTAL,7.65,0.3711,UNDER,8,8,,OVER,0,-1.35,1.35,0.395515,0.991284,away_fav,day,1,,
2250905,2026-06-06,TB@MIA,1,FG,ML,,0.4623,HOME,-131,-131,0.5424,HOME,1,,,0.213721,0.620454,away_fav,day,1,,
2250905,2026-06-06,TB@MIA,1,FG,RL,-0.09,,HOME,-1.5/+129,-1.5/+129,,HOME,1,0.91,0.91,,,away_fav,day,1,,
2250905,2026-06-06,TB@MIA,1,FG,TOTAL,7.25,0.3725,UNDER,7.5,7.5,,UNDER,1,0.25,0.25,0.138756,0.466012,away_fav,day,1,,
2250906,2026-06-06,CLE@TEX,1,FG,ML,,0.4203,HOME,+104,104,0.4679,AWAY,0,,,0.336052,0.866787,home_fav,night,1,,
2250906,2026-06-06,CLE@TEX,1,FG,RL,-0.46,,AWAY,+1.5/-207,1.5/-207,,AWAY,1,-6.46,6.46,,,home_fav,night,1,,
2250906,2026-06-06,CLE@TEX,1,FG,TOTAL,6.56,0.3411,UNDER,7.5,7.5,,UNDER,1,0.56,0.56,0.116349,0.417184,home_fav,night,1,,
2250907,2026-06-06,BOS@NYY,1,FG,ML,,0.3398,HOME,-102,,,,,,,,,away_fav,night,0,not-completed,
2250907,2026-06-06,BOS@NYY,1,FG,RL,-1.47,,HOME,-1.5/+162,,,,,,,,,away_fav,night,0,not-completed,
2250907,2026-06-06,BOS@NYY,1,FG,TOTAL,8.27,0.4263,UNDER,8.5,,,,,,,,,away_fav,night,0,not-completed,
2250908,2026-06-06,MIL@COL,1,FG,ML,,0.5917,AWAY,-311,,,AWAY,1,,,0.166709,0.524756,away_fav,night,1,,
2250908,2026-06-06,MIL@COL,1,FG,RL,1.61,,AWAY,-1.5/-205,,,AWAY,1,-4.39,4.39,,,away_fav,night,1,,
2250908,2026-06-06,MIL@COL,1,FG,TOTAL,9.84,0.3972,UNDER,11,,,UNDER,1,1.84,1.84,0.157768,0.506170,away_fav,night,1,,
2250909,2026-06-06,LAA@LAD,1,FG,ML,,0.3058,HOME,+282,,,HOME,1,,,0.093514,0.364995,home_fav,night,1,,
2250909,2026-06-06,LAA@LAD,1,FG,RL,-1.93,,HOME,+1.5/+137,,,HOME,1,5.07,5.07,,,home_fav,night,1,,
2250909,2026-06-06,LAA@LAD,1,FG,TOTAL,8.75,0.4677,UNDER,8.5,,,OVER,0,-2.25,2.25,0.283343,0.759928,home_fav,night,1,,
2250910,2026-06-06,NYM@SD,1,FG,ML,,0.5044,AWAY,-125,,,HOME,0,,,0.254419,0.701986,away_fav,night,1,,
2250910,2026-06-06,NYM@SD,1,FG,RL,0.34,,HOME,-1.5/+139,,,HOME,1,1.34,1.34,,,away_fav,night,1,,
2250910,2026-06-06,NYM@SD,1,FG,TOTAL,7.36,0.3830,UNDER,7.5,,,UNDER,1,2.36,2.36,0.146689,0.482886,away_fav,night,1,,
2253234,2026-06-06,WSH@ARI,1,FG,ML,,0.4093,HOME,+129,134,0.4087,AWAY,0,,,0.348926,0.893307,home_fav,day,1,,
2253234,2026-06-06,WSH@ARI,1,FG,RL,-0.71,,AWAY,+1.5/-157,1.5/-156,,AWAY,1,-5.71,5.71,,,home_fav,day,1,,
2253234,2026-06-06,WSH@ARI,1,FG,TOTAL,8.95,0.4409,UNDER,9,9,,UNDER,1,1.95,1.95,0.194393,0.581427,home_fav,day,1,,
2250911,2026-06-07,PIT@ATL,1,FG,ML,,0.3655,HOME,+133,133,0.4103,HOME,1,,,0.133590,0.454918,home_fav,day,1,,
2250911,2026-06-07,PIT@ATL,1,FG,RL,-1.16,,AWAY,+1.5/-150,1.5/-150,,AWAY,1,-0.16,0.16,,,home_fav,day,1,,
2250911,2026-06-07,PIT@ATL,1,FG,TOTAL,8.27,0.3820,UNDER,8.5,8.5,,UNDER,1,3.27,3.27,0.145924,0.481267,home_fav,day,1,,
2250912,2026-06-07,CWS@PHI,1,FG,ML,,0.4601,HOME,+143,143,0.3937,HOME,1,,,0.211692,0.616371,home_fav,day,1,,
2250912,2026-06-07,CWS@PHI,1,FG,RL,-0.13,,AWAY,+1.5/-143,1.5/-143,,HOME,0,3.87,3.87,,,home_fav,day,1,,
2250912,2026-06-07,CWS@PHI,1,FG,TOTAL,9.22,0.4169,UNDER,9,9,,OVER,0,-4.78,4.78,0.340006,0.874909,home_fav,day,1,,
2250913,2026-06-07,BOS@NYY,1,FG,ML,,0.3399,HOME,+124,123,0.4284,HOME,1,,,0.115532,0.415364,home_fav,day,1,,
2250913,2026-06-07,BOS@NYY,1,FG,RL,-1.45,,AWAY,+1.5/-170,1.5/-174,,HOME,0,3.55,3.55,,,home_fav,day,1,,
2250913,2026-06-07,BOS@NYY,1,FG,TOTAL,8.26,0.4655,UNDER,8,8,,UNDER,1,1.26,1.26,0.216690,0.626424,home_fav,day,1,,
2250914,2026-06-07,BAL@TOR,1,FG,ML,,0.4371,HOME,+118,118,0.4380,HOME,1,,,0.191056,0.574653,home_fav,day,1,,
2250914,2026-06-07,BAL@TOR,1,FG,RL,-0.37,,AWAY,+1.5/-185,1.5/-185,,HOME,0,1.63,1.63,,,home_fav,day,1,,
2250914,2026-06-07,BAL@TOR,1,FG,TOTAL,8.57,0.4929,UNDER,8,8,,OVER,0,-1.43,1.43,0.257150,0.707449,home_fav,day,1,,
2250915,2026-06-07,SEA@DET,1,FG,ML,,0.4911,HOME,+104,102,0.4712,HOME,1,,,0.241179,0.675504,home_fav,day,1,,
2250915,2026-06-07,SEA@DET,1,FG,RL,0.25,,AWAY,+1.5/-204,-1.5/+163,,AWAY,1,1.25,1.25,,,home_fav,day,1,,
2250915,2026-06-07,SEA@DET,1,FG,TOTAL,8.95,0.4870,UNDER,8.5,8.5,,OVER,0,-0.05,0.05,0.263169,0.719491,home_fav,day,1,,
2250916,2026-06-07,TB@MIA,1,FG,ML,,0.4308,HOME,-109,-109,0.4978,HOME,1,,,0.185589,0.563523,away_fav,day,1,,
2250916,2026-06-07,TB@MIA,1,FG,RL,-0.46,,HOME,-1.5/+153,-1.5/+153,,HOME,1,2.54,2.54,,,away_fav,day,1,,
2250916,2026-06-07,TB@MIA,1,FG,TOTAL,8.86,0.4788,UNDER,7.5,7.5,,UNDER,1,3.86,3.86,0.229249,0.651621,away_fav,day,1,,
2250917,2026-06-07,ATH@HOU,1,FG,ML,,0.4844,HOME,-108,-110,0.5011,AWAY,0,,,0.265843,0.724844,away_fav,day,1,,
2250917,2026-06-07,ATH@HOU,1,FG,RL,0.17,,HOME,-1.5/+143,-1.5/+140,,AWAY,0,-4.83,4.83,,,away_fav,day,1,,
2250917,2026-06-07,ATH@HOU,1,FG,TOTAL,9.35,0.4738,UNDER,9,9,,UNDER,1,4.35,4.35,0.224486,0.642074,away_fav,day,1,,
2250918,2026-06-07,KC@MIN,1,FG,ML,,0.4630,HOME,-122,-120,0.5205,AWAY,0,,,0.288369,0.770028,away_fav,day,1,,
2250918,2026-06-07,KC@MIN,1,FG,RL,-0.08,,HOME,-1.5/+135,-1.5/+137,,HOME,1,-1.08,1.08,,,away_fav,day,1,,
2250918,2026-06-07,KC@MIN,1,FG,TOTAL,8.79,0.4269,UNDER,8.5,8.5,,OVER,0,-2.21,2.21,0.328444,0.851205,away_fav,day,1,,
2250919,2026-06-07,CIN@STL,1,FG,ML,,0.3918,HOME,+128,128,0.4191,HOME,1,,,0.153507,0.497252,home_fav,day,1,,
2250919,2026-06-07,CIN@STL,1,FG,RL,-0.88,,AWAY,+1.5/-162,1.5/-157,,HOME,0,1.12,1.12,,,home_fav,day,1,,
2250919,2026-06-07,CIN@STL,1,FG,TOTAL,8.34,0.3878,UNDER,9.5,9.5,,UNDER,1,0.34,0.34,0.150389,0.490696,home_fav,day,1,,
2250920,2026-06-07,CLE@TEX,1,FG,ML,,0.4206,HOME,+123,119,0.4362,HOME,1,,,0.176904,0.545762,home_fav,day,1,,
2250920,2026-06-07,CLE@TEX,1,FG,RL,-0.46,,AWAY,+1.5/-186,1.5/-191,,HOME,0,9.54,9.54,,,home_fav,day,1,,
2250920,2026-06-07,CLE@TEX,1,FG,TOTAL,6.56,0.3413,UNDER,7,7,,OVER,0,-3.44,3.44,0.433886,1.074993,home_fav,day,1,,
2250921,2026-06-07,MIL@COL,1,FG,ML,,0.5797,AWAY,-193,-188,0.6238,AWAY,1,,,0.176652,0.545245,away_fav,day,1,,
2250921,2026-06-07,MIL@COL,1,FG,RL,1.67,,AWAY,-1.5/-126,-1.5/-128,,AWAY,1,-6.33,6.33,,,away_fav,day,1,,
2250921,2026-06-07,MIL@COL,1,FG,TOTAL,11.08,0.3529,UNDER,11.5,11.5,,OVER,0,-4.92,4.92,0.418738,1.041571,away_fav,day,1,,
2250922,2026-06-07,LAA@LAD,1,FG,ML,,0.3916,HOME,+215,214,0.3047,AWAY,0,,,0.370151,0.937514,home_fav,day,1,,
2250922,2026-06-07,LAA@LAD,1,FG,RL,-0.87,,AWAY,+1.5/+100,1.5/+101,,AWAY,1,-8.87,8.87,,,home_fav,day,1,,
2250922,2026-06-07,LAA@LAD,1,FG,TOTAL,8.22,0.4235,UNDER,8.5,8.5,,OVER,0,-9.78,9.78,0.332352,0.859202,home_fav,day,1,,
2250923,2026-06-07,NYM@SD,1,FG,ML,,0.4661,HOME,-112,-114,0.5087,AWAY,0,,,0.285049,0.763355,away_fav,day,1,,
2250923,2026-06-07,NYM@SD,1,FG,RL,-0.04,,HOME,-1.5/+153,-1.5/+150,,AWAY,0,-4.04,4.04,,,away_fav,day,1,,
2250923,2026-06-07,NYM@SD,1,FG,TOTAL,6.68,0.3534,UNDER,7.5,7.5,,OVER,0,-3.32,3.32,0.418092,1.040155,away_fav,day,1,,
2250924,2026-06-07,SF@CHC,1,FG,ML,,0.4731,HOME,+108,,,AWAY,0,,,0.277624,0.748448,home_fav,night,1,,
2250924,2026-06-07,SF@CHC,1,FG,RL,0.02,,AWAY,+1.5/-192,,,AWAY,1,-0.98,0.98,,,home_fav,night,1,,
2250924,2026-06-07,SF@CHC,1,FG,TOTAL,8.47,0.4847,UNDER,8.5,,,UNDER,1,5.47,5.47,0.234934,0.663006,home_fav,night,1,,
2253254,2026-06-07,WSH@ARI,1,FG,ML,,0.4273,HOME,+114,114,0.4470,HOME,1,,,0.182585,0.557393,home_fav,day,1,,
2253254,2026-06-07,WSH@ARI,1,FG,RL,-0.47,,AWAY,+1.5/-186,1.5/-186,,HOME,0,3.53,3.53,,,home_fav,day,1,,
2253254,2026-06-07,WSH@ARI,1,FG,TOTAL,8.47,0.4845,UNDER,8,8,,UNDER,1,2.47,2.47,0.234740,0.662618,home_fav,day,1,,
2250925,2026-06-08,SEA@BAL,1,FG,ML,,0.5157,AWAY,-126,-126,0.5321,AWAY,1,,,0.234546,0.662230,away_fav,night,1,,
2250925,2026-06-08,SEA@BAL,1,FG,RL,0.54,,HOME,-1.5/+129,-1.5/+129,,AWAY,0,-2.46,2.46,,,away_fav,night,1,,
2250925,2026-06-08,SEA@BAL,1,FG,TOTAL,8.88,0.3895,UNDER,9.5,9.5,,UNDER,1,-0.12,0.12,0.151710,0.493477,away_fav,night,1,,
2250926,2026-06-08,BOS@TB,1,FG,ML,,0.4663,HOME,-109,-109,0.4978,HOME,1,,,0.217436,0.627921,away_fav,night,1,,
2250926,2026-06-08,BOS@TB,1,FG,RL,-0.03,,HOME,-1.5/+153,-1.5/+153,,HOME,1,1.97,1.97,,,away_fav,night,1,,
2250926,2026-06-08,BOS@TB,1,FG,TOTAL,8.01,0.4432,UNDER,8,8,,UNDER,1,4.01,4.01,0.196426,0.585549,away_fav,night,1,,
2250927,2026-06-08,NYY@CLE,1,FG,ML,,0.4452,HOME,+109,109,0.4568,AWAY,0,,,0.307803,0.809232,home_fav,night,1,,
2250927,2026-06-08,NYY@CLE,1,FG,RL,-0.28,,AWAY,+1.5/-199,1.5/-199,,AWAY,1,-2.28,2.28,,,home_fav,night,1,,
2250927,2026-06-08,NYY@CLE,1,FG,TOTAL,7.56,0.4409,UNDER,7.5,7.5,,OVER,0,-4.44,4.44,0.312593,0.818937,home_fav,night,1,,
2250928,2026-06-08,PHI@TOR,1,FG,ML,,0.5257,AWAY,-175,-186,0.6220,AWAY,1,,,0.224960,0.643025,away_fav,night,1,,
2250928,2026-06-08,PHI@TOR,1,FG,RL,0.60,,HOME,-1.5/-101,-1.5/-108,,AWAY,0,-2.40,2.40,,,away_fav,night,1,,
2250928,2026-06-08,PHI@TOR,1,FG,TOTAL,7.98,0.4808,UNDER,7.5,7,,UNDER,1,0.98,0.98,0.231169,0.655466,away_fav,night,1,,
2250929,2026-06-08,HOU@LAA,1,FG,ML,,0.6087,AWAY,-131,,,AWAY,1,,,0.153116,0.496430,away_fav,night,1,,
2250929,2026-06-08,HOU@LAA,1,FG,RL,1.72,,AWAY,-1.5/+124,,,HOME,0,0.72,0.72,,,away_fav,night,1,,
2250929,2026-06-08,HOU@LAA,1,FG,TOTAL,9.54,0.4880,UNDER,9.5,,,UNDER,1,0.54,0.54,0.238144,0.669431,away_fav,night,1,,
2250930,2026-06-08,CIN@SD,1,FG,ML,,0.4348,HOME,+113,,,HOME,1,,,0.189051,0.570576,home_fav,night,1,,
2250930,2026-06-08,CIN@SD,1,FG,RL,-0.35,,AWAY,+1.5/-188,,,HOME,0,3.65,3.65,,,home_fav,night,1,,
2250930,2026-06-08,CIN@SD,1,FG,TOTAL,6.97,0.3450,UNDER,7.5,,,OVER,0,-1.03,1.03,0.429025,1.064211,home_fav,night,1,,
2250931,2026-06-08,WSH@SF,1,FG,ML,,0.3758,HOME,+129,,,AWAY,0,,,0.389626,0.978698,home_fav,night,1,,
2250931,2026-06-08,WSH@SF,1,FG,RL,-1.07,,AWAY,+1.5/-163,,,AWAY,1,-2.07,2.07,,,home_fav,night,1,,
2250931,2026-06-08,WSH@SF,1,FG,TOTAL,8.59,0.4942,UNDER,8,,,UNDER,1,1.59,1.59,0.244234,0.681614,home_fav,night,1,,
2250932,2026-06-08,MIL@ATH,1,FG,ML,,0.5004,AWAY,-156,,,AWAY,1,,,0.249600,0.692348,away_fav,night,1,,
2250932,2026-06-08,MIL@ATH,1,FG,RL,0.30,,HOME,-1.5/-106,,,HOME,1,-0.70,0.70,,,away_fav,night,1,,
2250932,2026-06-08,MIL@ATH,1,FG,TOTAL,9.38,0.3270,UNDER,11,,,OVER,0,-19.62,19.62,0.452929,1.117795,away_fav,night,1,,
2250933,2026-06-09,SEA@BAL,1,FG,ML,,0.4647,HOME,-123,-122,0.5248,AWAY,0,,,0.286546,0.766363,away_fav,night,1,,
2250933,2026-06-09,SEA@BAL,1,FG,RL,-0.05,,HOME,-1.5/+137,-1.5/+139,,HOME,1,-1.05,1.05,,,away_fav,night,1,,
2250933,2026-06-09,SEA@BAL,1,FG,TOTAL,8.75,0.4696,UNDER,8.5,8.5,,OVER,0,-2.25,2.25,0.281324,0.755874,away_fav,night,1,,
2250934,2026-06-09,LAD@PIT,1,FG,ML,,0.4231,HOME,+100,100,0.4773,AWAY,0,,,0.332814,0.860147,home_fav,night,1,,
2250934,2026-06-09,LAD@PIT,1,FG,RL,-0.56,,AWAY,+1.5/-200,-1.5/+165,,AWAY,1,-9.56,9.56,,,home_fav,night,1,,
2250934,2026-06-09,LAD@PIT,1,FG,TOTAL,9.29,0.5152,OVER,8.5,8.5,,OVER,1,-5.71,5.71,0.235031,0.663200,home_fav,night,1,,
2250935,2026-06-09,BOS@TB,1,FG,ML,,0.4600,HOME,-116,-116,0.5130,HOME,1,,,0.211600,0.616186,away_fav,night,1,,
2250935,2026-06-09,BOS@TB,1,FG,RL,-0.10,,HOME,-1.5/+148,-1.5/+148,,HOME,1,0.90,0.90,,,away_fav,night,1,,
2250935,2026-06-09,BOS@TB,1,FG,TOTAL,7.72,0.4555,UNDER,7.5,7.5,,UNDER,1,0.72,0.72,0.207480,0.607887,away_fav,night,1,,
2250936,2026-06-09,MIN@DET,1,FG,ML,,0.3735,HOME,+108,,,HOME,1,,,0.139502,0.467607,home_fav,night,1,,
2250936,2026-06-09,MIN@DET,1,FG,RL,-1.04,,AWAY,+1.5/-194,,,HOME,0,4.96,4.96,,,home_fav,night,1,,
2250936,2026-06-09,MIN@DET,1,FG,TOTAL,8.02,0.4052,UNDER,8.5,,,OVER,0,-5.98,5.98,0.353787,0.903375,home_fav,night,1,,
2250937,2026-06-09,NYY@CLE,1,FG,ML,,0.5318,AWAY,-122,-126,0.5321,AWAY,1,,,0.219211,0.631488,away_fav,night,1,,
2250937,2026-06-09,NYY@CLE,1,FG,RL,0.64,,HOME,-1.5/+130,-1.5/+129,,HOME,1,-0.36,0.36,,,away_fav,night,1,,
2250937,2026-06-09,NYY@CLE,1,FG,TOTAL,7.66,0.3715,UNDER,8.5,8.5,,UNDER,1,2.66,2.66,0.138012,0.464419,away_fav,night,1,,
2250938,2026-06-09,PHI@TOR,1,FG,ML,,0.4689,HOME,-109,-111,0.5033,HOME,1,,,0.219867,0.632805,away_fav,night,1,,
2250938,2026-06-09,PHI@TOR,1,FG,RL,-0.02,,HOME,-1.5/+157,-1.5/+158,,HOME,1,0.98,0.98,,,away_fav,night,1,,
2250938,2026-06-09,PHI@TOR,1,FG,TOTAL,7.22,0.4631,UNDER,7,7,,UNDER,1,2.22,2.22,0.214462,0.621943,away_fav,night,1,,
2250939,2026-06-09,STL@NYM,1,FG,ML,,0.4753,HOME,+113,113,0.4489,AWAY,0,,,0.275310,0.743809,home_fav,night,1,,
2250939,2026-06-09,STL@NYM,1,FG,RL,0.05,,AWAY,+1.5/-193,1.5/-193,,AWAY,1,-6.95,6.95,,,home_fav,night,1,,
2250939,2026-06-09,STL@NYM,1,FG,TOTAL,8.33,0.4726,UNDER,8,8,,UNDER,1,1.33,1.33,0.223351,0.639796,home_fav,night,1,,
2250940,2026-06-09,TEX@KC,1,FG,ML,,0.4183,HOME,-123,-125,0.5313,HOME,1,,,0.174975,0.541800,away_fav,night,1,,
2250940,2026-06-09,TEX@KC,1,FG,RL,-0.58,,HOME,-1.5/+122,-1.5/+123,,HOME,1,1.42,1.42,,,away_fav,night,1,,
2250940,2026-06-09,TEX@KC,1,FG,TOTAL,7.98,0.3129,UNDER,9.5,9.5,,UNDER,1,-0.02,0.02,0.097906,0.375275,away_fav,night,1,,
2250941,2026-06-09,ATL@CWS,1,FG,ML,,0.4514,HOME,-157,-157,0.5842,HOME,1,,,0.203762,0.600386,away_fav,night,1,,
2250941,2026-06-09,ATL@CWS,1,FG,RL,-0.22,,HOME,-1.5/+100,-1.5/+101,,HOME,1,0.78,0.78,,,away_fav,night,1,,
2250941,2026-06-09,ATL@CWS,1,FG,TOTAL,9.05,0.4503,UNDER,9,9,,OVER,0,-1.95,1.95,0.302170,0.797841,away_fav,night,1,,
2250942,2026-06-09,CHC@COL,1,FG,ML,,0.4527,HOME,-168,,,HOME,1,,,0.204937,0.602758,away_fav,night,1,,
2250942,2026-06-09,CHC@COL,1,FG,RL,-0.38,,HOME,-1.5/-115,,,HOME,1,3.62,3.62,,,away_fav,night,1,,
2250942,2026-06-09,CHC@COL,1,FG,TOTAL,11.44,0.3782,UNDER,12.5,,,UNDER,1,1.44,1.44,0.143035,0.475137,away_fav,night,1,,
2250943,2026-06-09,HOU@LAA,1,FG,ML,,0.4396,HOME,-125,,,HOME,1,,,0.193248,0.579104,away_fav,night,1,,
2250943,2026-06-09,HOU@LAA,1,FG,RL,-0.33,,HOME,-1.5/+134,,,HOME,1,8.67,8.67,,,away_fav,night,1,,
2250943,2026-06-09,HOU@LAA,1,FG,TOTAL,8.45,0.4443,UNDER,8.5,,,OVER,0,-2.55,2.55,0.308802,0.811255,away_fav,night,1,,
2250944,2026-06-09,CIN@SD,1,FG,ML,,0.5084,AWAY,-136,,,AWAY,1,,,0.241671,0.676487,away_fav,night,1,,
2250944,2026-06-09,CIN@SD,1,FG,RL,0.38,,HOME,-1.5/+128,,,AWAY,0,-1.62,1.62,,,away_fav,night,1,,
2250944,2026-06-09,CIN@SD,1,FG,TOTAL,7.10,0.3956,UNDER,7.5,,,OVER,0,-0.90,0.90,0.365299,0.927352,away_fav,night,1,,
2250945,2026-06-09,WSH@SF,1,FG,ML,,0.4913,HOME,-110,,,AWAY,0,,,0.258776,0.710700,away_fav,night,1,,
2250945,2026-06-09,WSH@SF,1,FG,RL,0.24,,HOME,-1.5/+149,,,AWAY,0,-2.76,2.76,,,away_fav,night,1,,
2250945,2026-06-09,WSH@SF,1,FG,TOTAL,8.58,0.4544,UNDER,8.5,,,OVER,0,-0.42,0.42,0.297679,0.788777,away_fav,night,1,,
2250946,2026-06-09,MIL@ATH,1,FG,ML,,0.3526,HOME,-113,,,HOME,1,,,0.124327,0.434791,away_fav,night,1,,
2250946,2026-06-09,MIL@ATH,1,FG,RL,-1.86,,HOME,-1.5/+134,,,HOME,1,0.14,0.14,,,away_fav,night,1,,
2250946,2026-06-09,MIL@ATH,1,FG,TOTAL,11.26,0.3012,UNDER,13.5,,,UNDER,1,-0.74,0.74,0.090721,0.358391,away_fav,night,1,,
2253270,2026-06-09,ARI@MIA,1,FG,ML,,0.3343,HOME,+109,109,0.4568,HOME,1,,,0.111756,0.406916,home_fav,night,1,,
2253270,2026-06-09,ARI@MIA,1,FG,RL,-1.48,,AWAY,+1.5/-198,1.5/-198,,HOME,0,2.52,2.52,,,home_fav,night,1,,
2253270,2026-06-09,ARI@MIA,1,FG,TOTAL,8.14,0.4552,UNDER,8,8,,OVER,0,-7.86,7.86,0.296807,0.787018,home_fav,night,1,,
2250947,2026-06-10,BOS@TB,1,FG,ML,,0.3656,HOME,+134,135,0.4071,HOME,1,,,0.133663,0.455076,home_fav,day,1,,
2250947,2026-06-10,BOS@TB,1,FG,RL,-1.13,,AWAY,+1.5/-163,1.5/-164,,HOME,0,0.87,0.87,,,home_fav,day,1,,
2250947,2026-06-10,BOS@TB,1,FG,TOTAL,7.89,0.4706,UNDER,7.5,7.5,,OVER,0,-4.11,4.11,0.280264,0.753747,home_fav,day,1,,
2250948,2026-06-10,NYY@CLE,1,FG,ML,,0.4608,HOME,-102,101,0.4752,AWAY,0,,,0.290737,0.774791,away_fav,day,1,,
2250948,2026-06-10,NYY@CLE,1,FG,RL,-0.09,,HOME,-1.5/+164,1.5/-207,,AWAY,0,-4.09,4.09,,,away_fav,day,1,,
2250948,2026-06-10,NYY@CLE,1,FG,TOTAL,7.45,0.4303,UNDER,7.5,7.5,,OVER,0,-4.55,4.55,0.324558,0.843273,away_fav,day,1,,
2250949,2026-06-10,WSH@SF,1,FG,ML,,0.5110,AWAY,-105,-105,0.4892,HOME,0,,,0.261121,0.715393,away_fav,day,1,,
2250949,2026-06-10,WSH@SF,1,FG,RL,0.46,,HOME,-1.5/+157,-1.5/+157,,HOME,1,1.46,1.46,,,away_fav,day,1,,
2250949,2026-06-10,WSH@SF,1,FG,TOTAL,8.36,0.4348,UNDER,8.5,8.5,,OVER,0,-12.64,12.64,0.319451,0.832869,away_fav,day,1,,
2250950,2026-06-10,CIN@SD,1,FG,ML,,0.3482,HOME,+143,143,0.3937,HOME,1,,,0.121243,0.428018,home_fav,day,1,,
2250950,2026-06-10,CIN@SD,1,FG,RL,-1.31,,AWAY,+1.5/-150,1.5/-150,,AWAY,1,-0.31,0.31,,,home_fav,day,1,,
2250950,2026-06-10,CIN@SD,1,FG,TOTAL,7.89,0.4318,UNDER,8.5,8.5,,OVER,0,-1.11,1.11,0.322851,0.839793,home_fav,day,1,,
2250951,2026-06-10,SEA@BAL,1,FG,ML,,0.4349,HOME,-115,-115,0.5108,HOME,1,,,0.189138,0.570753,away_fav,night,1,,
2250951,2026-06-10,SEA@BAL,1,FG,RL,-0.44,,HOME,-1.5/+138,-1.5/+138,,HOME,1,4.56,4.56,,,away_fav,night,1,,
2250951,2026-06-10,SEA@BAL,1,FG,TOTAL,9.53,0.4876,UNDER,9,9,,PUSH,,0.53,0.53,,,away_fav,night,1,push,
2250952,2026-06-10,LAD@PIT,1,FG,ML,,0.5735,AWAY,-205,-207,0.6446,HOME,0,,,0.328902,0.852143,away_fav,night,1,,
2250952,2026-06-10,LAD@PIT,1,FG,RL,1.17,,HOME,-1.5/-132,-1.5/-126,,HOME,1,2.17,2.17,,,away_fav,night,1,,
2250952,2026-06-10,LAD@PIT,1,FG,TOTAL,8.51,0.4878,UNDER,8.5,8.5,,OVER,0,-8.49,8.49,0.262349,0.717850,away_fav,night,1,,
2250953,2026-06-10,MIN@DET,1,FG,ML,,0.4245,HOME,+144,141,0.3967,AWAY,0,,,0.331200,0.856843,home_fav,night,1,,
2250953,2026-06-10,MIN@DET,1,FG,RL,-0.50,,AWAY,+1.5/-136,1.5/-142,,AWAY,1,-2.50,2.50,,,home_fav,night,1,,
2250953,2026-06-10,MIN@DET,1,FG,TOTAL,8.06,0.3639,UNDER,9.5,9.5,,OVER,0,-1.94,1.94,0.404623,1.010876,home_fav,night,1,,
2250954,2026-06-10,PHI@TOR,1,FG,ML,,0.5343,AWAY,-136,-136,0.5511,AWAY,1,,,0.216876,0.626798,away_fav,night,1,,
