series,propRefId,gameId,gamePk,gameDate,month,doubleHeader,gameNumber,side,mlbamId,pitcherName,hand,proj,line,lineSource,integerLine,pOver,pUnder,pick,actualKs,actualSource,actualKsStored,actualKsLinescore,starterId,actualSide,status,correct,signedError,brier,logloss,scratchBasis,voidExemptionCode,voidCause,storedBacktestResult,storedModelCorrect,verdict,anNoVigOverPct
wf-19288f01-p2,36428,2250095,824299,2026-04-03,04,N,1,away,700241,Michael McGreevy,R,3.578,3.5,replay_asof,0,0.4801,,UNDER,4.0,linescore,4,4,700241,OVER,GRADED,0,-0.422,0.270296,0.733761,,,,,,,
wf-19288f01-p2,36429,2250095,824299,2026-04-03,04,N,1,home,664285,Framber Valdez,L,6.1657,5.5,replay_asof,0,0.58056,,OVER,5.0,linescore,5,5,664285,UNDER,GRADED,0,1.166,0.33705,0.868835,,,,,,,
wf-19288f01-p2,36448,2250096,823568,2026-04-03,04,N,1,away,691587,Eury Pérez,R,8.857,,,0,,,,4.0,linescore,4,4,691587,,NO_LINE,,4.857,,,,,,,,,
wf-19288f01-p2,36449,2250096,823568,2026-04-03,04,N,1,home,701542,Will Warren,R,4.368,4.5,replay_asof,0,0.44267,,UNDER,6.0,linescore,6,6,701542,OVER,GRADED,0,-1.632,0.310617,0.814931,,,,,,,
wf-19288f01-p2,36468,2250097,824786,2026-04-03,04,N,1,away,650633,Michael King,R,5.1823,5.5,replay_asof,0,0.41599,,UNDER,5.0,linescore,5,5,650633,UNDER,GRADED,1,0.182,0.173048,0.537837,,,,,,,
wf-19288f01-p2,36469,2250097,824786,2026-04-03,04,N,1,home,543243,Sonny Gray,R,5.3954,5.5,replay_asof,0,0.45307,,UNDER,3.0,linescore,3,3,543243,UNDER,GRADED,1,2.395,0.205272,0.603434,,,,,,,
wf-19288f01-p2,36488,2250098,822919,2026-04-03,04,N,1,away,663903,Brady Singer,R,4.1771,5.5,replay_asof,0,0.24313,,UNDER,5.0,linescore,5,5,663903,UNDER,GRADED,1,-0.823,0.059112,0.278564,,,,,,,
wf-19288f01-p2,36489,2250098,822919,2026-04-03,04,N,1,home,669022,MacKenzie Gore,L,6.9197,6.5,replay_asof,0,0.53826,,OVER,9.0,linescore,9,9,669022,OVER,GRADED,1,-2.08,0.213204,0.619414,,,,,,,
wf-19288f01-p2,36508,2250099,824458,2026-04-03,04,N,1,away,690990,Cade Horton,R,6.1658,3.5,replay_asof,0,0.86299,,OVER,0.0,linescore,0,0,690990,UNDER,GRADED,0,6.166,0.744752,1.987701,,,,,,,
wf-19288f01-p2,36509,2250099,824458,2026-04-03,04,N,1,home,676282,Joey Cantillo,L,4.5732,4.5,replay_asof,0,0.48173,,UNDER,6.0,linescore,6,6,676282,OVER,GRADED,0,-1.427,0.268604,0.730371,,,,,,,
wf-19288f01-p2,36528,2250100,823732,2026-04-03,04,N,1,away,671212,Joe Boyle,R,6.6068,5.5,replay_asof,0,0.64629,,OVER,9.0,linescore,9,9,671212,OVER,GRADED,1,-2.393,0.125111,0.436507,,,,,,,
wf-19288f01-p2,36529,2250100,823732,2026-04-03,04,N,1,home,641927,Bailey Ober,R,2.8607,3.5,replay_asof,0,0.32159,,UNDER,4.0,linescore,4,4,641927,OVER,GRADED,0,-1.139,0.46024,1.134478,,,,,,,
wf-19288f01-p2,36548,2250101,824377,2026-04-03,04,N,1,away,605400,Aaron Nola,R,4.5358,5.5,replay_asof,0,0.3032,,UNDER,9.0,linescore,9,9,605400,OVER,GRADED,0,-4.464,0.48553,1.193363,,,,,,,
wf-19288f01-p2,36549,2250101,824377,2026-04-03,04,N,1,home,547179,Michael Lorenzen,R,3.5258,4.5,replay_asof,0,0.27944,,UNDER,2.0,linescore,2,2,547179,UNDER,GRADED,1,1.526,0.078087,0.327727,,,,,,,
wf-19288f01-p2,36568,2250102,823406,2026-04-03,04,N,1,away,680694,Kyle Bradish,R,9.5641,5.5,replay_asof,0,0.91452,,OVER,6.0,linescore,6,6,680694,OVER,GRADED,1,3.564,0.007307,0.089356,,,,,,,
wf-19288f01-p2,36569,2250102,823406,2026-04-03,04,N,1,home,656605,Mitch Keller,R,5.5609,4.5,replay_asof,0,0.65189,,OVER,4.0,linescore,4,4,656605,UNDER,GRADED,0,1.561,0.424961,1.055237,,,,,,,
wf-19288f01-p2,36588,2250104,824056,2026-04-03,04,N,1,away,693433,Bryan Woo,R,7.6798,7.5,replay_asof,0,0.50152,,OVER,6.0,linescore,6,6,693433,UNDER,GRADED,0,1.68,0.251522,0.696192,,,,,,,
wf-19288f01-p2,36589,2250104,824056,2026-04-03,04,N,1,home,672282,Reid Detmers,L,8.3967,6.5,replay_asof,0,0.73265,,OVER,4.0,linescore,4,4,672282,UNDER,GRADED,0,4.397,0.536776,1.319197,,,,,,,
wf-19288f01-p2,36608,2250105,825026,2026-04-03,04,N,1,away,664299,Cristian Javier,R,5.1314,4.5,replay_asof,0,0.58225,,OVER,2.0,linescore,2,2,664299,UNDER,GRADED,0,3.131,0.339015,0.872872,,,,,,,
wf-19288f01-p2,36609,2250105,825026,2026-04-03,04,N,1,home,605488,Jeffrey Springs,L,3.6013,4.5,replay_asof,0,0.29381,,UNDER,7.0,linescore,7,7,605488,OVER,GRADED,0,-3.399,0.498704,1.224822,,,,,,,
wf-19288f01-p2,36628,2250106,823240,2026-04-03,04,N,1,away,690997,Nolan McLean,R,8.1225,5.5,replay_asof,0,0.81973,,OVER,4.0,linescore,4,4,690997,UNDER,GRADED,0,4.123,0.671957,1.7133,,,,,,,
wf-19288f01-p2,36629,2250106,823240,2026-04-03,04,N,1,home,641816,Tyler Mahle,R,3.5573,4.5,replay_asof,0,0.28542,,UNDER,4.0,linescore,4,4,641816,UNDER,GRADED,1,-0.443,0.081465,0.33606,,,,,,,
wf-19288f01-p2,36648,2252381,825103,2026-04-03,04,N,1,away,656550,Grant Holmes,R,5.3995,4.5,replay_asof,0,0.62661,,OVER,4.0,linescore,4,4,656550,UNDER,GRADED,0,1.399,0.39264,0.985132,,,,,,,
wf-19288f01-p2,36649,2252381,825103,2026-04-03,04,N,1,home,593958,Eduardo Rodriguez,L,3.9435,4.5,replay_asof,0,0.36013,,UNDER,3.0,linescore,3,3,593958,UNDER,GRADED,1,0.943,0.129694,0.44649,,,,,,,
wf-19288f01-p2,36668,2250103,824134,2026-04-04,04,S,2,away,701656,Logan Henderson,R,8.5975,,,0,,,,3.0,linescore,3,3,701656,,NO_LINE,,5.598,,,,,,,,,
wf-19288f01-p2,36669,2250103,824134,2026-04-04,04,S,2,home,607625,Seth Lugo,R,4.5734,,,0,,,,7.0,linescore,7,7,607625,,NO_LINE,,-2.427,,,,,,,,,
wf-19288f01-p2,36688,2250107,824295,2026-04-04,04,N,1,away,669160,Dustin May,R,3.3139,4.5,replay_asof,0,0.23995,,UNDER,4.0,linescore,4,4,669160,UNDER,GRADED,1,-0.686,0.057576,0.274371,,,,,,,
wf-19288f01-p2,36689,2250107,824295,2026-04-04,04,N,1,home,656427,Jack Flaherty,R,5.6885,6.5,replay_asof,0,0.3438,,UNDER,6.0,linescore,6,6,656427,UNDER,GRADED,1,-0.311,0.118198,0.42129,,,,,,,
wf-19288f01-p2,36708,2250108,824622,2026-04-04,04,N,1,away,689254,Mason Fluharty,L,6.1996,,,0,,,,0.0,linescore,,0,689254,,NO_LINE,,6.2,,,,,,,,,
wf-19288f01-p2,36709,2250108,824622,2026-04-04,04,N,1,home,691799,Grant Taylor,R,5.9158,1.5,replay_asof,0,0.98135,,OVER,1.0,linescore,1,1,691799,UNDER,GRADED,0,4.916,0.963048,3.981909,,,,,,,
wf-19288f01-p2,36728,2250109,822757,2026-04-04,04,N,1,away,607192,Tyler Glasnow,R,7.5802,6.5,replay_asof,0,0.63272,,OVER,9.0,linescore,9,9,607192,OVER,GRADED,1,-1.42,0.134895,0.457727,,,,,,,
wf-19288f01-p2,36729,2250109,822757,2026-04-04,04,N,1,home,663623,Jake Irvin,R,2.5775,3.5,replay_asof,0,0.25911,,UNDER,4.0,linescore,4,4,663623,OVER,GRADED,0,-1.422,0.548918,1.350503,,,,,,,
wf-19288f01-p2,36748,2250110,825027,2026-04-04,04,N,1,away,837227,Tatsuya Imai,R,2.9422,,,0,,,,9.0,linescore,,9,837227,,NO_LINE,,-6.058,,,,,,,,,
wf-19288f01-p2,36749,2250110,825027,2026-04-04,04,N,1,home,806960,Luis Morales,R,3.4909,4.5,replay_asof,0,0.27284,,UNDER,0.0,linescore,0,0,806960,UNDER,GRADED,1,3.491,0.074442,0.318609,,,,,,,
wf-19288f01-p2,36768,2250111,823404,2026-04-04,04,N,1,away,669358,Shane Baz,R,5.5244,5.5,replay_asof,0,0.47526,,UNDER,5.0,linescore,5,5,669358,UNDER,GRADED,1,0.524,0.225872,0.644852,,,,,,,
wf-19288f01-p2,36769,2250111,823404,2026-04-04,04,N,1,home,669387,Carmen Mlodzinski,R,5.0527,,,0,,,,5.0,linescore,,5,669387,,NO_LINE,,0.053,,,,,,,,,
wf-19288f01-p2,36788,2250112,824782,2026-04-04,04,N,1,away,681190,Randy Vásquez,R,3.1716,3.5,replay_asof,0,0.39115,,UNDER,3.0,linescore,3,3,681190,UNDER,GRADED,1,0.172,0.152998,0.496183,,,,,,,
wf-19288f01-p2,36789,2250112,824782,2026-04-04,04,N,1,home,813349,Connelly Early,L,10.28,5.5,replay_asof,0,0.94279,,OVER,4.0,linescore,4,4,813349,UNDER,GRADED,0,6.28,0.888853,2.861027,,,,,,,
wf-19288f01-p2,36808,2250113,824132,2026-04-04,04,S,1,away,694477,Chad Patrick,R,5.2832,4.5,replay_asof,0,0.60772,,OVER,3.0,linescore,3,3,694477,UNDER,GRADED,0,2.283,0.369324,0.935779,,,,,,,
wf-19288f01-p2,36809,2250113,824132,2026-04-04,04,S,1,home,679883,Luinder Avila,R,8.5003,3.5,replay_asof,0,0.9699,,OVER,4.0,linescore,4,4,679883,OVER,GRADED,1,4.5,0.000906,0.030562,,,,,,,
wf-19288f01-p2,36828,2250114,822920,2026-04-04,04,N,1,away,695076,Rhett Lowder,R,4.6902,3.5,replay_asof,0,0.68877,,OVER,4.0,linescore,4,4,695076,OVER,GRADED,1,0.69,0.096864,0.372848,,,,,,,
wf-19288f01-p2,36829,2250114,822920,2026-04-04,04,N,1,home,677958,Kumar Rocker,R,3.581,4.5,replay_asof,0,0.28993,,UNDER,3.0,linescore,3,3,677958,UNDER,GRADED,1,0.581,0.084059,0.342392,,,,,,,
wf-19288f01-p2,36848,2250115,823569,2026-04-04,04,N,1,away,676974,Max Meyer,R,4.9523,5.5,replay_asof,0,0.37567,,UNDER,6.0,linescore,6,6,676974,OVER,GRADED,0,-1.048,0.389788,0.979044,,,,,,,
wf-19288f01-p2,36849,2250115,823569,2026-04-04,04,N,1,home,677960,Ryan Weathers,L,3.9776,5.5,replay_asof,0,0.21138,,UNDER,4.0,linescore,4,4,677960,UNDER,GRADED,1,-0.022,0.044682,0.237471,,,,,,,
wf-19288f01-p2,36868,2250116,823730,2026-04-04,04,N,1,away,571927,Steven Matz,L,4.7041,,,0,,,,8.0,linescore,,8,571927,,NO_LINE,,-3.296,,,,,,,,,
wf-19288f01-p2,36869,2250116,823730,2026-04-04,04,N,1,home,690953,Mick Abel,R,4.0597,4.5,replay_asof,0,0.38282,,UNDER,3.0,linescore,3,3,690953,UNDER,GRADED,1,1.06,0.146551,0.482595,,,,,,,
wf-19288f01-p2,36888,2250118,824378,2026-04-04,04,N,1,away,666200,Jesús Luzardo,L,11.0235,6.5,replay_asof,0,0.92235,,OVER,11.0,linescore,11,11,666200,OVER,GRADED,1,0.024,0.00603,0.080831,,,,,,,
wf-19288f01-p2,36889,2250118,824378,2026-04-04,04,N,1,home,657514,Brennan Bernardino,L,7.3939,,,0,,,,0.0,linescore,6,0,657514,,NO_LINE,,7.394,,,,,,,,,
wf-19288f01-p2,36908,2250119,823239,2026-04-04,04,N,1,away,605280,Clay Holmes,R,4.5296,4.5,replay_asof,0,0.47351,,UNDER,4.0,linescore,4,4,605280,UNDER,GRADED,1,0.53,0.224212,0.641523,,,,,,,
wf-19288f01-p2,36909,2250119,823239,2026-04-04,04,N,1,home,694738,Landen Roupp,R,5.879,4.5,replay_asof,0,0.69842,,OVER,7.0,linescore,7,7,694738,OVER,GRADED,1,-1.121,0.09095,0.358935,,,,,,,
wf-19288f01-p2,36928,2250120,824054,2026-04-04,04,N,1,away,676106,Emerson Hancock,R,3.5609,5.5,replay_asof,0,0.15054,,UNDER,5.0,linescore,5,5,676106,UNDER,GRADED,1,-1.439,0.022662,0.163154,,,,,,,
wf-19288f01-p2,36929,2250120,824054,2026-04-04,04,N,1,home,686799,Jack Kochanowicz,R,1.8397,3.5,replay_asof,0,0.11517,,UNDER,7.0,linescore,7,7,686799,OVER,GRADED,0,-5.16,0.782924,2.161346,,,,,,,
wf-19288f01-p2,36948,2252394,825104,2026-04-04,04,N,1,away,693821,Bryce Elder,R,4.7927,3.5,replay_asof,0,0.70466,,OVER,8.0,linescore,8,8,693821,OVER,GRADED,1,-3.207,0.087226,0.35004,,,,,,,
wf-19288f01-p2,36949,2252394,825104,2026-04-04,04,N,1,home,647336,Michael Soroka,R,5.6165,4.5,replay_asof,0,0.66034,,OVER,3.0,linescore,3,3,647336,UNDER,GRADED,0,2.617,0.436049,1.07981,,,,,,,
wf-19288f01-p2,36968,2250117,824460,2026-04-05,04,Y,2,away,684007,Shota Imanaga,L,3.5735,,,0,,,,4.0,linescore,4,4,684007,,NO_LINE,,-0.426,,,,,,,,,
wf-19288f01-p2,36969,2250117,824460,2026-04-05,04,Y,2,home,800048,Parker Messick,L,7.566,,,0,,,,6.0,linescore,6,6,800048,,NO_LINE,,1.566,,,,,,,,,
wf-19288f01-p2,36988,2250121,822756,2026-04-05,04,N,1,away,808963,Roki Sasaki,R,2.2137,4.5,replay_asof,0,0.07399,,UNDER,5.0,linescore,5,5,808963,OVER,GRADED,0,-2.786,0.857495,2.603825,,,,,,,
wf-19288f01-p2,36989,2250121,822756,2026-04-05,04,N,1,home,656492,Foster Griffin,L,4.4767,,,0,,,,6.0,linescore,,6,656492,,NO_LINE,,-1.523,,,,,,,,,
wf-19288f01-p2,37008,2250122,823405,2026-04-05,04,N,1,away,605135,Chris Bassitt,R,4.5777,4.5,replay_asof,0,0.48258,,UNDER,0.0,linescore,0,0,605135,UNDER,GRADED,1,4.578,0.232883,0.6589,,,,,,,
wf-19288f01-p2,37009,2250122,823405,2026-04-05,04,N,1,home,677952,Braxton Ashcraft,R,8.7243,,,0,,,,8.0,linescore,,8,677952,,NO_LINE,,0.724,,,,,,,,,
wf-19288f01-p2,37028,2250123,824781,2026-04-05,04,N,1,away,621111,Walker Buehler,R,2.2683,3.5,replay_asof,0,0.19424,,UNDER,4.0,linescore,4,4,621111,OVER,GRADED,0,-1.732,0.649249,1.638661,,,,,,,
wf-19288f01-p2,37029,2250123,824781,2026-04-05,04,N,1,home,624133,Ranger Suarez,L,5.0298,4.5,replay_asof,0,0.56472,,OVER,2.0,linescore,2,2,624133,UNDER,GRADED,0,3.03,0.318909,0.831766,,,,,,,
wf-19288f01-p2,37048,2250124,823566,2026-04-05,04,N,1,away,664126,Pete Fairbanks,U,5.8703,,,0,,,,1.0,linescore,4,1,664126,,NO_LINE,,4.87,,,,,,,,,
wf-19288f01-p2,37049,2250124,823566,2026-04-05,04,N,1,home,608331,Max Fried,L,7.3714,5.5,replay_asof,0,0.7442,,OVER,4.0,linescore,4,4,608331,UNDER,GRADED,0,3.371,0.553834,1.363359,,,,,,,
wf-19288f01-p2,37068,2250125,824459,2026-04-05,04,Y,1,away,665795,Edward Cabrera,R,7.3501,,,0,,,,4.0,linescore,,4,665795,,NO_LINE,,3.35,,,,,,,,,
wf-19288f01-p2,37069,2250125,824459,2026-04-05,04,Y,1,home,677944,Slade Cecconi,R,3.2236,,,0,,,,6.0,linescore,,6,677944,,NO_LINE,,-2.776,,,,,,,,,
wf-19288f01-p2,37088,2250126,823729,2026-04-05,04,N,1,away,607259,Nick Martinez,R,4.0588,4.5,replay_asof,0,0.38265,,UNDER,4.0,linescore,4,4,607259,UNDER,GRADED,1,0.059,0.146421,0.482319,,,,,,,
wf-19288f01-p2,37089,2250126,823729,2026-04-05,04,N,1,home,680573,Simeon Woods Richardson,R,4.5137,3.5,replay_asof,0,0.66001,,OVER,4.0,linescore,4,4,680573,OVER,GRADED,1,0.514,0.115593,0.4155,,,,,,,
wf-19288f01-p2,37108,2250127,824620,2026-04-05,04,N,1,away,641778,Eric Lauer,L,5.8925,4.5,replay_asof,0,0.7003,,OVER,0.0,linescore,0,0,641778,UNDER,GRADED,0,5.893,0.49042,1.204973,,,,,,,
wf-19288f01-p2,37109,2250127,824620,2026-04-05,04,N,1,home,663436,Davis Martin,R,3.1587,3.5,replay_asof,0,0.38828,,UNDER,6.0,linescore,6,6,663436,OVER,GRADED,0,-2.841,0.374201,0.946029,,,,,,,
wf-19288f01-p2,37128,2250128,824131,2026-04-05,04,N,1,away,690986,Kyle Harrison,L,5.4088,4.5,replay_asof,0,0.6281,,OVER,6.0,linescore,6,6,690986,OVER,GRADED,1,-0.591,0.13831,0.465056,,,,,,,
wf-19288f01-p2,37129,2250128,824131,2026-04-05,04,N,1,home,663460,Kris Bubic,L,8.156,5.5,replay_asof,0,0.82264,,OVER,8.0,linescore,8,8,663460,OVER,GRADED,1,0.156,0.031457,0.195237,,,,,,,
wf-19288f01-p2,37148,2250129,822917,2026-04-05,04,N,1,away,695505,Chase Burns,R,10.655,6.5,replay_asof,0,0.90605,,OVER,9.0,linescore,9,9,695505,OVER,GRADED,1,1.655,0.008827,0.098661,,,,,,,
wf-19288f01-p2,37149,2250129,822917,2026-04-05,04,N,1,home,683004,Jack Leiter,R,6.0041,6.5,replay_asof,0,0.39436,,UNDER,9.0,linescore,9,9,683004,OVER,GRADED,0,-2.996,0.3668,0.930491,,,,,,,
wf-19288f01-p2,37168,2250130,824379,2026-04-05,04,N,1,away,592836,Taijuan Walker,R,2.6443,,,0,,,,4.0,linescore,,4,592836,,NO_LINE,,-1.356,,,,,,,,,
wf-19288f01-p2,37169,2250130,824379,2026-04-05,04,N,1,home,608372,Tomoyuki Sugano,R,2.4365,3.5,replay_asof,0,0.22894,,UNDER,5.0,linescore,5,5,608372,OVER,GRADED,0,-2.563,0.594534,1.474295,,,,,,,
wf-19288f01-p2,37188,2250131,825025,2026-04-05,04,N,1,away,621121,Lance McCullers Jr.,R,6.1553,5.5,replay_asof,0,0.57893,,OVER,4.0,linescore,4,4,621121,UNDER,GRADED,0,2.155,0.33516,0.864956,,,,,,,
wf-19288f01-p2,37189,2250131,825025,2026-04-05,04,N,1,home,682052,Jacob Lopez,L,4.6536,5.5,replay_asof,0,0.32351,,UNDER,6.0,linescore,6,6,682052,OVER,GRADED,0,-1.346,0.457639,1.128525,,,,,,,
wf-19288f01-p2,37208,2250132,823238,2026-04-05,04,N,1,away,673540,Kodai Senga,R,5.5943,5.5,replay_asof,0,0.48717,,UNDER,7.0,linescore,7,7,673540,OVER,GRADED,0,-1.406,0.262995,0.719142,,,,,,,
wf-19288f01-p2,37209,2250132,823238,2026-04-05,04,N,1,home,657277,Logan Webb,R,8.1594,5.5,replay_asof,0,0.82293,,OVER,3.0,linescore,3,3,657277,UNDER,GRADED,0,5.159,0.677214,1.73121,,,,,,,
wf-19288f01-p2,37228,2250133,824053,2026-04-05,04,N,1,away,622491,Luis Castillo,R,5.8124,6.5,replay_asof,0,0.36359,,UNDER,4.0,linescore,4,4,622491,UNDER,GRADED,1,1.812,0.132198,0.451912,,,,,,,
wf-19288f01-p2,37229,2250133,824053,2026-04-05,04,N,1,home,691946,George Klassen,U,4.9901,,,0,,,,4.0,linescore,4,4,691946,,NO_LINE,,0.99,,,,,,,,,
wf-19288f01-p2,37248,2250134,824296,2026-04-05,04,N,1,away,681517,Kyle Leahy,R,6.2076,,,0,,,,4.0,linescore,,4,681517,,NO_LINE,,2.208,,,,,,,,,
wf-19288f01-p2,37249,2250134,824296,2026-04-05,04,N,1,home,672456,Keider Montero,R,4.8711,3.5,replay_asof,0,0.71641,,OVER,3.0,linescore,3,3,672456,UNDER,GRADED,0,1.871,0.513243,1.260226,,,,,,,
wf-19288f01-p2,37268,2252411,825102,2026-04-05,04,N,1,away,527048,Martín Pérez,L,3.5814,,,0,,,,1.0,linescore,,1,527048,,NO_LINE,,2.581,,,,,,,,,
wf-19288f01-p2,37269,2252411,825102,2026-04-05,04,N,1,home,694297,Brandon Pfaadt,R,4.8741,4.5,replay_asof,0,0.53714,,OVER,2.0,linescore,2,2,694297,UNDER,GRADED,0,2.874,0.288519,0.770331,,,,,,,
wf-19288f01-p2,37288,2250135,823002,2026-04-06,04,N,1,away,592791,Jameson Taillon,R,3.1263,3.5,replay_asof,0,0.38104,,UNDER,4.0,linescore,4,4,592791,OVER,GRADED,0,-0.874,0.383111,0.964851,,,,,,,
wf-19288f01-p2,37289,2250135,823002,2026-04-06,04,N,1,home,663556,Shane McClanahan,L,4.2622,5.5,replay_asof,0,0.25707,,UNDER,5.0,linescore,5,5,663556,UNDER,GRADED,1,-0.738,0.066085,0.297153,,,,,,,
wf-19288f01-p2,37308,2250136,824456,2026-04-06,04,N,1,away,608379,Michael Wacha,R,4.8988,4.5,replay_asof,0,0.54157,,OVER,3.0,linescore,3,3,608379,UNDER,GRADED,0,1.899,0.293298,0.779948,,,,,,,
wf-19288f01-p2,37309,2250136,824456,2026-04-06,04,N,1,home,676440,Tanner Bibee,R,3.7842,4.5,replay_asof,0,0.32909,,UNDER,3.0,linescore,3,3,676440,UNDER,GRADED,1,0.784,0.1083,0.39912,,,,,,,
wf-19288f01-p2,37328,2250137,823401,2026-04-06,04,N,1,away,608566,Germán Márquez,R,1.5067,3.5,replay_asof,0,0.06649,,UNDER,4.0,linescore,4,4,608566,OVER,GRADED,0,-2.493,0.871441,2.710704,,,,,,,
wf-19288f01-p2,37329,2250137,823401,2026-04-06,04,N,1,home,696149,Bubba Chandler,R,5.8444,5.5,replay_asof,0,0.52901,,OVER,4.0,linescore,4,4,696149,UNDER,GRADED,0,1.844,0.279852,0.752918,,,,,,,
wf-19288f01-p2,37348,2250138,823886,2026-04-06,04,N,1,away,682227,Brandon Williamson,L,4.5869,,,0,,,,4.0,linescore,4,4,682227,,NO_LINE,,0.587,,,,,,,,,
wf-19288f01-p2,37349,2250138,823886,2026-04-06,04,N,1,home,676083,Janson Junk,R,4.2248,,,0,,,,3.0,linescore,3,3,676083,,NO_LINE,,1.225,,,,,,,,,
wf-19288f01-p2,37368,2250139,822755,2026-04-06,04,N,1,away,669467,Andre Pallante,R,2.9672,3.5,replay_asof,0,0.34542,,UNDER,2.0,linescore,2,2,669467,UNDER,GRADED,1,0.967,0.119315,0.423761,,,,,,,
wf-19288f01-p2,37369,2250139,822755,2026-04-06,04,N,1,home,641793,Zack Littell,R,3.6214,3.5,replay_asof,0,0.48932,,UNDER,6.0,linescore,6,6,641793,OVER,GRADED,0,-2.379,0.260794,0.714739,,,,,,,
wf-19288f01-p2,37388,2250140,824783,2026-04-06,04,N,1,away,605540,Brandon Woodruff,R,8.934,,,0,,,,4.0,linescore,4,4,605540,,NO_LINE,,4.934,,,,,,,,,
wf-19288f01-p2,37389,2250140,824783,2026-04-06,04,N,1,home,678394,Brayan Bello,R,3.7628,,,0,,,,5.0,linescore,5,5,678394,,NO_LINE,,-1.237,,,,,,,,,
wf-19288f01-p2,37408,2250141,822832,2026-04-06,04,N,1,away,680736,Justin Wrobleski,L,11.8244,,,0,,,,2.0,linescore,2,2,680736,,NO_LINE,,9.824,,,,,,,,,
wf-19288f01-p2,37409,2250141,822832,2026-04-06,04,N,1,home,453286,Max Scherzer,R,4.8951,,,0,,,,2.0,linescore,2,2,453286,,NO_LINE,,2.895,,,,,,,,,
wf-19288f01-p2,37428,2250142,823728,2026-04-06,04,N,1,away,663554,Casey Mize,R,5.9217,,,0,,,,4.0,linescore,4,4,663554,,NO_LINE,,1.922,,,,,,,,,
wf-19288f01-p2,37429,2250142,823728,2026-04-06,04,N,1,home,657746,Joe Ryan,R,6.156,,,0,,,,7.0,linescore,7,7,657746,,NO_LINE,,-0.844,,,,,,,,,
wf-19288f01-p2,37448,2250143,824619,2026-04-06,04,N,1,away,687064,Brandon Young,R,3.0305,3.5,replay_asof,0,0.3596,,UNDER,2.0,linescore,2,2,687064,UNDER,GRADED,1,1.03,0.129312,0.445662,,,,,,,
wf-19288f01-p2,37449,2250143,824619,2026-04-06,04,N,1,home,691799,Grant Taylor,R,6.3631,1.5,replay_asof,0,0.98731,,OVER,1.0,linescore,1,1,691799,UNDER,GRADED,0,5.363,0.974781,4.366941,,,,,,,
wf-19288f01-p2,37468,2250144,822918,2026-04-06,04,N,1,away,669302,Logan Gilbert,R,9.0851,6.5,replay_asof,0,0.80086,,OVER,5.0,linescore,5,5,669302,UNDER,GRADED,0,4.085,0.641377,1.613747,,,,,,,
wf-19288f01-p2,37469,2250144,822918,2026-04-06,04,N,1,home,594798,Jacob deGrom,R,5.8228,6.5,replay_asof,0,0.36526,,UNDER,6.0,linescore,6,6,594798,UNDER,GRADED,1,-0.177,0.133415,0.45454,,,,,,,
wf-19288f01-p2,37488,2250145,824376,2026-04-06,04,N,1,away,675989,Cody Bolton,R,3.5956,3.5,replay_asof,0,0.48385,,UNDER,5.0,linescore,5,5,675989,OVER,GRADED,0,-1.404,0.266411,0.72598,,,,,,,
wf-19288f01-p2,37489,2250145,824376,2026-04-06,04,N,1,home,663372,Ryan Feltner,R,2.3585,3.5,replay_asof,0,0.21265,,UNDER,1.0,linescore,1,1,663372,UNDER,GRADED,1,1.358,0.04522,0.239082,,,,,,,
wf-19288f01-p2,37508,2250146,824052,2026-04-06,04,N,1,away,519242,Chris Sale,L,5.4778,7.5,replay_asof,0,0.18778,,UNDER,7.0,linescore,7,7,519242,UNDER,GRADED,1,-1.522,0.035261,0.207984,,,,,,,
wf-19288f01-p2,37509,2250146,824052,2026-04-06,04,N,1,home,667755,José Soriano,R,7.3115,4.5,replay_asof,0,0.85358,,OVER,10.0,linescore,10,10,667755,OVER,GRADED,1,-2.689,0.021439,0.158316,,,,,,,
wf-19288f01-p2,37528,2250147,823237,2026-04-06,04,N,1,away,691725,Andrew Painter,R,4.8662,,,0,,,,1.0,linescore,1,1,691725,,NO_LINE,,3.866,,,,,,,,,
wf-19288f01-p2,37529,2250147,823237,2026-04-06,04,N,1,home,605288,Adrian Houser,R,4.3503,,,0,,,,3.0,linescore,3,3,605288,,NO_LINE,,1.35,,,,,,,,,
wf-19288f01-p2,37548,2250148,824457,2026-04-07,04,N,1,away,702070,Noah Cameron,L,4.1878,,,0,,,,5.0,linescore,5,5,702070,,NO_LINE,,-0.812,,,,,,,,,
wf-19288f01-p2,37549,2250148,824457,2026-04-07,04,N,1,home,668909,Gavin Williams,R,9.1932,5.5,replay_asof,0,0.89555,,OVER,8.0,linescore,8,8,668909,OVER,GRADED,1,1.193,0.01091,0.110317,,,,,,,
wf-19288f01-p2,37568,2250149,823402,2026-04-07,04,N,1,away,601713,Nick Pivetta,R,4.936,,,0,,,,8.0,linescore,8,8,601713,,NO_LINE,,-3.064,,,,,,,,,
wf-19288f01-p2,37569,2250149,823402,2026-04-07,04,N,1,home,694973,Paul Skenes,R,4.7191,,,0,,,,6.0,linescore,6,6,694973,,NO_LINE,,-1.281,,,,,,,,,
wf-19288f01-p2,37588,2250150,822999,2026-04-07,04,N,1,away,665871,Javier Assad,R,3.4401,,,0,,,,3.0,linescore,3,3,665871,,NO_LINE,,0.44,,,,,,,,,
