id,gameId,gameDate,side,pitcherName,mlbamId,kProj,bookLine,pOver,pUnder,anNoVigOverPct,edgeOver,edgeUnder,verdict,modelRunAt,actualKs,backtestResult,modelError,kLine
1200013,2250819,2026-05-30,home,Peter Lambert,663567,3.25,5.5,0.1415,0.8500,0.4994,-0.3579,0.3494,UNDER,1780220774940,3,UNDER,0.25,
1200059,2250820,2026-05-30,away,Jordan Wicks,696136,2.79,3.5,0.3524,0.6938,0.0409,0.3115,-0.2653,OVER,1780220775011,6,OVER,-3.21,
1200020,2250820,2026-05-30,home,Matthew Liberatore,681517,2.86,4.5,0.1962,0.8389,0.5043,-0.3081,0.3432,UNDER,1780220775021,4,UNDER,-1.14,
1200018,2250821,2026-05-30,away,Spencer Strider,527048,4.98,6.5,0.2909,0.7647,0.5015,-0.2106,0.2662,UNDER,1780220775000,2,UNDER,2.98,
1200019,2250821,2026-05-30,home,Nick Lodolo,663903,2.15,5.5,0.0302,0.8500,0.4670,-0.4368,0.3170,UNDER,1780220774990,2,UNDER,0.15,
1200022,2250822,2026-05-30,away,Robbie Ray,605288,3.65,5.5,0.2029,0.8368,0.5315,-0.3286,0.3683,UNDER,1780220775033,4,UNDER,-0.35,
1200021,2250822,2026-05-30,home,Tanner Gordon,663372,2.97,3.5,0.3953,0.6540,0.3905,0.0048,0.0445,UNDER,1780220775043,2,UNDER,0.97,
1200024,2250823,2026-05-30,away,Will Warren,677960,4.71,5.5,0.3938,0.6672,0.4287,-0.0349,0.0959,UNDER,1780220775052,10,OVER,-5.29,
1200023,2250823,2026-05-30,home,Jacob Lopez,669372,1.64,3.5,0.1029,0.8500,0.4715,-0.3686,0.3215,UNDER,1780220775062,4,OVER,-2.36,
1200027,2250824,2026-05-30,away,Andrew Painter,666200,2.54,3.5,0.2927,0.7485,0.5460,-0.2533,0.2945,UNDER,1780220775093,6,OVER,-3.46,
1200026,2250824,2026-05-30,home,Yoshinobu Yamamoto,808963,3.91,6.5,0.1326,0.8500,0.4401,-0.3075,0.2901,UNDER,1780220775104,7,OVER,-3.09,
1200025,2253148,2026-05-30,away,Merrill Kelly,669194,2,4.5,0.0666,0.8500,0.5692,-0.5026,0.4192,UNDER,1780220775083,3,UNDER,-1,
1200028,2253148,2026-05-30,home,Bryce Miller,693433,2.6,4.5,0.1511,0.8500,0.5905,-0.4394,0.4405,UNDER,1780220775073,9,OVER,-6.4,
1200061,2250825,2026-05-31,away,Spencer Miles,693686,5,3.5,0.7835,0.2647,0.5611,0.2224,-0.1742,OVER,1780347606983,2,UNDER,3,
1200029,2250825,2026-05-31,home,Kyle Bradish,680694,2.88,5.5,0.0937,0.8500,0.4564,-0.3627,0.3064,UNDER,1780347606998,4,UNDER,-1.12,
1200032,2250826,2026-05-31,away,Griffin Canning,656288,2.84,4.5,0.1940,0.8408,0.4321,-0.2381,0.2729,UNDER,1780347607034,3,UNDER,-0.16,
1200033,2250826,2026-05-31,home,Cade Cavalli,641793,3.32,5.5,0.1509,0.8500,0.5659,-0.4150,0.4159,UNDER,1780347607018,5,UNDER,-1.68,
1200030,2250827,2026-05-31,away,Joe Ryan,805673,4.48,5.5,0.3516,0.7058,0.5751,-0.2235,0.2809,UNDER,1780347607062,7,OVER,-2.52,
1200031,2250827,2026-05-31,home,Braxton Ashcraft,677952,4.38,5.5,0.3328,0.7229,0.4576,-0.1248,0.1805,UNDER,1780347607050,11,OVER,-6.62,
1200035,2250828,2026-05-31,away,Ranger Suarez,624133,3.82,4.5,0.3913,0.6639,0.5533,-0.1620,0.2172,UNDER,1780347607090,10,OVER,-6.18,
1200037,2250828,2026-05-31,home,Tanner Bibee,676440,3.36,4.5,0.2947,0.7521,0.4194,-0.1247,0.1715,UNDER,1780347607074,5,OVER,-1.64,
1200038,2250829,2026-05-31,away,Jose Soriano,686799,4.73,6.5,0.2499,0.8003,0.8690,-0.6191,0.6693,UNDER,1780347607185,1,UNDER,3.73,
1200041,2250829,2026-05-31,home,Griffin Jax,663556,3.05,4.5,0.2335,0.8064,0.3790,-0.1455,0.1854,UNDER,1780347607171,3,UNDER,0.05,
1200034,2250830,2026-05-31,away,Spencer Strider,675911,5.05,6.5,0.3013,0.7555,0.4567,-0.1554,0.2122,UNDER,1780347607125,8,OVER,-2.95,
1200036,2250830,2026-05-31,home,Chase Burns,666157,3.58,6.5,0.0950,0.8500,0.4374,-0.3424,0.2874,UNDER,1780347607106,4,UNDER,-0.42,
1200039,2250831,2026-05-31,away,Sandy Alcantara,676083,2.42,3.5,0.2630,0.7753,0.3363,-0.0733,0.1116,UNDER,1780347607158,2,UNDER,0.42,
1200040,2250831,2026-05-31,home,Austin Warren,690997,3.64,1.5,0.8500,0.1220,0.3722,0.4778,-0.5058,OVER,1780347607141,2,OVER,1.64,
1200043,2250832,2026-05-31,away,Ty Madden,672456,4.13,3.5,0.6465,0.4088,0.6061,0.0404,0.0149,PASS,1780347607199,4,OVER,0.13,
1200042,2250832,2026-05-31,home,David Sandlin,680732,3.46,3.5,0.5093,0.5452,0.7858,-0.2765,0.3310,UNDER,1780347607218,6,OVER,-2.54,
1200044,2250833,2026-05-31,away,Shane Drohan,694819,4.31,3.5,0.6786,0.3758,0.5753,0.1033,-0.0489,PASS,1780347607250,8,OVER,-3.69,
1200060,2250833,2026-05-31,home,Tatsuya Imai,837227,2.46,4.5,0.1283,0.8500,0.3659,-0.2376,0.2159,UNDER,1780347607234,5,OVER,-2.54,
1200045,2250834,2026-05-31,away,Luinder Avila,608379,4.66,3.5,0.7353,0.3164,0.5475,0.1878,-0.1361,OVER,1780347607287,5,OVER,-0.34,
1200046,2250834,2026-05-31,home,Jacob deGrom,683004,5.83,6.5,0.4348,0.6344,0.6127,-0.1779,0.2471,UNDER,1780347607266,10,OVER,-4.17,
1200048,2250835,2026-05-31,away,Landen Roupp,592662,4.92,5.5,0.4341,0.6297,0.5831,-0.1490,0.2128,UNDER,1780347607304,6,OVER,-1.08,
1200047,2250835,2026-05-31,home,Kyle Freeland,685299,3.03,4.5,0.2295,0.8099,0.4688,-0.2393,0.2787,UNDER,1780347607323,2,UNDER,1.03,
1200050,2250836,2026-05-31,away,Will Warren,701542,4.65,5.5,0.3822,0.6779,0.5906,-0.2084,0.2685,UNDER,1780347607337,5,UNDER,-0.35,
1200049,2250836,2026-05-31,home,Jacob Lopez,682052,1.83,3.5,0.1372,0.8500,0.4582,-0.3210,0.3082,UNDER,1780347607349,3,UNDER,-1.17,
1200053,2250837,2026-05-31,away,Andrew Painter,691725,2.46,3.5,0.2726,0.7666,0.3884,-0.1158,0.1550,UNDER,1780347607399,3,UNDER,-0.54,
1200052,2250837,2026-05-31,home,Emmet Sheehan,808967,5.3,5.5,0.5042,0.5630,0.2866,0.2176,-0.1504,OVER,1780347607424,10,OVER,-4.7,
1200055,2250838,2026-05-31,away,Jordan Wicks,696136,2.48,3.5,0.2768,0.7628,0.5387,-0.2619,0.3015,UNDER,1780347607458,1,UNDER,1.48,
1200056,2250838,2026-05-31,home,Michael McGreevy,669461,2.93,3.5,0.3845,0.6640,0.5000,-0.1155,0.1640,UNDER,1780347607442,4,OVER,-1.07,
1200051,2253162,2026-05-31,away,Eduardo Rodriguez,518876,2.43,3.5,0.2662,0.7724,0.5713,-0.3051,0.3437,UNDER,1780347607384,2,UNDER,0.43,
1200054,2253162,2026-05-31,home,Emerson Hancock,682243,4.04,4.5,0.4367,0.6214,0.4076,0.0291,0.0290,PASS,1780347607368,6,OVER,-1.96,
1200062,2250839,2026-06-01,away,Jack Flaherty,680744,3.14,5.5,0.1255,0.8500,0.8884,-0.7629,0.7384,UNDER,1780422636697,4,UNDER,-0.86,
1200063,2250839,2026-06-01,home,Steven Matz,643377,2.44,4.5,0.1248,0.8500,0.0295,0.0953,-0.1205,PASS,1780422636683,5,OVER,-2.56,
1200064,2250840,2026-06-01,away,Sandy Alcantara,645261,2.32,3.5,0.2415,0.7946,0.3464,-0.1049,0.1410,UNDER,1780422636722,5,OVER,-2.68,
1200065,2250840,2026-06-01,home,Miles Mikolas,676917,2.79,3.5,0.3509,0.6952,0.4105,-0.0596,0.1057,UNDER,1780422636711,6,OVER,-3.21,
1200067,2250841,2026-06-01,away,Noah Cameron,679883,3.89,5.5,0.2440,0.8015,0.5141,-0.2701,0.3156,UNDER,1780422636735,5,UNDER,-1.11,
1200066,2250841,2026-06-01,home,Andrew Abbott,695505,1.92,4.5,0.0584,0.8500,0.4383,-0.3799,0.2883,UNDER,1780422636752,2,UNDER,-0.08,
1200079,2250842,2026-06-01,away,Davis Martin,689818,5.39,4.5,0.6859,0.3747,0.6658,0.0201,0.0405,UNDER,1780422636793,4,UNDER,1.39,
1200069,2250842,2026-06-01,home,Connor Prielipp,657746,3.53,4.5,0.3304,0.7199,0.5501,-0.2197,0.2700,UNDER,1780422636805,9,OVER,-5.47,
1200070,2250843,2026-06-01,away,Trevor McDonald,694738,4.75,4.5,0.5767,0.4859,0.6081,-0.0314,0.0940,UNDER,1780422636766,4,UNDER,0.75,
1200068,2250843,2026-06-01,home,Kyle Harrison,675660,4.69,6.5,0.2437,0.8056,0.6114,-0.3677,0.4170,UNDER,1780422636780,5,UNDER,-0.31,
1200072,2250844,2026-06-01,away,Nathan Eovaldi,594798,4.89,5.5,0.4288,0.6347,0.9470,-0.5182,0.5817,UNDER,1780422636817,8,OVER,-3.11,
1200071,2250844,2026-06-01,home,Dustin May,700241,3.1,4.5,0.2427,0.7983,0.5213,-0.2786,0.3196,UNDER,1780422636832,1,UNDER,2.1,
1200073,2250845,2026-06-01,away,Tomoyuki Sugano,607536,1.69,3.5,0.1120,0.8500,0.6100,-0.4980,0.4600,UNDER,1780422636859,4,OVER,-2.31,
1200074,2250845,2026-06-01,home,Grayson Rodriguez,667755,3.19,5.5,0.1328,0.8500,0.5820,-0.4492,0.4320,UNDER,1780422636845,7,OVER,-3.81,
1200077,2250846,2026-06-01,away,Austin Warren,681810,5.24,1.5,0.8500,0.0331,0.3613,0.4887,-0.6056,OVER,1780422636883,0,UNDER,5.24,
1200078,2250846,2026-06-01,home,Logan Gilbert,676106,4.1,6.5,0.1569,0.8500,0.6165,-0.4596,0.4665,UNDER,1780422636871,7,OVER,-2.9,
1200076,2253172,2026-06-01,away,Eric Lauer,686218,2.52,3.5,0.2885,0.7523,0.4284,-0.1399,0.1807,UNDER,1780422636897,3,UNDER,-0.48,
1200075,2253172,2026-06-01,home,Michael Soroka,593958,3.8,4.5,0.3867,0.6682,0.4967,-0.1100,0.1649,UNDER,1780422636911,3,UNDER,0.8,
1230001,2250847,2026-06-02,away,Troy Melton,656427,0.95,3.5,0.0300,0.8500,0.5730,-0.5430,0.4230,UNDER,1780469999639,6,OVER,-5.05,
1230004,2250847,2026-06-02,home,Nick Martinez,571927,2.27,4.5,0.1013,0.8500,0.5637,-0.4624,0.4137,UNDER,1780469999629,2,UNDER,0.27,
1230003,2250848,2026-06-02,away,Walker Buehler,681190,2.76,3.5,0.3437,0.7019,0.4866,-0.1429,0.1885,UNDER,1780469999606,3,UNDER,-0.24,
1230002,2250848,2026-06-02,home,Cristopher Sanchez,605400,7.46,6.5,0.6882,0.3837,0.4251,0.2631,-0.1912,PASS,1780469999618,8,OVER,-0.54,
1230005,2250849,2026-06-02,away,Chris Bassitt,669358,2.03,3.5,0.1762,0.8500,0.5947,-0.4185,0.4447,UNDER,1780469999663,6,OVER,-3.97,
1230006,2250849,2026-06-02,home,Payton Tolle,813349,3.9,6.5,0.1317,0.8500,0.5384,-0.4067,0.3884,UNDER,1780469999651,6,UNDER,-2.1,
1290001,2250850,2026-06-02,away,Max Meyer,676974,4.37,5.5,0.3311,0.7244,0.3246,0.0065,0.0490,UNDER,1780469999676,3,UNDER,1.37,
1230007,2250850,2026-06-02,home,Andrew Alvarez,571945,3.85,4.5,0.3976,0.6581,0.7118,-0.3142,0.3699,UNDER,1780469999688,2,UNDER,1.85,
1230008,2250851,2026-06-02,away,Gavin Williams,676282,5.23,6.5,0.3331,0.7273,0.4079,-0.0748,0.1352,UNDER,1780469999711,4,UNDER,1.23,
1230009,2250851,2026-06-02,home,Gerrit Cole,693645,3.93,5.5,0.2505,0.7958,0.6000,-0.3495,0.3958,UNDER,1780469999700,3,UNDER,0.93,
1230027,2250852,2026-06-02,away,Stephen Kolek,702070,2.98,4.5,0.2203,0.8179,0.0494,0.1709,-0.1327,OVER,1780469999723,8,OVER,-5.02,
1230010,2250852,2026-06-02,home,Chase Burns,671096,3.91,6.5,0.1323,0.8500,0.3838,-0.2515,0.2338,UNDER,1780469999734,5,UNDER,-1.09,
1230012,2250853,2026-06-02,away,Patrick Corbin,592332,1.99,3.5,0.1691,0.8500,0.5796,-0.4105,0.4296,UNDER,1780469999745,8,OVER,-6.01,
1230011,2250853,2026-06-02,home,Grant Holmes,693821,2.64,4.5,0.1584,0.8500,0.9506,-0.7922,0.8006,UNDER,1780469999763,6,OVER,-3.36,
1230013,2250854,2026-06-02,away,Erick Fedde,663436,2.57,3.5,0.3002,0.7417,0.4552,-0.1550,0.1969,UNDER,1780469999811,2,UNDER,0.57,
1230015,2250854,2026-06-02,home,Taj Bradley,687570,4.56,5.5,0.3664,0.6924,0.5611,-0.1947,0.2535,UNDER,1780469999799,7,OVER,-2.44,
1230016,2250855,2026-06-02,away,Logan Webb,686790,4.36,5.5,0.3278,0.7273,0.4335,-0.1057,0.1608,UNDER,1780469999775,4,UNDER,0.36,
1230014,2250855,2026-06-02,home,Kyle Harrison,690986,6.01,6.5,0.4665,0.6046,0.6114,-0.1449,0.2160,UNDER,1780469999787,12,OVER,-5.99,
1230018,2250856,2026-06-02,away,MacKenzie Gore,543135,2.69,5.5,0.0733,0.8500,0.4316,-0.3583,0.2816,UNDER,1780469999822,7,OVER,-4.31,
1230017,2250856,2026-06-02,home,Andre Pallante,669160,2.5,3.5,0.2828,0.7574,0.5519,-0.2691,0.3093,UNDER,1780469999837,9,OVER,-6.5,
1230019,2250857,2026-06-02,away,Jeffrey Springs,695611,3.19,4.5,0.2599,0.7831,0.4322,-0.1723,0.2153,UNDER,1780469999861,5,OVER,-1.81,
1230020,2250857,2026-06-02,home,Colin Rea,592791,3.08,4.5,0.2384,0.8021,0.4983,-0.2599,0.3004,UNDER,1780469999850,6,OVER,-2.92,
1230022,2250858,2026-06-02,away,Paul Skenes,696149,5.63,7.5,0.2618,0.7938,0.4258,-0.1640,0.2196,UNDER,1780469999872,3,UNDER,2.63,
1230021,2250858,2026-06-02,home,Spencer Arrighetti,681347,2.78,5.5,0.0823,0.8500,0.5139,-0.4316,0.3639,UNDER,1780469999884,3,UNDER,-0.22,
1230023,2250859,2026-06-02,away,Michael Lorenzen,608372,2.45,4.5,0.1267,0.8500,0.6657,-0.5390,0.5157,UNDER,1780469999912,5,OVER,-2.55,
1260001,2250859,2026-06-02,home,Walbert Urena,680570,3.04,4.5,0.2311,0.8085,0.4427,-0.2116,0.2512,UNDER,1780469999901,3,UNDER,0.04,
1290002,2250860,2026-06-02,away,Freddy Peralta,642547,4.08,5.5,0.2778,0.7719,0.3560,-0.0782,0.1279,UNDER,1780469999923,0,UNDER,4.08,
1230026,2250860,2026-06-02,home,George Kirby,669302,3.87,5.5,0.2390,0.8058,0.4921,-0.2531,0.2979,UNDER,1780469999936,8,OVER,-4.13,
1230025,2253187,2026-06-02,away,Eric Lauer,641778,2.17,3.5,0.2069,0.8252,0.4284,-0.2215,0.2536,UNDER,1780469999947,1,UNDER,1.17,
1230024,2253187,2026-06-02,home,Zac Gallen,647336,2.49,4.5,0.1335,0.8500,0.4101,-0.2766,0.2601,UNDER,1780469999958,6,OVER,-3.51,
1290003,2250861,2026-06-03,away,Max Meyer,676974,4.15,5.5,0.2904,0.7607,0.4934,-0.2030,0.2541,UNDER,1780556884406,7,OVER,-2.85,
1290004,2250861,2026-06-03,home,Andrew Alvarez,674841,5.58,4.5,0.7146,0.3446,0.4476,0.2670,-0.2078,OVER,1780556884393,5,OVER,0.58,
1290005,2250862,2026-06-03,away,Troy Melton,675512,1.31,3.5,0.0549,0.8500,0.5369,-0.4820,0.3869,UNDER,1780556884435,5,OVER,-3.69,
1290006,2250862,2026-06-03,home,Nick Martinez,607259,2.1,4.5,0.0784,0.8500,0.4430,-0.3646,0.2930,UNDER,1780556884421,1,UNDER,1.1,
1290007,2250863,2026-06-03,away,Erick Fedde,607200,2.37,3.5,0.2527,0.7845,0.5980,-0.3453,0.3825,UNDER,1780556884464,2,UNDER,0.37,
1290008,2250863,2026-06-03,home,Taj Bradley,671737,5.1,5.5,0.4681,0.5976,0.4119,0.0562,0.0095,PASS,1780556884451,5,UNDER,0.1,
1290009,2250864,2026-06-03,away,Freddy Peralta,642547,4.5,5.5,0.3554,0.7024,0.4834,-0.1280,0.1858,UNDER,1780556884492,6,OVER,-1.5,
1290010,2250864,2026-06-03,home,George Kirby,669923,4.28,5.5,0.3142,0.7396,0.4972,-0.1830,0.2368,UNDER,1780556884481,5,UNDER,-0.72,
1290012,2250865,2026-06-03,away,Lucas Giolito,621111,1.31,3.5,0.0547,0.8500,0.4813,-0.4266,0.3313,UNDER,1780556884506,6,OVER,-4.69,
1290011,2250865,2026-06-03,home,Zack Wheeler,650911,4.75,6.5,0.2527,0.7979,0.0044,0.2483,-0.1977,PASS,1780556884521,8,OVER,-3.25,
1290013,2250866,2026-06-03,away,Trevor Rogers,605135,2.51,4.5,0.1363,0.8500,0.4763,-0.3400,0.3263,UNDER,1780556884551,1,UNDER,1.51,
1290014,2250866,2026-06-03,home,Brayan Bello,801139,2.14,3.5,0.2002,0.8312,0.3174,-0.1172,0.1486,UNDER,1780556884538,5,OVER,-2.86,
1290015,2250867,2026-06-03,away,Slade Cecconi,668909,2.8,4.5,0.1865,0.8472,0.4384,-0.2519,0.2856,UNDER,1780556884577,6,OVER,-3.2,
1290016,2250867,2026-06-03,home,Carlos Rodon,543037,3.56,5.5,0.1886,0.8491,0.5270,-0.3384,0.3761,UNDER,1780556884565,2,UNDER,1.56,
1290018,2250868,2026-06-03,away,Seth Lugo,663568,3.75,4.5,0.3766,0.6775,0.5429,-0.1663,0.2204,UNDER,1780556884601,8,OVER,-4.25,
1290017,2250868,2026-06-03,home,Chase Burns,695505,4.49,6.5,0.2117,0.8329,0.8646,-0.6529,0.6975,UNDER,1780556884616,9,OVER,-4.51,
1290020,2250869,2026-06-03,away,Patrick Corbin,571578,2.01,3.5,0.1717,0.8500,0.5694,-0.3977,0.4194,UNDER,1780556884629,1,UNDER,1.01,
1290019,2250869,2026-06-03,home,Chris Sale,656550,5.27,7.5,0.2112,0.8366,0.5996,-0.3884,0.4362,UNDER,1780556884642,4,UNDER,1.27,
1290021,2250870,2026-06-03,away,Adrian Houser,657277,1.95,3.5,0.1602,0.8500,0.4621,-0.3019,0.3121,UNDER,1780556884676,4,OVER,-2.05,
1290032,2250870,2026-06-03,home,Coleman Crow,689441,1.57,3.5,0.0913,0.8500,0.5147,-0.4234,0.3647,UNDER,1780556884666,5,OVER,-3.43,
1290023,2250871,2026-06-03,away,MacKenzie Gore,669022,3.17,5.5,0.1295,0.8500,0.4290,-0.2995,0.2790,UNDER,1780556884688,5,UNDER,-1.83,
1290022,2250871,2026-06-03,home,Andre Pallante,669467,2.59,3.5,0.3046,0.7377,0.5609,-0.2563,0.2986,UNDER,1780556884699,5,OVER,-2.41,
1290024,2250872,2026-06-03,away,J.T. Ginn,605488,2.67,3.5,0.3235,0.7204,0.5764,-0.2529,0.2968,UNDER,1780556884742,3,UNDER,-0.33,
1290025,2250872,2026-06-03,home,Shota Imanaga,607067,5,6.5,0.2941,0.7618,0.4310,-0.1369,0.1928,UNDER,1780556884718,3,UNDER,2,
1290027,2250873,2026-06-03,away,Jared Jones,694973,4.87,5.5,0.4237,0.6394,0.3257,0.0980,-0.0349,PASS,1780556884757,7,OVER,-2.13,
1290026,2250873,2026-06-03,home,Spencer Arrighetti,681293,2.54,5.5,0.0592,0.8500,0.5050,-0.4458,0.3550,UNDER,1780556884769,3,UNDER,-0.46,
1290028,2250874,2026-06-03,away,Michael Lorenzen,547179,2.65,4.5,0.1591,0.8500,0.6059,-0.4468,0.4559,UNDER,1780556884795,5,OVER,-2.35,
1290029,2250874,2026-06-03,home,Walbert Urena,700712,3.22,4.5,0.2667,0.7771,0.5491,-0.2824,0.3262,UNDER,1780556884781,7,OVER,-3.78,
1290031,2253203,2026-06-03,away,Justin Wrobleski,660271,1.79,3.5,0.1296,0.8500,0.6823,-0.5527,0.5323,UNDER,1780556884812,6,OVER,-4.21,
1290030,2253203,2026-06-03,home,Ryne Nelson,668678,2.24,4.5,0.0973,0.8500,0.4248,-0.3275,0.2748,UNDER,1780556884826,1,UNDER,1.24,
1320002,2250875,2026-06-04,away,Michael King,608337,3.33,5.5,0.1524,0.8500,0.4902,-0.3378,0.3402,UNDER,1780640622993,5,UNDER,-1.67,
1320001,2250875,2026-06-04,home,Jesus Luzardo,554430,6.73,6.5,0.5832,0.4912,0.3874,0.1958,-0.1214,PASS,1780640709394,8,OVER,-1.27,
1320003,2250876,2026-06-04,away,Brandon Young,669432,1.94,3.5,0.1574,0.8500,0.4865,-0.3291,0.3365,UNDER,1780640711523,3,UNDER,-1.06,
1320004,2250876,2026-06-04,home,Sonny Gray,678394,2.77,5.5,0.0812,0.8500,0.0674,0.0138,-0.0826,PASS,1780640711418,4,UNDER,-1.23,
1320005,2250877,2026-06-04,away,Parker Messick,677944,5.55,6.5,0.3880,0.6776,0.4345,-0.0465,0.1121,UNDER,1780640744693,4,UNDER,1.55,
1320006,2250877,2026-06-04,home,Ryan Weathers,607074,6.5,6.5,0.5475,0.5266,0.5985,-0.0510,0.1251,UNDER,1780640711906,7,OVER,-0.5,
1320008,2250878,2026-06-04,away,Robbie Ray,605288,3.08,5.5,0.1176,0.8500,0.3971,-0.2795,0.2471,UNDER,1780640781495,5,UNDER,-1.92,
1320007,2250878,2026-06-04,home,Brandon Sproat,689441,3.03,4.5,0.2285,0.8108,0.6213,-0.3928,0.4321,UNDER,1780640815496,2,UNDER,1.03,
1320018,2250879,2026-06-04,away,Trey Yesavage,702056,2.93,5.5,0.0992,0.8500,0.6781,-0.5789,0.5281,UNDER,1780640842294,1,UNDER,1.93,
1320009,2250879,2026-06-04,home,Martin Perez,519242,3.42,4.5,0.3086,0.7396,0.2202,0.0884,-0.0402,PASS,1780640891994,6,OVER,-2.58,
1320010,2250880,2026-06-04,away,Michael Wacha,607625,3.27,4.5,0.2776,0.7674,0.5537,-0.2761,0.3211,UNDER,1780641106472,4,UNDER,-0.73,
1320016,2250880,2026-06-04,home,Zebby Matthews,702193,3.4,5.5,0.1625,0.8500,0.6330,-0.4705,0.4830,UNDER,1780641029034,2,UNDER,1.4,
1320011,2250881,2026-06-04,away,J.T. Ginn,669372,2.88,3.5,0.3725,0.6752,0.4837,-0.1112,0.1589,UNDER,1780641107163,8,OVER,-5.12,
1320012,2250881,2026-06-04,home,Edward Cabrera,684007,3.42,4.5,0.3081,0.7400,0.3829,-0.0748,0.1229,UNDER,1780641106631,5,OVER,-1.58,
1320013,2250882,2026-06-04,away,Mitch Keller,683003,2.75,4.5,0.1766,0.8500,0.4143,-0.2377,0.2643,UNDER,1780641107440,4,UNDER,-1.25,
1320017,2250882,2026-06-04,home,Peter Lambert,678906,3.68,4.5,0.3616,0.6914,0.4335,-0.0719,0.1249,UNDER,1780641107259,1,UNDER,2.68,
1320015,2253212,2026-06-04,away,Roki Sasaki,680736,2.09,5.5,0.0300,0.8500,0.5636,-0.5336,0.4136,UNDER,1780641143233,4,UNDER,-1.91,
1320014,2253212,2026-06-04,home,Merrill Kelly,669194,1.71,3.5,0.1142,0.8500,0.6049,-0.4907,0.4549,UNDER,1780641144800,3,UNDER,-1.29,
1320020,2250883,2026-06-05,away,Landen Roupp,592662,4.53,4.5,0.5354,0.5267,0.5472,-0.0118,0.0739,UNDER,1780729942173,4,UNDER,0.53,
1320019,2250883,2026-06-05,home,Edward Cabrera,665795,3.34,4.5,0.2913,0.7551,0.4613,-0.1700,0.2164,UNDER,1780729942185,6,OVER,-2.66,
1320023,2250884,2026-06-05,away,Bryce Miller,693433,2.97,4.5,0.2178,0.8201,0.2982,-0.0804,0.1183,UNDER,1780729942197,7,OVER,-4.03,
1320021,2250884,2026-06-05,home,Keider Montero,664285,2.19,3.5,0.2111,0.8215,0.3308,-0.1197,0.1523,UNDER,1780729942215,5,OVER,-2.81,
1350001,2250885,2026-06-05,away,Anthony Kay,641743,2.42,4.5,0.1217,0.8500,0.5933,-0.4716,0.4433,UNDER,1780729942230,4,UNDER,-1.58,
1320022,2250885,2026-06-05,home,Andrew Painter,666200,2.69,4.5,0.1658,0.8500,0.4115,-0.2457,0.2615,UNDER,1780729942242,2,UNDER,0.69,
1320024,2250886,2026-06-05,away,Ranger Suarez,543243,4.13,4.5,0.4554,0.6037,0.5766,-0.1212,0.1803,UNDER,1780729942266,3,UNDER,1.13,
1320025,2250886,2026-06-05,home,Will Warren,677960,4.5,5.5,0.3547,0.7031,0.6454,-0.2907,0.3485,UNDER,1780729942253,4,UNDER,0.5,
1320026,2250887,2026-06-05,away,Kyle Bradish,687064,2.88,5.5,0.0937,0.8500,0.6932,-0.5995,0.5432,UNDER,1780729942292,4,UNDER,-1.12,
1320027,2250887,2026-06-05,home,Trey Yesavage,702056,3.18,6.5,0.0587,0.8500,0.5872,-0.5285,0.4372,UNDER,1780729942277,5,UNDER,-1.82,
1320029,2250888,2026-06-05,away,Shane McClanahan,656876,3.53,5.5,0.1835,0.8500,0.4436,-0.2601,0.2936,UNDER,1780729942305,9,OVER,-5.47,
1320028,2250888,2026-06-05,home,Ryan Gusto,687473,3.19,1.5,0.8500,0.1731,0.5984,0.2516,-0.2285,OVER,1780729942319,1,UNDER,2.19,
1320031,2250889,2026-06-05,away,Braxton Ashcraft,656605,3.76,5.5,0.2202,0.8221,0.5692,-0.3490,0.3913,UNDER,1780729942330,4,UNDER,-0.24,
1320030,2250889,2026-06-05,home,Spencer Strider,527048,4.74,6.5,0.2507,0.7996,0.4306,-0.1799,0.2302,UNDER,1780729942341,5,UNDER,-0.26,
1320032,2250890,2026-06-05,home,Peter Lambert,663567,3.22,4.5,0.2659,0.7778,0.3751,-0.1092,0.1529,UNDER,1780729942353,4,UNDER,-0.78,
1320033,2250891,2026-06-05,away,Nick Lodolo,663903,1.71,4.5,0.0388,0.8500,0.5611,-0.5223,0.4111,UNDER,1780729942435,6,OVER,-4.29,
1320037,2250891,2026-06-05,home,Matthew Liberatore,681517,3.43,4.5,0.3098,0.7385,0.5586,-0.2488,0.2971,UNDER,1780729942419,1,UNDER,2.43,
1320034,2250892,2026-06-05,away,Tanner Bibee,800048,3.23,4.5,0.2696,0.7745,0.5852,-0.3156,0.3597,UNDER,1780729942405,4,UNDER,-0.77,
1320038,2250892,2026-06-05,home,Jack Leiter,677958,4.1,5.5,0.2816,0.7686,0.4328,-0.1512,0.2014,UNDER,1780729942392,5,UNDER,-0.9,
1320035,2250893,2026-06-05,away,Luinder Avila,608379,4.51,4.5,0.5323,0.5296,0.6912,-0.1589,0.2208,UNDER,1780729942374,2,UNDER,2.51,
1320036,2250893,2026-06-05,home,Joe Ryan,805673,4.74,5.5,0.3993,0.6621,0.5648,-0.1655,0.2269,UNDER,1780729942363,2,UNDER,2.74,
1320040,2250894,2026-06-05,away,Jacob Misiorowski,687075,7.1,8.5,0.3559,0.7155,0.5865,-0.2306,0.3020,UNDER,1780729942451,2,UNDER,5.1,
1320039,2250894,2026-06-05,home,Tanner Gordon,663372,3.24,3.5,0.4583,0.5943,0.3522,0.1061,-0.0535,PASS,1780729942467,4,OVER,-0.76,
