id,gameId,gameDate,side,pitcherName,mlbamId,kProj,bookLine,pOver,pUnder,anNoVigOverPct,edgeOver,edgeUnder,verdict,modelRunAt,actualKs,backtestResult,modelError,kLine
60074,2250105,2026-04-03,home,Jeffrey Springs,605488,4.31,4.5,0.4301,0.5699,0.5373,-0.035,-0.0364,FADE,1775249784823,7,OVER,-2.69,4.5
60077,2250106,2026-04-03,away,Nolan McLean,690997,6.78,5.5,0.639,0.361,0.8329,0.0737,-0.1365,EDGE,1775249784823,4,UNDER,2.78,7.0
60078,2250106,2026-04-03,home,Tyler Mahle,641816,4.93,4.5,0.5311,0.4689,0.5798,0.0433,-0.1001,EDGE,1775249784823,4,UNDER,0.93,5.0
60075,2252381,2026-04-03,away,Grant Holmes,656550,6.81,4.5,0.7707,0.2293,0.6264,0.2358,-0.3056,EDGE,1775249784823,4,UNDER,2.81,7.0
60076,2252381,2026-04-03,home,Eduardo Rodriguez,593958,4.27,4.5,0.4216,0.5784,0.3790,-0.0809,0.0151,NEUTRAL,1775249784823,3,UNDER,1.27,4.5
60069,2250103,2026-04-04,away,Chad Patrick,694477,6.72,4.5,0.8695,0.1305,0.0087,0.2776,-0.3457,EDGE,1775249784823,3,UNDER,3.72,6.5
60070,2250103,2026-04-04,home,Luinder Avila,679883,5.55,4.5,0.6258,0.3742,,0.0703,-0.1404,EDGE,1775249784823,7,OVER,-1.45,5.5
90166,2250107,2026-04-04,away,Dustin May,669160,3.65,4.5,0.3026,0.6974,0.3846,-0.0820,0.0820,UNDER,1775508287313,4,UNDER,-0.35,
90165,2250107,2026-04-04,home,Jack Flaherty,656427,5.72,6.5,0.3493,0.6507,0.2352,0.1141,-0.1141,OVER,1775508287301,6,UNDER,-0.28,
90167,2250108,2026-04-04,home,Grant Taylor,691799,4.35,1.5,0.8500,0.1500,0.3060,0.5440,-0.5440,OVER,1775508287324,1,UNDER,3.35,
90172,2250109,2026-04-04,away,Tyler Glasnow,607192,5.62,6.5,0.3323,0.6677,0.4269,-0.0946,0.0946,UNDER,1775508287390,9,OVER,-3.38,
90173,2250109,2026-04-04,home,Jake Irvin,663623,2.43,3.5,0.2271,0.7729,0.3753,-0.1482,0.1482,UNDER,1775508287410,4,OVER,-1.57,
90170,2250110,2026-04-04,home,Luis Morales,806960,3.15,4.5,0.2098,0.7902,0.3731,-0.1633,0.1633,UNDER,1775508287365,0,UNDER,3.15,
90171,2250111,2026-04-04,away,Shane Baz,669358,4.91,5.5,0.3688,0.6312,0.5043,-0.1355,0.1355,UNDER,1775508287379,5,UNDER,-0.09,
90175,2250112,2026-04-04,away,Randy Vasquez,681190,2.18,3.5,0.1766,0.8234,0.4601,-0.2835,0.2835,UNDER,1775508287437,3,UNDER,-0.82,
90174,2250112,2026-04-04,home,Connelly Early,813349,5.39,5.5,0.4521,0.5479,0.3767,0.0754,-0.0754,OVER,1775508287423,4,UNDER,1.39,
90169,2250113,2026-04-04,away,Chad Patrick,694477,3.24,4.5,0.2269,0.7731,0.7337,-0.5068,0.5068,UNDER,1775508287351,3,UNDER,0.24,
90168,2250113,2026-04-04,home,Luinder Avila,679883,2.7,3.5,0.2865,0.7135,0.5227,-0.2362,0.2362,UNDER,1775508287336,4,OVER,-1.3,
90176,2250114,2026-04-04,away,Rhett Lowder,695076,2.74,3.5,0.2938,0.7062,0.4905,-0.1967,0.1967,UNDER,1775508287451,4,OVER,-1.26,
90179,2250114,2026-04-04,home,Kumar Rocker,677958,3.83,4.5,0.3384,0.6616,0.3463,-0.0079,0.0079,PASS,1775508287491,3,UNDER,0.83,
90177,2250115,2026-04-04,away,Max Meyer,676974,5.64,5.5,0.4950,0.5050,0.6301,-0.1351,0.1351,UNDER,1775508287463,6,OVER,-0.36,
90178,2250115,2026-04-04,home,Ryan Weathers,677960,4.29,5.5,0.2621,0.7379,0.4880,-0.2259,0.2259,UNDER,1775508287477,4,UNDER,0.29,
90182,2250116,2026-04-04,home,Mick Abel,690953,3.49,4.5,0.2721,0.7279,0.3025,-0.0304,0.0304,PASS,1775508287507,3,UNDER,0.49,
90186,2250118,2026-04-04,away,Jesus Luzardo,666200,7.26,6.5,0.5883,0.4117,0.5175,0.0708,-0.0708,OVER,1775508287563,11,OVER,-3.74,
90185,2250118,2026-04-04,home,Chase Dollander,801403,2.2,3.5,0.1813,0.8187,0.4472,-0.2659,0.2659,UNDER,1775508287549,6,OVER,-3.8,
90187,2250119,2026-04-04,away,Clay Holmes,605280,3.59,4.5,0.2925,0.7075,0.5336,-0.2411,0.2411,UNDER,1775508287577,4,UNDER,-0.41,
90188,2250119,2026-04-04,home,Landen Roupp,694738,3.52,4.5,0.2792,0.7208,0.5602,-0.2810,0.2810,UNDER,1775508287591,7,OVER,-3.48,
90190,2250120,2026-04-04,away,Emerson Hancock,676106,4.47,5.5,0.2919,0.7081,0.4618,-0.1699,0.1699,UNDER,1775508287625,5,UNDER,-0.53,
90189,2250120,2026-04-04,home,Jack Kochanowicz,686799,2.34,3.5,0.2097,0.7903,0.4236,-0.2139,0.2139,UNDER,1775508287610,7,OVER,-4.66,
90184,2252394,2026-04-04,away,Bryce Elder,693821,2.93,3.5,0.3364,0.6636,0.5486,-0.2122,0.2122,UNDER,1775508287535,8,OVER,-5.07,
90183,2252394,2026-04-04,home,Michael Soroka,647336,3.61,4.5,0.2949,0.7051,0.5603,-0.2654,0.2654,UNDER,1775508287523,3,UNDER,0.61,
90191,2250117,2026-04-05,away,Edward Cabrera,665795,5.07,5.5,0.3966,0.6034,0.0494,0.3472,-0.3472,OVER,1775508289208,4,UNDER,1.07,
90192,2250117,2026-04-05,home,Slade Cecconi,677944,3.42,4.5,0.2589,0.7411,0.5350,-0.2761,0.2761,UNDER,1775508289221,6,OVER,-2.58,
90195,2250121,2026-04-05,away,Roki Sasaki,808963,2.61,4.5,0.1246,0.8500,0.4349,-0.3103,0.2849,UNDER,1775508289267,5,OVER,-2.39,
90193,2250122,2026-04-05,away,Chris Bassitt,605135,4.06,4.5,0.3834,0.6166,0.4339,-0.0505,0.0505,UNDER,1775508289237,0,UNDER,4.06,
90198,2250123,2026-04-05,away,Walker Buehler,621111,2.36,3.5,0.2125,0.7875,0.5071,-0.2946,0.2946,UNDER,1775508289313,4,OVER,-1.64,
90194,2250123,2026-04-05,home,Ranger Suarez,624133,3.57,4.5,0.2888,0.7112,0.6253,-0.3365,0.3365,UNDER,1775508289251,2,UNDER,1.57,
90196,2250124,2026-04-05,away,Chris Paddack,663978,2.68,3.5,0.2821,0.7179,0.3154,-0.0333,0.0333,PASS,1775508289281,4,OVER,-1.32,
90197,2250124,2026-04-05,home,Max Fried,608331,5.08,5.5,0.3980,0.6020,0.3647,0.0333,-0.0333,PASS,1775508289295,4,UNDER,1.08,
90203,2250126,2026-04-05,away,Nick Martinez,607259,3.35,4.5,0.2459,0.7541,0.7136,-0.4677,0.4677,UNDER,1775508289381,4,UNDER,-0.65,
90202,2250126,2026-04-05,home,Simeon Woods Richardson,680573,2.5,3.5,0.2426,0.7574,0.8915,-0.6489,0.6489,UNDER,1775508289367,4,OVER,-1.5,
90204,2250127,2026-04-05,away,Eric Lauer,641778,3.7,4.5,0.3123,0.6877,0.4869,-0.1746,0.1746,UNDER,1775508289395,0,UNDER,3.7,
90199,2250127,2026-04-05,home,Davis Martin,663436,2.2,3.5,0.1799,0.8201,0.5237,-0.3438,0.3438,UNDER,1775508289327,6,OVER,-3.8,
90201,2250128,2026-04-05,away,Kyle Harrison,690986,3.59,4.5,0.2915,0.7085,0.5559,-0.2644,0.2644,UNDER,1775508289357,6,OVER,-2.41,
90200,2250128,2026-04-05,home,Kris Bubic,663460,4.47,5.5,0.2917,0.7083,0.4264,-0.1347,0.1347,UNDER,1775508289342,8,OVER,-3.53,
90205,2250129,2026-04-05,away,Chase Burns,695505,7.11,6.5,0.5670,0.4330,0.5449,0.0221,-0.0221,PASS,1775508289411,9,OVER,-1.89,
90206,2250129,2026-04-05,home,Jack Leiter,683004,5.06,6.5,0.2465,0.7535,0.4409,-0.1944,0.1944,UNDER,1775508289422,9,OVER,-3.94,
90207,2250130,2026-04-05,home,Tomoyuki Sugano,608372,2.33,3.5,0.2070,0.7930,0.5186,-0.3116,0.3116,UNDER,1775508289435,5,OVER,-2.67,
90209,2250131,2026-04-05,away,Lance McCullers,621121,3.59,5.5,0.1540,0.8460,0.5528,-0.3988,0.3988,UNDER,1775508289458,4,UNDER,-0.41,
90208,2250131,2026-04-05,home,Jacob Lopez,682052,4.4,5.5,0.2799,0.7201,0.5739,-0.2940,0.2940,UNDER,1775508289446,6,OVER,-1.6,
90210,2250132,2026-04-05,away,Kodai Senga,673540,4.29,5.5,0.2610,0.7390,0.5822,-0.3212,0.3212,UNDER,1775508289469,7,OVER,-2.71,
90211,2250132,2026-04-05,home,Logan Webb,657277,6.04,5.5,0.5603,0.4397,0.3576,0.2027,-0.2027,OVER,1775508289481,3,UNDER,3.04,
90214,2250133,2026-04-05,away,Luis Castillo,622491,6.49,6.5,0.4722,0.5278,0.6991,-0.2269,0.2269,UNDER,1775508289513,4,UNDER,2.49,
90212,2250133,2026-04-05,home,Ryan Johnson,696270,3.81,4.5,0.3334,0.6666,0.6792,-0.3458,0.3458,UNDER,1775508289494,4,UNDER,-0.19,
90218,2250134,2026-04-05,home,Keider Montero,672456,2.55,3.5,0.2529,0.7471,0.5114,-0.2585,0.2585,UNDER,1775508289541,3,UNDER,-0.45,
90215,2252411,2026-04-05,home,Brandon Pfaadt,694297,3.78,4.5,0.3285,0.6715,0.4313,-0.1028,0.1028,UNDER,1775508289527,2,UNDER,1.78,
90001,2250135,2026-04-06,away,Jameson Taillon,592791,2.71,3.5,0.2885,0.7115,0.5544,-0.2659,0.2659,UNDER,1775513921406,4,OVER,-1.29,
90002,2250135,2026-04-06,home,Shane McClanahan,663556,4.17,5.5,0.2412,0.7588,0.6220,-0.3808,0.3808,UNDER,1775513921420,5,UNDER,-0.83,
90004,2250136,2026-04-06,away,Michael Wacha,608379,3.29,4.5,0.2359,0.7641,0.4898,-0.2539,0.2539,UNDER,1775513921450,3,UNDER,0.29,
90003,2250136,2026-04-06,home,Tanner Bibee,676440,3.1,4.5,0.2013,0.7987,0.3915,-0.1902,0.1902,UNDER,1775513921435,3,UNDER,0.1,
90008,2250137,2026-04-06,away,German Marquez,608566,2.27,3.5,0.1946,0.8054,0.5353,-0.3407,0.3407,UNDER,1775513921512,4,OVER,-1.73,
90007,2250137,2026-04-06,home,Bubba Chandler,696149,5,5.5,0.3847,0.6153,0.6052,-0.2205,0.2205,UNDER,1775513921498,4,UNDER,1,
90005,2250138,2026-04-06,away,Andrew Abbott,671096,3.28,5.5,0.2342,0.7658,0.4215,-0.2184,0.2184,UNDER,1775513921464,4,UNDER,-0.72,
90006,2250138,2026-04-06,home,Sandy Alcantara,645261,3.9,5.5,0.3524,0.6476,0.5000,-0.2480,0.2480,UNDER,1775513921478,3,UNDER,0.9,
90011,2250139,2026-04-06,away,Andre Pallante,669467,2.7,3.5,0.2858,0.7142,0.3653,-0.0795,0.0795,UNDER,1775513921560,2,UNDER,0.7,
90012,2250139,2026-04-06,home,Zack Littell,641793,2.61,3.5,0.2665,0.7335,0.5877,-0.3212,0.3212,UNDER,1775513921576,6,OVER,-3.39,
90010,2250140,2026-04-06,away,Jacob Misiorowski,694819,5.82,6.5,0.5249,0.4751,0.4798,-0.2063,0.2063,UNDER,1775513921546,4,UNDER,1.82,
90009,2250140,2026-04-06,home,Garrett Crochet,676979,3.25,6.5,0.2280,0.7720,0.5830,-0.2142,0.2142,UNDER,1775513921526,5,UNDER,-1.75,
90013,2250141,2026-04-06,away,Yoshinobu Yamamoto,808967,3.43,5.5,0.4482,0.5518,0.4747,-0.0501,0.0501,UNDER,1775513921596,2,UNDER,1.43,
90014,2250141,2026-04-06,home,Kevin Gausman,592332,3.3,5.5,0.2377,0.7623,0.4939,-0.3080,0.3080,UNDER,1775513921612,2,UNDER,1.3,
90017,2250142,2026-04-06,away,Tarik Skubal,669373,3.83,7.5,0.3375,0.6625,0.5785,-0.1447,0.1447,UNDER,1775513921659,4,UNDER,-0.17,
90018,2250142,2026-04-06,home,Taj Bradley,671737,6.45,5.5,0.4658,0.5342,0.4836,0.0101,-0.0101,PASS,1775513921674,7,OVER,-0.55,
90015,2250143,2026-04-06,away,Brandon Young,687064,2.65,3.5,0.2759,0.7241,0.5537,-0.2778,0.2778,UNDER,1775513921628,2,UNDER,0.65,
90016,2250143,2026-04-06,home,Grant Taylor,691799,5.48,1.5,0.8500,0.1500,0.3847,0.4653,-0.4653,OVER,1775513921642,1,UNDER,4.48,
90019,2250144,2026-04-06,away,Logan Gilbert,669302,7.05,6.5,0.5584,0.4416,0.5255,0.0329,-0.0329,PASS,1775513921692,5,UNDER,2.05,
90020,2250144,2026-04-06,home,Jacob deGrom,594798,6.7,6.5,0.5043,0.4957,0.5843,-0.0800,0.0800,UNDER,1775513921709,6,UNDER,0.7,
90022,2250145,2026-04-06,away,Cody Bolton,675989,3.32,3.5,0.4231,0.5769,0.6810,-0.2579,0.2579,UNDER,1775513921736,5,OVER,-1.68,
90021,2250145,2026-04-06,home,Ryan Feltner,663372,2.46,3.5,0.2348,0.7652,0.4033,-0.1685,0.1685,UNDER,1775513921722,1,UNDER,1.46,
90023,2250146,2026-04-06,away,Chris Sale,519242,10.09,7.5,0.7881,0.2119,0.4884,0.2997,-0.2997,OVER,1775513921750,7,UNDER,3.09,
90024,2250146,2026-04-06,home,Jose Soriano,667755,4.29,4.5,0.4272,0.5728,0.6189,-0.1917,0.1917,UNDER,1775513921776,10,OVER,-5.71,
90025,2250147,2026-04-06,away,Cristopher Sanchez,650911,3.72,6.5,0.3171,0.6829,0.4330,-0.6493,0.6493,UNDER,1775513921799,1,UNDER,2.72,
90026,2250147,2026-04-06,home,Robbie Ray,592662,3.28,5.5,0.2332,0.7668,0.6037,-0.1010,0.1010,UNDER,1775513921820,3,UNDER,0.28,
120002,2250148,2026-04-07,away,Cole Ragans,666142,7.99,6.5,0.6857,0.3143,0.5000,0.1857,-0.1857,OVER,1775624230482,5,UNDER,2.99,
120001,2250148,2026-04-07,home,Gavin Williams,668909,3.87,5.5,0.1945,0.8055,0.5971,-0.4026,0.4026,UNDER,1775624230466,8,OVER,-4.13,
120011,2250149,2026-04-07,away,Michael King,650633,4.54,5.5,0.3038,0.6962,0.5261,-0.2223,0.2223,UNDER,1775624230608,8,OVER,-3.46,
120010,2250149,2026-04-07,home,Mitch Keller,656605,3.15,4.5,0.2101,0.7899,0.4538,-0.2437,0.2437,UNDER,1775624230594,6,OVER,-2.85,
120007,2250150,2026-04-07,away,Colin Rea,607067,2.73,3.5,0.2926,0.7074,0.4632,-0.1706,0.1706,UNDER,1775624230554,3,UNDER,-0.27,
120012,2250150,2026-04-07,home,Joe Boyle,671212,3.9,5.5,0.1989,0.8011,0.4881,-0.2892,0.2892,UNDER,1775624230635,2,UNDER,1.9,
120008,2250151,2026-04-07,away,Brady Singer,663903,3.17,4.5,0.2137,0.7863,0.5653,-0.3516,0.3516,UNDER,1775624230567,2,UNDER,1.17,
120009,2250151,2026-04-07,home,Eury Perez,691587,5.63,6.5,0.3341,0.6659,0.4387,-0.1046,0.1046,UNDER,1775624230581,6,UNDER,-0.37,
120015,2250152,2026-04-07,away,Michael McGreevy,700241,2.6,3.5,0.2642,0.7358,0.5552,-0.2910,0.2910,UNDER,1775624230676,6,OVER,-3.4,
120016,2250152,2026-04-07,home,Miles Mikolas,571945,2.35,3.5,0.2112,0.7888,0.5603,-0.3491,0.3491,UNDER,1775624230689,3,UNDER,-0.65,
120014,2250153,2026-04-07,away,Jacob Misiorowski,694819,7.03,7.5,0.4062,0.5938,0.1289,0.2773,-0.2773,OVER,1775624230663,10,OVER,-2.97,
120013,2250153,2026-04-07,home,Sonny Gray,543243,5.68,5.5,0.5011,0.4989,0.5629,-0.0618,0.0618,UNDER,1775624230648,7,OVER,-1.32,
120017,2250154,2026-04-07,away,Luis Severino,622663,3.5,4.5,0.2739,0.7261,0.3671,-0.0932,0.0932,UNDER,1775624230703,6,OVER,-2.5,
120018,2250154,2026-04-07,home,Will Warren,701542,4.7,5.5,0.3319,0.6681,0.4261,-0.0942,0.0942,UNDER,1775624230720,7,OVER,-2.3,
120019,2250155,2026-04-07,away,Yoshinobu Yamamoto,808967,5.18,5.5,0.4161,0.5839,0.4634,-0.0473,0.0473,UNDER,1775624230735,6,OVER,-0.82,
120020,2250155,2026-04-07,home,Dylan Cease,656302,6.11,6.5,0.4108,0.5892,0.5617,-0.1509,0.1509,UNDER,1775624230751,5,UNDER,1.11,
120021,2250156,2026-04-07,away,Framber Valdez,664285,5.76,5.5,0.5154,0.4846,0.4913,0.0241,-0.0241,PASS,1775624230764,7,OVER,-1.24,
120022,2250156,2026-04-07,home,Bailey Ober,641927,3.48,4.5,0.2703,0.7297,0.5103,-0.2400,0.2400,UNDER,1775624230783,10,OVER,-6.52,
120003,2250157,2026-04-07,away,Kyle Bradish,680694,6.44,5.5,0.6221,0.3779,0.5455,0.0766,-0.0766,OVER,1775624230497,6,OVER,0.44,
120004,2250157,2026-04-07,home,Sean Burke,680732,4.23,5.5,0.2514,0.7486,0.9499,-0.6985,0.6985,UNDER,1775624230510,8,OVER,-3.77,
120023,2250158,2026-04-07,away,Bryan Woo,693433,5.77,6,0.3567,0.6433,0.3897,-0.0330,0.0330,PASS,1775624230797,4,UNDER,1.77,
120024,2250158,2026-04-07,home,MacKenzie Gore,669022,6.43,6.5,0.4620,0.5380,0.4402,0.0218,-0.0218,PASS,1775624230811,7,OVER,-0.57,
120026,2250159,2026-04-07,away,Cristian Javier,664299,3.52,4.5,0.2778,0.7222,0.0087,0.2691,-0.2691,OVER,1775624230843,3,UNDER,0.52,
120025,2250159,2026-04-07,home,Michael Lorenzen,547179,2.62,3.5,0.2688,0.7312,0.5056,-0.2368,0.2368,UNDER,1775624230829,5,OVER,-2.38,
120027,2250160,2026-04-07,away,Reynaldo Lopez,625643,5.51,5.5,0.4721,0.5279,0.4543,0.0178,-0.0178,PASS,1775624230856,7,OVER,-1.49,
120028,2250160,2026-04-07,home,Yusei Kikuchi,579328,4.28,5.5,0.2598,0.7402,0.4341,-0.1743,0.1743,UNDER,1775624230869,8,OVER,-3.72,
120029,2250161,2026-04-07,away,Aaron Nola,605400,5.02,5.5,0.3879,0.6121,0.4589,-0.0710,0.0710,UNDER,1775624230881,6,OVER,-0.98,
120030,2250161,2026-04-07,home,Tyler Mahle,641816,3.18,4.5,0.2154,0.7846,0.4803,-0.2649,0.2649,UNDER,1775624230897,7,OVER,-3.82,
120005,2252434,2026-04-07,away,Ryne Nelson,669194,3.57,4.5,0.2883,0.7117,0.4953,-0.2070,0.2070,UNDER,1775624230528,5,OVER,-1.43,
120006,2252434,2026-04-07,home,David Peterson,656849,3.52,4.5,0.2785,0.7215,0.4134,-0.1349,0.1349,UNDER,1775624230541,5,OVER,-1.48,
120039,2250162,2026-04-08,away,Michael King,650633,4.54,5.5,0.3038,0.6962,0.5145,-0.2107,0.2107,UNDER,1775710780158,4,UNDER,0.54,
120038,2250162,2026-04-08,home,Mitch Keller,656605,3.15,4.5,0.2101,0.7899,0.4478,-0.2377,0.2377,UNDER,1775710780148,4,UNDER,-0.85,
120040,2250163,2026-04-08,away,Seth Lugo,607625,3.32,4.5,0.2402,0.7598,0.4266,-0.1864,0.1864,UNDER,1775710780168,2,UNDER,1.32,
150001,2250163,2026-04-08,home,Joey Cantillo,676282,4.73,5.5,0.3373,0.6627,0.5241,-0.1868,0.1868,UNDER,1775710780255,9,OVER,-4.27,
150002,2250164,2026-04-08,away,Shane Drohan,675660,3.76,4.5,0.3250,0.6750,0.6595,-0.3345,0.3345,UNDER,1775710780264,2,UNDER,1.76,
120041,2250164,2026-04-08,home,Sonny Gray,543243,6.71,6.5,0.5061,0.4939,0.5929,-0.0868,0.0868,UNDER,1775710780177,2,UNDER,4.71,
120031,2250165,2026-04-08,away,Kyle Bradish,680694,6.44,5.5,0.6221,0.3779,0.5543,0.0678,-0.0678,OVER,1775710780078,7,OVER,-0.56,
120032,2250165,2026-04-08,home,Sean Burke,680732,4.23,5.5,0.2514,0.7486,0.8185,-0.5671,0.5671,UNDER,1775710780089,3,UNDER,1.23,
120033,2250166,2026-04-08,away,Bryan Woo,693433,5.29,5.5,0.4345,0.5655,0.4066,0.0279,-0.0279,PASS,1775710780099,2,UNDER,3.29,
120034,2250166,2026-04-08,home,MacKenzie Gore,669022,6.43,6.5,0.4620,0.5380,0.4479,0.0141,-0.0141,PASS,1775710780108,9,OVER,-2.57,
120035,2250167,2026-04-08,home,Dylan Cease,656302,6.11,6.5,0.4108,0.5892,0.7542,-0.3434,0.3434,UNDER,1775710780118,8,OVER,-1.89,
150004,2250168,2026-04-08,away,Cristian Javier,664299,3.52,4.5,0.2778,0.7222,0.5096,-0.2318,0.2318,UNDER,1775710780283,1,UNDER,2.52,
150003,2250168,2026-04-08,home,Michael Lorenzen,547179,2.62,3.5,0.2688,0.7312,0.4932,-0.2244,0.2244,UNDER,1775710780274,4,OVER,-1.38,
120042,2250169,2026-04-08,away,Aaron Nola,605400,5.02,5.5,0.3879,0.6121,0.5433,-0.1554,0.1554,UNDER,1775710780187,3,UNDER,2.02,
120043,2250169,2026-04-08,home,Tyler Mahle,641816,3.18,4.5,0.2154,0.7846,0.3807,-0.1653,0.1653,UNDER,1775710780197,6,OVER,-2.82,
120044,2250170,2026-04-08,away,Michael McGreevy,700241,2.6,3.5,0.2642,0.7358,0.4746,-0.2104,0.2104,UNDER,1775710780207,1,UNDER,1.6,
120045,2250170,2026-04-08,home,Miles Mikolas,571945,2.35,3.5,0.2112,0.7888,0.6153,-0.4041,0.4041,UNDER,1775710780216,3,UNDER,-0.65,
150005,2250171,2026-04-08,away,Grant Holmes,656550,6.61,6.5,0.4910,0.5090,0.4869,0.0041,-0.0041,PASS,1775710780293,6,UNDER,0.61,
150006,2250171,2026-04-08,home,Reid Detmers,672282,4.52,5.5,0.3012,0.6988,0.4210,-0.1198,0.1198,UNDER,1775710780303,4,UNDER,0.52,
150008,2250172,2026-04-08,away,Colin Rea,607067,2.73,3.5,0.2926,0.7074,0.5286,-0.2360,0.2360,UNDER,1775710780323,2,UNDER,0.73,
150011,2250172,2026-04-08,home,Joe Boyle,671212,3.9,5.5,0.1989,0.8011,0.0000,0.1989,-0.1989,OVER,1775710780353,3,UNDER,0.9,
150009,2250173,2026-04-08,away,Rhett Lowder,695076,3.28,4.5,0.2342,0.7658,0.4293,-0.1951,0.1951,UNDER,1775710780334,3,UNDER,0.28,
150010,2250173,2026-04-08,home,Max Meyer,676974,5.53,5.5,0.4759,0.5241,0.3367,0.1392,-0.1392,OVER,1775710780344,6,OVER,-0.47,
120036,2250174,2026-04-08,away,Jeffrey Springs,605488,3.54,4.5,0.2814,0.7186,0.0779,0.2035,-0.2035,OVER,1775710780128,7,OVER,-3.46,
120037,2250174,2026-04-08,home,Ryan Weathers,677960,5.01,5.5,0.3858,0.6142,0.0000,0.3858,-0.3858,OVER,1775710780139,5,UNDER,0.01,
120047,2250175,2026-04-08,away,Jack Flaherty,656427,5.04,5.5,0.3903,0.6097,0.4528,-0.0625,0.0625,UNDER,1775710780235,2,UNDER,3.04,
120048,2250175,2026-04-08,home,Mick Abel,690953,3.81,4.5,0.3334,0.6666,0.4390,-0.1056,0.1056,UNDER,1775710780245,2,UNDER,1.81,
120046,2252454,2026-04-08,away,Eduardo Rodriguez,593958,3.48,4.5,0.2712,0.7288,0.4899,-0.2187,0.2187,UNDER,1775710780226,5,OVER,-1.52,
150007,2252454,2026-04-08,home,Nolan McLean,690997,6.35,5.5,0.6085,0.3915,0.6458,-0.0373,0.0373,PASS,1775710780312,6,OVER,0.35,
180001,2250176,2026-04-09,away,Chase Burns,695505,7.66,7.5,0.4986,0.5014,0.2928,0.2058,-0.2058,OVER,1775797568888,2,UNDER,5.66,
180002,2250176,2026-04-09,home,Chris Paddack,663978,2.63,3.5,0.2704,0.7296,0.4456,-0.1752,0.1752,UNDER,1775797574488,4,OVER,-1.37,
180003,2250177,2026-04-09,away,J.T. Ginn,669372,3.58,3.5,0.4796,0.5204,0.5622,-0.0826,0.0826,UNDER,1775797579989,6,OVER,-2.42,
180004,2250177,2026-04-09,home,Luis Gil,661563,2.62,4.5,0.1257,0.8500,0.5416,-0.4159,0.3916,UNDER,1775797580159,7,OVER,-4.38,
180005,2250178,2026-04-09,away,Keider Montero,672456,2.65,3.5,0.2750,0.7250,0.4429,-0.1679,0.1679,UNDER,1775797580178,6,OVER,-3.35,
180006,2250178,2026-04-09,home,Simeon Woods Richardson,680573,2.73,3.5,0.2925,0.7075,0.6928,-0.4003,0.4003,UNDER,1775797580198,6,OVER,-3.27,
180009,2250179,2026-04-09,away,Davis Martin,663436,2.2,3.5,0.1799,0.8201,0.5446,-0.3647,0.3647,UNDER,1775797580300,6,OVER,-3.8,
180010,2250179,2026-04-09,home,Kris Bubic,663460,5.17,5.5,0.4144,0.5856,0.4554,-0.0410,0.0410,UNDER,1775797580319,4,UNDER,1.17,
210001,2250180,2026-04-09,away,Tomoyuki Sugano,608372,2.17,3.5,0.1752,0.8248,0.4554,-0.2802,0.2802,UNDER,1775797580428,0,UNDER,2.17,
180011,2250180,2026-04-09,home,Walker Buehler,621111,3.43,4.5,0.2621,0.7379,0.4165,-0.1544,0.1544,UNDER,1775797580409,8,OVER,-4.57,
180007,2252459,2026-04-09,away,Michael Soroka,647336,3.44,4.5,0.2629,0.7371,0.5800,-0.3171,0.3171,UNDER,1775797580216,3,UNDER,0.44,
180008,2252459,2026-04-09,home,Clay Holmes,605280,3.58,4.5,0.2902,0.7098,0.5786,-0.2884,0.2884,UNDER,1775797580244,8,OVER,-4.42,
270001,2250181,2026-04-10,away,Carmen Mlodzinski,669387,3.88,4.5,0.3479,0.6521,0.4269,-0.0790,0.0790,UNDER,1775883074076,2,UNDER,1.88,
240001,2250181,2026-04-10,home,Edward Cabrera,665795,6.23,6.5,0.4305,0.5695,0.4794,-0.0489,0.0489,UNDER,1775883072597,9,OVER,-2.77,
240004,2250182,2026-04-10,away,Janson Junk,676083,4.07,4.5,0.3842,0.6158,0.4299,-0.0457,0.0457,UNDER,1775883072762,4,UNDER,0.07,
240003,2250182,2026-04-10,home,Casey Mize,663554,3.39,4.5,0.2541,0.7459,0.6343,-0.3802,0.3802,UNDER,1775883072707,7,OVER,-3.61,
240007,2250183,2026-04-10,away,Jack Kochanowicz,686799,2.38,3.5,0.2177,0.7823,0.4768,-0.2591,0.2591,UNDER,1775883072930,2,UNDER,0.38,
240006,2250183,2026-04-10,home,Chase Burns,695505,10.51,7.5,0.8224,0.1776,0.7468,0.0756,-0.0756,OVER,1775883072874,2,UNDER,8.51,
240008,2250184,2026-04-10,away,Joe Ryan,657746,4.27,5.5,0.2579,0.7421,0.7350,-0.4771,0.4771,UNDER,1775883072983,2,UNDER,2.27,
240009,2250184,2026-04-10,home,Eric Lauer,641778,3.79,4.5,0.3300,0.6700,0.5057,-0.1757,0.1757,UNDER,1775883073038,3,UNDER,0.79,
240010,2250185,2026-04-10,away,Jacob Lopez,682052,3.74,4.5,0.3200,0.6800,0.4460,-0.1260,0.1260,UNDER,1775883073092,4,UNDER,-0.26,
240011,2250185,2026-04-10,home,Kodai Senga,673540,4.99,6.5,0.2364,0.7636,0.4794,-0.2430,0.2430,UNDER,1775883073147,3,UNDER,1.99,
240012,2250186,2026-04-10,away,Max Fried,608331,5.87,5.5,0.5330,0.4670,0.5092,0.0238,-0.0238,PASS,1775883073203,2,UNDER,3.87,
