gameId,gameDate,month,bookTotal,f5Total_book,modelF5Total_synth,synth_reconstructed,diff_synth_book
2250484,2026-05-03,2026-05,8.0,4.5,4.5,4.5,0.0
2250485,2026-05-03,2026-05,8.5,4.5,4.5,4.5,0.0
2250498,2026-05-05,2026-05,8.5,4.5,4.5,4.5,0.0
2250499,2026-05-05,2026-05,7.0,3.5,4.0,4.0,0.5
2250500,2026-05-05,2026-05,9.5,4.5,5.0,5.5,0.5
2250501,2026-05-05,2026-05,8.5,4.5,4.5,4.5,0.0
2250502,2026-05-05,2026-05,9.5,4.5,5.5,5.5,1.0
2250503,2026-05-05,2026-05,9.0,4.5,5.0,5.0,0.5
2250504,2026-05-05,2026-05,8.0,4.5,4.5,4.5,0.0
2250505,2026-05-05,2026-05,7.5,4.5,4.0,4.0,-0.5
2250506,2026-07-07,2026-07,7.5,4.5,4.0,4.0,-0.5
2250507,2026-05-05,2026-05,8.5,4.5,4.5,4.5,0.0
2250508,2026-05-07,2026-05,9.5,4.5,5.5,5.5,1.0
2250509,2026-05-05,2026-05,9.0,5.5,5.0,5.0,-0.5
2250510,2026-05-05,2026-05,7.5,4.5,4.0,4.0,-0.5
2250511,2026-05-05,2026-05,7.5,4.5,4.0,4.0,-0.5
2250534,2026-05-08,2026-05,9.0,4.5,5.0,5.0,0.5
2250535,2026-05-08,2026-05,7.5,2.5,4.0,4.0,1.5
2250536,2026-05-08,2026-05,9.5,5.5,5.5,5.5,0.0
2250537,2026-05-08,2026-05,7.5,2.5,4.0,4.0,1.5
2250538,2026-05-08,2026-05,8.5,4.5,4.5,4.5,0.0
2250539,2026-05-08,2026-05,8.5,4.5,4.5,4.5,0.0
2250540,2026-05-08,2026-05,7.5,4.5,4.0,4.0,-0.5
2250541,2026-05-08,2026-05,8.5,4.5,4.5,4.5,0.0
2250542,2026-05-08,2026-05,8.0,4.5,4.5,4.5,0.0
2250543,2026-05-08,2026-05,7.5,3.5,4.0,4.0,0.5
2250544,2026-05-08,2026-05,8.5,4.5,4.5,4.5,0.0
2250545,2026-05-08,2026-05,8.0,4.5,4.5,4.5,0.0
2250546,2026-05-08,2026-05,7.5,3.5,4.5,4.0,1.0
2250547,2026-05-08,2026-05,7.5,4.5,4.0,4.0,-0.5
2250548,2026-05-09,2026-05,8.5,4.5,4.5,4.5,0.0
2250549,2026-05-09,2026-05,9.5,5.5,5.0,5.5,-0.5
2250550,2026-05-09,2026-05,9.0,4.5,4.5,5.0,0.0
2250551,2026-07-17,2026-07,7.5,4.5,4.0,4.0,-0.5
2250552,2026-05-09,2026-05,8.5,4.5,4.5,4.5,0.0
2250553,2026-05-09,2026-05,8.5,4.5,4.5,4.5,0.0
2250554,2026-05-09,2026-05,8.0,4.5,4.0,4.5,-0.5
2250555,2026-05-09,2026-05,8.0,5.5,4.5,4.5,-1.0
2250556,2026-05-09,2026-05,9.0,5.5,5.0,5.0,-0.5
2250557,2026-05-09,2026-05,9.5,5.5,5.0,5.5,-0.5
2250558,2026-05-09,2026-05,7.5,2.5,4.0,4.0,1.5
2250559,2026-05-09,2026-05,8.0,4.5,4.5,4.5,0.0
2250560,2026-05-09,2026-05,7.0,3.5,4.0,4.0,0.5
2250561,2026-05-09,2026-05,8.5,4.5,4.5,4.5,0.0
2250562,2026-05-10,2026-05,8.5,4.5,4.5,4.5,0.0
2250563,2026-05-10,2026-05,10.5,5.5,5.5,6.0,0.0
2250564,2026-05-10,2026-05,8.5,4.5,4.5,4.5,0.0
2250565,2026-05-10,2026-05,8.5,4.5,4.5,4.5,0.0
2250566,2026-05-10,2026-05,8.0,4.5,4.5,4.5,0.0
2250567,2026-05-10,2026-05,9.5,4.5,5.5,5.5,1.0
2250568,2026-05-10,2026-05,7.5,3.5,4.0,4.0,0.5
2250569,2026-05-10,2026-05,8.0,4.5,4.0,4.5,-0.5
2250570,2026-05-10,2026-05,8.0,4.5,4.5,4.5,0.0
2250571,2026-05-10,2026-05,7.5,4.5,4.5,4.0,0.0
2250572,2026-05-10,2026-05,8.0,4.5,4.5,4.5,0.0
2250573,2026-05-10,2026-05,8.5,4.5,4.5,4.5,0.0
2250574,2026-05-10,2026-05,9.5,5.5,5.5,5.5,0.0
2250575,2026-05-10,2026-05,8.5,6.5,4.5,4.5,-2.0
2250576,2026-05-11,2026-05,7.5,7.5,4.5,4.0,-3.0
2250577,2026-05-11,2026-05,9.0,4.5,4.5,5.0,0.0
2250578,2026-05-11,2026-05,7.0,3.5,4.0,4.0,0.5
2250579,2026-05-11,2026-05,8.5,4.5,4.5,4.5,0.0
2250580,2026-05-11,2026-05,9.0,5.5,5.5,5.0,0.0
2250595,2026-05-13,2026-05,7.0,3.5,4.0,4.0,0.5
2250596,2026-05-13,2026-05,8.5,4.5,5.0,4.5,0.5
2250597,2026-05-13,2026-05,9.5,4.5,5.0,5.5,0.5
2250598,2026-05-13,2026-05,8.5,4.5,4.5,4.5,0.0
2250599,2026-05-13,2026-05,9.0,4.5,5.0,5.0,0.5
2250600,2026-05-13,2026-05,7.5,3.5,4.0,4.0,0.5
2250601,2026-05-13,2026-05,8.0,4.5,4.5,4.5,0.0
2250602,2026-05-13,2026-05,8.5,4.5,4.5,4.5,0.0
2250603,2026-05-13,2026-05,8.0,4.5,4.5,4.5,0.0
2250604,2026-05-13,2026-05,8.5,4.5,4.5,4.5,0.0
2250605,2026-05-13,2026-05,7.0,3.5,4.0,4.0,0.5
2250606,2026-05-13,2026-05,9.0,4.5,5.0,5.0,0.5
2250607,2026-05-13,2026-05,10.0,5.5,5.5,5.5,0.0
2250608,2026-05-13,2026-05,7.5,3.5,4.5,4.0,1.0
2250609,2026-05-14,2026-05,8.0,3.5,4.0,4.5,0.5
2250610,2026-05-14,2026-05,8.0,4.5,4.5,4.5,0.0
2250611,2026-05-14,2026-05,7.0,3.5,4.0,4.0,0.5
2250612,2026-05-14,2026-05,8.5,4.5,4.5,4.5,0.0
2250613,2026-05-14,2026-05,7.5,4.5,4.5,4.0,0.0
2250614,2026-05-14,2026-05,9.0,4.5,5.0,5.0,0.5
2250615,2026-05-14,2026-05,10.0,5.5,5.5,5.5,0.0
2250616,2026-05-14,2026-05,7.0,3.5,4.0,4.0,0.5
2250617,2026-05-14,2026-05,7.5,1.5,4.0,4.0,2.5
2250618,2026-05-14,2026-05,7.5,4.5,4.5,4.0,0.0
2250619,2026-05-14,2026-05,7.5,4.5,4.5,4.0,0.0
2250620,2026-05-15,2026-05,8.0,4.5,4.5,4.5,0.0
2250621,2026-05-15,2026-05,9.5,1.5,5.0,5.5,3.5
2250622,2026-05-15,2026-05,8.0,4.5,4.5,4.5,0.0
2250623,2026-05-15,2026-05,8.0,4.5,4.5,4.5,0.0
2250624,2026-05-15,2026-05,8.0,6.5,4.5,4.5,-2.0
2250625,2026-05-15,2026-05,7.5,3.5,4.5,4.0,1.0
2250626,2026-05-15,2026-05,7.0,3.5,4.0,4.0,0.5
2250627,2026-05-15,2026-05,8.5,4.5,4.5,4.5,0.0
2250628,2026-05-15,2026-05,8.5,4.5,4.5,4.5,0.0
2250629,2026-05-15,2026-05,9.0,4.5,5.0,5.0,0.5
2250630,2026-05-15,2026-05,8.5,4.5,4.5,4.5,0.0
2250631,2026-05-15,2026-05,9.5,5.5,5.5,5.5,0.0
2250632,2026-05-15,2026-05,7.0,4.5,4.0,4.0,-0.5
2250633,2026-05-15,2026-05,10.0,5.5,5.5,5.5,0.0
2250634,2026-05-16,2026-05,8.5,4.5,4.5,4.5,0.0
2250635,2026-05-16,2026-05,9.0,5.5,5.0,5.0,-0.5
2250636,2026-05-16,2026-05,10.0,5.5,5.5,5.5,0.0
2250637,2026-05-16,2026-05,8.5,4.5,4.0,4.5,-0.5
2250638,2026-05-16,2026-05,8.0,4.5,4.0,4.5,-0.5
2250639,2026-05-16,2026-05,8.5,4.5,4.5,4.5,0.0
2250640,2026-05-16,2026-05,7.5,3.5,4.0,4.0,0.5
2250641,2026-05-16,2026-05,8.5,6.5,4.5,4.5,-2.0
2250642,2026-05-16,2026-05,8.5,2.5,4.5,4.5,2.0
2250643,2026-05-16,2026-05,7.0,3.5,4.0,4.0,0.5
2250644,2026-05-16,2026-05,7.5,4.5,4.0,4.0,-0.5
2250645,2026-05-16,2026-05,8.5,3.5,4.5,4.5,1.0
2250646,2026-05-16,2026-05,8.5,4.5,4.5,4.5,0.0
2250647,2026-05-16,2026-05,9.5,5.5,5.5,5.5,0.0
2250648,2026-05-17,2026-05,7.5,3.5,4.0,4.0,0.5
2250649,2026-05-17,2026-05,10.0,5.5,5.5,5.5,0.0
2250650,2026-05-17,2026-05,7.0,3.5,4.0,4.0,0.5
2250651,2026-05-17,2026-05,8.5,4.5,4.5,4.5,0.0
2250652,2026-05-17,2026-05,8.5,4.5,4.5,4.5,0.0
2250653,2026-05-17,2026-05,7.5,4.5,4.5,4.0,0.0
2250654,2026-05-17,2026-05,8.5,4.5,4.5,4.5,0.0
2250655,2026-05-17,2026-05,8.0,4.5,4.5,4.5,0.0
2250656,2026-05-17,2026-05,9.0,4.5,4.5,5.0,0.0
2250657,2026-05-17,2026-05,8.0,4.5,4.0,4.5,-0.5
2250658,2026-05-17,2026-05,9.5,4.5,5.5,5.5,1.0
2250659,2026-05-17,2026-05,9.5,5.5,5.5,5.5,0.0
2250660,2026-05-17,2026-05,9.5,5.5,5.5,5.5,0.0
2250661,2026-05-17,2026-05,7.5,2.5,4.0,4.0,1.5
2250662,2026-05-18,2026-05,8.0,4.5,4.5,4.5,0.0
2250663,2026-05-18,2026-05,7.5,6.5,4.0,4.0,-2.5
2250664,2026-05-18,2026-05,10.0,5.5,5.5,5.5,0.0
2250665,2026-05-18,2026-05,8.5,4.5,4.5,4.5,0.0
2250666,2026-05-18,2026-05,10.0,4.5,5.5,5.5,1.0
2250667,2026-05-18,2026-05,9.0,4.5,4.5,5.0,0.0
2250668,2026-05-18,2026-05,9.0,4.5,5.0,5.0,0.5
2250669,2026-05-18,2026-05,9.5,5.5,5.5,5.5,0.0
2250670,2026-05-18,2026-05,10.5,5.5,6.0,6.0,0.5
2250671,2026-05-18,2026-05,9.5,4.5,5.5,5.5,1.0
2250672,2026-05-18,2026-05,9.0,4.5,5.0,5.0,0.5
2250673,2026-05-18,2026-05,7.0,4.5,4.0,4.0,-0.5
2250674,2026-05-18,2026-05,7.0,3.5,4.0,4.0,0.5
2250709,2026-05-22,2026-05,7.0,3.5,4.0,4.0,0.5
2250710,2026-05-23,2026-05,9.5,4.5,5.5,5.5,1.0
2250711,2026-05-22,2026-05,6.5,3.5,4.0,3.5,0.5
2250712,2026-05-22,2026-05,7.5,4.5,4.5,4.0,0.0
2250713,2026-05-22,2026-05,8.0,4.5,4.5,4.5,0.0
2250714,2026-05-22,2026-05,7.0,3.5,4.0,4.0,0.5
2250715,2026-05-22,2026-05,8.0,4.5,4.5,4.5,0.0
2250716,2026-05-22,2026-05,8.0,4.5,4.5,4.5,0.0
2250717,2026-05-22,2026-05,8.5,4.5,5.0,4.5,0.5
2250718,2026-05-22,2026-05,8.0,3.5,4.5,4.5,1.0
2250719,2026-05-22,2026-05,8.5,4.5,4.5,4.5,0.0
2250720,2026-05-22,2026-05,7.5,3.5,4.0,4.0,0.5
2250721,2026-05-22,2026-05,7.5,4.5,4.5,4.0,0.0
2250722,2026-05-22,2026-05,7.5,3.5,4.0,4.0,0.5
2250724,2026-05-23,2026-05,7.0,3.5,4.0,4.0,0.5
2250725,2026-05-23,2026-05,7.5,1.5,4.0,4.0,2.5
2250726,2026-05-24,2026-05,8.0,4.5,4.5,4.5,0.0
2250727,2026-05-23,2026-05,7.0,3.5,4.0,4.0,0.5
2250728,2026-05-23,2026-05,9.0,4.5,5.0,5.0,0.5
2250729,2026-05-23,2026-05,8.5,4.5,4.5,4.5,0.0
2250730,2026-05-23,2026-05,7.5,5.5,4.0,4.0,-1.5
2250731,2026-05-23,2026-05,8.5,4.5,5.0,4.5,0.5
2250732,2026-05-23,2026-05,8.0,3.5,4.5,4.5,1.0
2250733,2026-05-23,2026-05,10.0,5.5,5.5,5.5,0.0
2250734,2026-05-23,2026-05,8.5,4.5,5.0,4.5,0.5
2250735,2026-05-23,2026-05,8.0,4.5,4.0,4.5,-0.5
2250736,2026-05-23,2026-05,7.5,3.5,4.5,4.0,1.0
2250737,2026-05-24,2026-05,7.5,3.5,4.0,4.0,0.5
2250738,2026-05-24,2026-05,8.0,4.5,4.5,4.5,0.0
2250739,2026-05-24,2026-05,7.0,3.5,4.0,4.0,0.5
2250740,2026-05-24,2026-05,7.0,3.5,4.0,4.0,0.5
2250741,2026-05-24,2026-05,7.0,3.5,4.0,4.0,0.5
2250743,2026-05-24,2026-05,7.5,4.5,4.0,4.0,-0.5
2250744,2026-05-24,2026-05,8.5,4.5,4.5,4.5,0.0
2250745,2026-05-24,2026-05,8.0,4.5,4.5,4.5,0.0
2250746,2026-05-24,2026-05,7.0,3.5,4.5,4.0,1.0
2250747,2026-05-24,2026-05,8.0,6.5,4.5,4.5,-2.0
2250748,2026-05-24,2026-05,7.5,4.5,4.5,4.0,0.0
2250749,2026-05-24,2026-05,8.0,1.5,4.5,4.5,3.0
2250750,2026-05-24,2026-05,7.5,4.5,4.0,4.0,-0.5
2250751,2026-05-25,2026-05,7.5,3.5,4.0,4.0,0.5
2250752,2026-05-25,2026-05,8.0,4.5,4.5,4.5,0.0
2250753,2026-05-25,2026-05,7.5,3.5,4.0,4.0,0.5
2250754,2026-05-25,2026-05,8.5,4.5,4.5,4.5,0.0
2250755,2026-05-25,2026-05,7.5,3.5,4.0,4.0,0.5
2250756,2026-05-25,2026-05,8.5,4.5,4.5,4.5,0.0
2250757,2026-05-25,2026-05,8.0,4.5,4.5,4.5,0.0
2250758,2026-05-25,2026-05,7.0,1.5,4.0,4.0,2.5
2250759,2026-05-25,2026-05,8.0,2.5,4.5,4.5,2.0
2250760,2026-05-25,2026-05,7.5,4.5,4.0,4.0,-0.5
2250761,2026-05-25,2026-05,8.5,4.5,4.5,4.5,0.0
2250762,2026-05-25,2026-05,10.5,5.5,6.0,6.0,0.5
2250763,2026-05-26,2026-05,7.5,3.5,4.0,4.0,0.5
2250764,2026-05-26,2026-05,8.5,4.5,5.0,4.5,0.5
2250765,2026-05-26,2026-05,9.0,4.5,4.5,5.0,0.0
2250766,2026-05-26,2026-05,8.0,4.5,4.5,4.5,0.0
2250767,2026-05-26,2026-05,8.0,4.5,4.5,4.5,0.0
2250768,2026-05-26,2026-05,7.5,3.5,4.0,4.0,0.5
2250769,2026-05-26,2026-05,7.5,3.5,4.0,4.0,0.5
2250770,2026-05-26,2026-05,7.5,3.5,4.0,4.0,0.5
2250771,2026-05-26,2026-05,8.5,4.5,5.0,4.5,0.5
2250772,2026-05-26,2026-05,8.0,4.5,4.5,4.5,0.0
2250773,2026-05-26,2026-05,8.0,4.5,4.5,4.5,0.0
2250774,2026-05-26,2026-05,9.5,5.5,5.5,5.5,0.0
2250775,2026-05-26,2026-05,7.5,4.5,4.0,4.0,-0.5
2250776,2026-05-26,2026-05,9.0,5.5,5.0,5.0,-0.5
2250777,2026-05-27,2026-05,7.5,3.5,4.0,4.0,0.5
2250778,2026-05-27,2026-05,8.0,4.5,4.5,4.5,0.0
2250779,2026-05-27,2026-05,8.0,1.5,4.5,4.5,3.0
2250780,2026-05-27,2026-05,9.0,4.5,5.0,5.0,0.5
2250781,2026-05-27,2026-05,7.0,3.5,4.0,4.0,0.5
2250782,2026-05-27,2026-05,9.5,4.5,5.0,5.5,0.5
2250783,2026-05-27,2026-05,7.5,3.5,4.0,4.0,0.5
2250784,2026-05-27,2026-05,8.5,4.5,5.0,4.5,0.5
2250785,2026-05-27,2026-05,8.0,4.5,4.5,4.5,0.0
2250786,2026-05-27,2026-05,8.5,4.5,4.5,4.5,0.0
2250787,2026-05-27,2026-05,8.0,4.5,4.0,4.5,-0.5
2250788,2026-05-27,2026-05,8.5,4.5,5.0,4.5,0.5
2250789,2026-05-27,2026-05,7.0,3.5,4.0,4.0,0.5
2250790,2026-05-27,2026-05,8.0,4.5,4.5,4.5,0.0
2250825,2026-05-31,2026-05,8.0,4.5,4.5,4.5,0.0
2250826,2026-05-31,2026-05,9.0,5.5,5.0,5.0,-0.5
2250827,2026-05-31,2026-05,7.5,3.5,4.0,4.0,0.5
2250828,2026-05-31,2026-05,7.0,3.5,4.0,4.0,0.5
2250829,2026-05-31,2026-05,8.0,4.5,4.5,4.5,0.0
2250830,2026-05-31,2026-05,8.5,4.5,4.5,4.5,0.0
2250831,2026-05-31,2026-05,7.5,4.5,4.0,4.0,-0.5
2250832,2026-05-31,2026-05,8.0,4.5,4.0,4.5,-0.5
2250833,2026-05-31,2026-05,7.5,3.5,4.0,4.0,0.5
2250834,2026-05-31,2026-05,7.5,3.5,4.0,4.0,0.5
2250835,2026-05-31,2026-05,11.0,6.5,6.0,6.0,-0.5
2250836,2026-05-31,2026-05,9.5,5.5,5.5,5.5,0.0
2250837,2026-05-31,2026-05,9.0,4.5,5.0,5.0,0.5
2250838,2026-05-31,2026-05,8.5,4.5,4.5,4.5,0.0
2250839,2026-06-01,2026-06,8.0,4.5,4.5,4.5,0.0
2250840,2026-06-01,2026-06,8.0,4.5,4.5,4.5,0.0
2250841,2026-06-01,2026-06,9.5,5.5,5.5,5.5,0.0
2250842,2026-06-01,2026-06,8.0,4.5,4.5,4.5,0.0
2250843,2026-06-01,2026-06,7.5,3.5,4.0,4.0,0.5
2250844,2026-06-01,2026-06,7.5,3.5,4.5,4.0,1.0
2250845,2026-06-01,2026-06,8.0,4.5,4.5,4.5,0.0
2250846,2026-06-01,2026-06,7.0,3.5,4.0,4.0,0.5
2250847,2026-06-02,2026-06,8.0,4.5,4.5,4.5,0.0
2250848,2026-06-02,2026-06,8.0,4.5,4.5,4.5,0.0
2250849,2026-06-02,2026-06,8.5,4.5,4.5,4.5,0.0
2250850,2026-06-02,2026-06,9.0,4.5,5.0,5.0,0.5
2250851,2026-06-02,2026-06,7.5,3.5,4.0,4.0,0.5
2250852,2026-06-02,2026-06,9.0,4.5,5.0,5.0,0.5
2250853,2026-06-02,2026-06,7.5,4.5,4.0,4.0,-0.5
2250854,2026-06-02,2026-06,8.0,4.5,4.5,4.5,0.0
2250855,2026-06-02,2026-06,7.0,3.5,4.0,4.0,0.5
2250856,2026-06-02,2026-06,7.0,3.5,4.0,4.0,0.5
2250857,2026-06-02,2026-06,7.5,4.5,4.0,4.0,-0.5
2250858,2026-06-02,2026-06,9.0,4.5,5.0,5.0,0.5
2250859,2026-06-02,2026-06,8.5,4.5,4.5,4.5,0.0
2250860,2026-06-02,2026-06,7.5,4.5,4.0,4.0,-0.5
2251320,2026-07-10,2026-07,9.0,4.5,5.0,5.0,0.5
2251321,2026-07-11,2026-07,8.5,4.5,4.5,4.5,0.0
2251322,2026-07-10,2026-07,10.0,5.5,5.5,5.5,0.0
2251323,2026-07-10,2026-07,10.5,5.5,6.0,6.0,0.5
2251324,2026-07-10,2026-07,9.5,4.5,5.5,5.5,1.0
2251325,2026-07-10,2026-07,7.5,4.5,4.0,4.0,-0.5
2251326,2026-07-10,2026-07,8.5,4.5,4.5,4.5,0.0
2251327,2026-07-10,2026-07,7.0,3.5,4.0,4.0,0.5
2251328,2026-07-10,2026-07,8.5,4.5,5.0,4.5,0.5
2251329,2026-07-10,2026-07,8.5,4.5,4.5,4.5,0.0
2251330,2026-07-10,2026-07,9.5,5.5,5.5,5.5,0.0
2251331,2026-07-10,2026-07,8.0,4.5,4.5,4.5,0.0
2251332,2026-07-10,2026-07,8.5,4.5,4.5,4.5,0.0
2251333,2026-07-10,2026-07,8.0,4.5,4.5,4.5,0.0
2251334,2026-07-11,2026-07,9.0,4.5,4.5,5.0,0.0
2251335,2026-07-11,2026-07,8.5,4.5,4.5,4.5,0.0
2251336,2026-07-11,2026-07,9.0,4.5,5.0,5.0,0.5
2251337,2026-07-11,2026-07,9.0,4.5,4.5,5.0,0.0
2251338,2026-07-11,2026-07,8.0,4.5,4.5,4.5,0.0
2251339,2026-07-11,2026-07,7.0,3.5,4.0,4.0,0.5
2251340,2026-07-11,2026-07,8.5,4.5,4.5,4.5,0.0
2251341,2026-07-11,2026-07,7.5,4.5,4.5,4.0,0.0
2251342,2026-07-11,2026-07,7.5,3.5,4.0,4.0,0.5
2251343,2026-07-11,2026-07,9.0,4.5,5.0,5.0,0.5
2251344,2026-07-11,2026-07,9.0,8.5,5.0,5.0,-3.5
2251345,2026-07-11,2026-07,9.5,3.5,5.5,5.5,2.0
2251346,2026-07-11,2026-07,8.5,5.5,5.0,4.5,-0.5
2251347,2026-07-11,2026-07,8.0,4.5,4.5,4.5,0.0
2251348,2026-07-12,2026-07,8.5,4.5,4.0,4.5,-0.5
2251349,2026-07-12,2026-07,9.5,5.5,5.5,5.5,0.0
2251350,2026-07-12,2026-07,9.5,4.5,4.5,5.5,0.0
2251351,2026-07-12,2026-07,9.0,4.5,5.5,5.0,1.0
2251352,2026-07-12,2026-07,8.0,4.5,4.5,4.5,0.0
2251353,2026-07-12,2026-07,8.0,4.5,4.5,4.5,0.0
2251354,2026-07-12,2026-07,7.0,3.5,4.0,4.0,0.5
2251355,2026-07-12,2026-07,7.5,4.5,4.5,4.0,0.0
2251356,2026-07-12,2026-07,9.0,4.5,5.0,5.0,0.5
2251357,2026-07-12,2026-07,8.5,4.5,4.5,4.5,0.0
2251358,2026-07-12,2026-07,7.5,4.5,4.5,4.0,0.0
2251359,2026-07-12,2026-07,9.0,4.5,4.5,5.0,0.0
2251360,2026-07-12,2026-07,9.0,4.5,4.5,5.0,0.0
2251361,2026-07-12,2026-07,8.5,4.5,4.5,4.5,0.0
2251362,2026-07-16,2026-07,9.5,1.5,5.5,5.5,4.0
2251363,2026-07-17,2026-07,9.0,2.5,5.0,5.0,2.5
2251364,2026-07-17,2026-07,8.5,8.5,4.5,4.5,-4.0
2251365,2026-07-18,2026-07,7.5,4.5,4.0,4.0,-0.5
2251366,2026-07-17,2026-07,9.0,4.5,5.0,5.0,0.5
2251367,2026-07-17,2026-07,8.0,4.5,4.5,4.5,0.0
2251368,2026-07-17,2026-07,8.0,3.5,4.5,4.5,1.0
2251369,2026-07-17,2026-07,11.0,6.5,6.0,6.0,-0.5
2251370,2026-07-17,2026-07,8.5,4.5,4.5,4.5,0.0
2251371,2026-07-17,2026-07,10.0,5.5,5.5,5.5,0.0
2251372,2026-07-17,2026-07,12.0,6.5,6.5,6.5,0.0
2251373,2026-07-17,2026-07,8.5,4.5,4.5,4.5,0.0
2251374,2026-07-17,2026-07,10.5,5.5,5.5,6.0,0.0
2251375,2026-07-17,2026-07,7.0,3.5,4.0,4.0,0.5
2251376,2026-07-18,2026-07,8.5,4.5,5.5,4.5,1.0
2251377,2026-07-18,2026-07,9.0,4.5,4.5,5.0,0.0
2251378,2026-07-18,2026-07,12.5,6.5,7.0,7.0,0.5
2251379,2026-07-18,2026-07,8.5,4.5,4.5,4.5,0.0
2251380,2026-07-18,2026-07,9.0,4.5,4.5,5.0,0.0
2251381,2026-07-18,2026-07,8.5,4.5,4.5,4.5,0.0
2251382,2026-07-18,2026-07,11.0,6.5,6.0,6.0,-0.5
2251383,2026-07-18,2026-07,9.5,5.5,5.5,5.5,0.0
2251384,2026-07-18,2026-07,9.0,4.5,5.0,5.0,0.5
2251385,2026-07-18,2026-07,8.0,4.5,4.5,4.5,0.0
2251386,2026-07-18,2026-07,7.0,3.5,3.5,4.0,0.0
2251387,2026-07-19,2026-07,8.0,3.5,4.5,4.5,1.0
2251388,2026-07-18,2026-07,11.5,6.5,6.5,6.5,0.0
2251389,2026-07-18,2026-07,8.0,4.5,4.5,4.5,0.0
2251390,2026-07-19,2026-07,8.0,4.5,4.5,4.5,0.0
2251391,2026-07-19,2026-07,8.5,4.5,4.5,4.5,0.0
2251392,2026-07-19,2026-07,8.5,4.5,5.0,4.5,0.5
2251393,2026-07-19,2026-07,8.5,4.5,4.5,4.5,0.0
2251394,2026-07-19,2026-07,7.0,3.5,4.0,4.0,0.5
2251395,2026-07-19,2026-07,8.5,4.5,4.5,4.5,0.0
2251396,2026-07-19,2026-07,9.5,5.5,5.5,5.5,0.0
2251397,2026-07-19,2026-07,8.0,4.5,4.5,4.5,0.0
2251398,2026-07-19,2026-07,7.5,4.5,4.5,4.0,0.0
2251399,2026-07-19,2026-07,11.0,5.5,6.0,6.0,0.5
2251400,2026-07-19,2026-07,10.5,5.5,6.0,6.0,0.5
2251401,2026-07-19,2026-07,9.5,5.5,5.0,5.5,-0.5
2251402,2026-07-19,2026-07,7.0,3.5,4.0,4.0,0.5
2251403,2026-07-19,2026-07,9.0,3.5,4.0,5.0,0.5
2251404,2026-07-20,2026-07,7.5,10.5,4.0,4.0,-6.5
2251405,2026-07-20,2026-07,8.0,11.5,4.5,4.5,-7.0
2251406,2026-07-20,2026-07,7.5,3.5,4.0,4.0,0.5
2251407,2026-07-20,2026-07,8.5,5.5,4.5,4.5,-1.0
2251408,2026-07-20,2026-07,8.5,4.5,4.5,4.5,0.0
2251409,2026-07-20,2026-07,9.0,5.5,5.0,5.0,-0.5
2251410,2026-07-20,2026-07,10.0,3.5,5.5,5.5,2.0
2251411,2026-07-20,2026-07,7.5,3.5,4.0,4.0,0.5
2251412,2026-07-20,2026-07,11.5,6.5,6.5,6.5,0.0
2251413,2026-07-20,2026-07,7.5,4.5,4.0,4.0,-0.5
2251414,2026-07-20,2026-07,9.0,4.5,4.5,5.0,0.0
2251415,2026-07-20,2026-07,12.0,6.5,6.5,6.5,0.0
2251416,2026-07-20,2026-07,7.5,3.5,4.0,4.0,0.5
2251417,2026-07-20,2026-07,9.0,4.5,4.5,5.0,0.0
2251418,2026-07-21,2026-07,8.0,4.5,4.5,4.5,0.0
2251419,2026-07-21,2026-07,9.0,4.5,5.0,5.0,0.5
2251420,2026-07-22,2026-07,9.0,5.5,4.5,5.0,-1.0
2251421,2026-07-21,2026-07,7.5,4.5,4.0,4.0,-0.5
2251422,2026-07-22,2026-07,9.5,5.5,5.5,5.5,0.0
2251423,2026-07-21,2026-07,9.0,5.5,5.0,5.0,-0.5
2251424,2026-07-21,2026-07,9.0,3.5,5.5,5.0,2.0
2251425,2026-07-21,2026-07,8.5,4.5,4.5,4.5,0.0
2251426,2026-07-21,2026-07,7.5,3.5,4.5,4.0,1.0
2251427,2026-07-21,2026-07,8.5,4.5,4.5,4.5,0.0
2251428,2026-07-21,2026-07,9.5,5.5,5.0,5.5,-0.5
2251429,2026-07-21,2026-07,13.0,7.5,7.0,7.0,-0.5
2251430,2026-07-21,2026-07,9.0,5.5,5.0,5.0,-0.5
2251431,2026-07-21,2026-07,7.5,3.5,4.0,4.0,0.5
2251432,2026-07-22,2026-07,9.5,5.5,5.5,5.5,0.0
2251433,2026-07-22,2026-07,8.5,4.5,5.0,4.5,0.5
2251434,2026-07-22,2026-07,7.5,4.5,4.0,4.0,-0.5
2251435,2026-07-22,2026-07,11.5,6.5,6.5,6.5,0.0
2251436,2026-07-22,2026-07,8.0,4.5,4.5,4.5,0.0
2251437,2026-07-22,2026-07,8.5,4.5,5.0,4.5,0.5
2251438,2026-07-22,2026-07,8.0,10.5,4.5,4.5,-6.0
2251439,2026-07-22,2026-07,9.5,3.5,5.5,5.5,2.0
2251440,2026-07-22,2026-07,7.5,3.5,4.5,4.0,1.0
2251441,2026-07-22,2026-07,9.0,4.5,4.5,5.0,0.0
2251442,2026-07-22,2026-07,8.5,4.5,4.5,4.5,0.0
2251443,2026-07-22,2026-07,8.0,4.5,4.5,4.5,0.0
2251444,2026-07-22,2026-07,8.5,4.5,4.5,4.5,0.0
2251445,2026-07-22,2026-07,8.0,4.5,4.5,4.5,0.0
