gameId,gameDate,matchup,mlbGamePk,actualF5Away,actualF5Home,actualF5Total,lsF5,f5AwayRunLine,f5Total,modelF5AwayWinPct,modelF5HomeWinPct,modelF5AwayRLCoverPct,modelF5AwayScore,modelF5HomeScore,modelF5OverRate,stored_f5MlResult,derived_f5MlResult,f5Ml_status,stored_f5MlCorrect,derived_f5MlCorrect,stored_f5RlResult,derived_f5Rl_probConv,derived_f5Rl_marginConv,f5Rl_status,f5Rl_convDisagree,stored_f5RlCorrect,derived_f5RlCorrect_probConv,derived_f5RlCorrect_marginConv,stored_f5TotalResult,derived_f5TotalResult,f5Total_status,stored_f5TotalCorrect,derived_f5TotalCorrect,stored_brierF5Ml,derived_brierF5Ml_away,derived_brierF5Ml_home,brierF5Ml_status,stored_brierF5Total,derived_brierF5Total,brierF5Total_status,f5BacktestRunAt
2251162,2026-06-27,KC@CWS 2026-06-27,824581,0,0,0,0-0,,,42.28,41.56,50.43,2.24,2.21,0.43,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251163,2026-06-27,WSH@BAL 2026-06-27,824825,2,1,3,2-1,,,42.74,41.18,50.93,2.29,2.23,0.38,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.327871,0.327871,0.169579,match-away-base,,,both-null,1784992359459
2251164,2026-06-27,SEA@CLE 2026-06-27,824421,0,4,4,0-4,,,46.97,35.91,56.67,2.17,1.78,0.43,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.220618,0.220618,0.410753,match-away-base,,,both-null,1784992359459
2251165,2026-06-27,COL@MIN 2026-06-27,823689,3,1,4,3-1,,,33.39,52.31,38.96,2.36,3.22,0.45,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.443689,0.443689,0.273634,match-away-base,,,both-null,1784992359459
2251166,2026-06-27,CHC@MIL 2026-06-27,823770,2,2,4,2-2,,,36.18,48.34,42.8,2.13,2.62,0.47,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251167,2026-06-27,MIA@STL 2026-06-27,823038,4,0,4,4-0,,,38.12,45.64,45.51,2.06,2.35,0.42,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.382913,0.382913,0.208301,match-away-base,,,both-null,1784992359459
2251168,2026-06-27,LAD@SD 2026-06-27,823283,1,1,2,1-1,,,50.22,33.33,60.11,2.41,1.79,0.39,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251169,2026-06-27,ATL@SF 2026-06-27,823207,0,5,5,0-5,,,37.75,45.48,45.35,1.93,2.21,0.38,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.142506,0.142506,0.297243,match-away-base,,,both-null,1784992359459
2251170,2026-06-27,ATH@LAA 2026-06-27,824015,1,2,3,1-2,,,37.86,46.22,45.03,2.1,2.43,0.44,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.143338,0.143338,0.289229,match-away-base,,,both-null,1784992359459
2253513,2026-06-27,ARI@TB 2026-06-27,822960,1,3,4,1-3,,,39.46,44.31,47.1,2.12,2.3,0.42,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.155709,0.155709,0.310138,match-away-base,,,both-null,1784992359459
2251171,2026-06-28,WSH@BAL 2026-06-28,824821,5,2,7,5-2,,,39.11,46.03,45.93,2.49,2.8,0.47,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.370759,0.370759,0.211876,match-away-base,,,both-null,1784992359459
2251172,2026-06-28,CIN@PIT 2026-06-28,823362,4,5,9,4-5,,,40.61,44.58,47.67,2.56,2.73,0.53,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.164917,0.164917,0.307138,match-away-base,,,both-null,1784992359459
2251173,2026-06-28,TEX@TOR 2026-06-28,822795,1,0,1,1-0,,,37.45,46.62,44.54,2.12,2.47,0.45,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.39125,0.39125,0.217342,match-away-base,,,both-null,1784992359459
2251174,2026-06-28,HOU@DET 2026-06-28,824256,0,3,3,0-3,,,49.36,34.48,58.87,2.48,1.91,0.42,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.243641,0.243641,0.429287,match-away-base,,,both-null,1784992359459
2251175,2026-06-28,SEA@CLE 2026-06-28,824422,3,1,4,3-1,,,44.63,37.83,54.12,2.03,1.79,0.41,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.306584,0.306584,0.143111,match-away-base,,,both-null,1784992359459
2251176,2026-06-28,PHI@NYM 2026-06-28,823608,3,1,4,3-1,,,42.48,41.61,50.52,2.3,2.27,0.44,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.330855,0.330855,0.173139,match-away-base,,,both-null,1784992359459
2251177,2026-06-28,COL@MIN 2026-06-28,823686,1,2,3,1-2,,,42.61,42.3,50.18,2.57,2.55,0.45,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.181561,0.181561,0.332929,match-away-base,,,both-null,1784992359459
2251178,2026-06-28,KC@CWS 2026-06-28,824580,5,4,9,5-4,,,41.87,42.49,49.64,2.34,2.37,0.4,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.33791,0.33791,0.18054,match-away-base,,,both-null,1784992359459
2251179,2026-06-28,CHC@MIL 2026-06-28,823769,0,1,1,0-1,,,39.61,43.1,47.89,1.9,2.03,0.36,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.156895,0.156895,0.323761,match-away-base,,,both-null,1784992359459
2251180,2026-06-28,MIA@STL 2026-06-28,823037,1,2,3,1-2,,,44.84,39.03,53.47,2.35,2.12,0.31,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.201063,0.201063,0.371734,match-away-base,,,both-null,1784992359459
2251181,2026-06-28,ATH@LAA 2026-06-28,824011,1,4,5,1-4,,,42.03,43.43,49.18,2.73,2.78,0.44,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.176652,0.176652,0.320016,match-away-base,,,both-null,1784992359459
2251182,2026-06-28,ATL@SF 2026-06-28,823204,0,0,0,0-0,,,43.52,39.37,52.5,2.06,1.91,0.43,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251183,2026-06-28,LAD@SD 2026-06-28,823281,4,1,5,4-1,,,42.46,40.57,51.13,2.07,2,0.38,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.331085,0.331085,0.164592,match-away-base,,,both-null,1784992359459
2251184,2026-06-28,NYY@BOS 2026-06-28,824744,0,2,2,0-2,,,43.62,39.77,52.31,2.19,2.05,0.4,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.19027,0.19027,0.362765,match-away-base,,,both-null,1784992359459
2253527,2026-06-28,ARI@TB 2026-06-28,822959,0,4,4,0-4,,,31.11,53.11,36.94,1.84,2.7,0.51,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.096783,0.096783,0.219867,match-away-base,,,both-null,1784992359459
2251185,2026-06-29,CWS@BAL 2026-06-29,824822,2,2,4,2-2,,,42.74,41.93,50.48,2.49,2.46,0.43,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251186,2026-06-29,PIT@PHI 2026-06-29,823444,8,5,13,8-5,,,48.12,36.76,56.69,2.77,2.3,0.51,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.269153,0.269153,0.13513,match-away-base,,,both-null,1784992359459
2251187,2026-06-29,DET@NYY 2026-06-29,823529,7,0,7,7-0,,,42.2,41.86,50.2,2.27,2.26,0.51,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.334084,0.334084,0.175226,match-away-base,,,both-null,1784992359459
2251188,2026-06-29,NYM@TOR 2026-06-29,822792,0,2,2,0-2,,,41.67,41.45,50.14,2.05,2.04,0.38,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.173639,0.173639,0.34281,match-away-base,,,both-null,1784992359459
2251189,2026-06-29,WSH@BOS 2026-06-29,824741,1,6,7,1-6,,,38.69,44.91,46.28,2.04,2.27,0.41,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.149692,0.149692,0.303491,match-away-base,,,both-null,1784992359459
2251190,2026-06-29,TEX@CLE 2026-06-29,824420,1,2,3,1-2,,,40.23,41.91,48.97,1.81,1.87,0.39,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.161845,0.161845,0.337445,match-away-base,,,both-null,1784992359459
2251191,2026-06-29,CIN@MIL 2026-06-29,823771,3,0,3,3-0,,,40.19,44.59,47.4,2.41,2.59,0.5,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.357724,0.357724,0.198827,match-away-base,,,both-null,1784992359459
2251192,2026-06-29,SD@CHC 2026-06-29,824662,2,2,4,2-2,,,35.66,48.42,42.41,2.01,2.51,0.19,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251193,2026-06-29,MIN@HOU 2026-06-29,824176,2,1,3,2-1,,,38.36,45.92,45.52,2.17,2.47,0.39,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.379949,0.379949,0.210865,match-away-base,,,both-null,1784992359459
2251194,2026-06-29,MIA@COL 2026-06-29,824339,6,5,11,6-5,,,53.14,33.45,61.37,3.71,2.72,0.49,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.219586,0.219586,0.11189,match-away-base,,,both-null,1784992359459
2251195,2026-06-29,LAD@ATH 2026-06-29,824986,5,3,8,5-3,,,37.03,48.04,43.53,2.35,2.82,0.35,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.396522,0.396522,0.230784,match-away-base,,,both-null,1784992359459
2251196,2026-06-29,LAA@SEA 2026-06-29,823121,2,3,5,2-3,,,36.18,47.83,43.07,2.02,2.48,0.43,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.130899,0.130899,0.272171,match-away-base,,,both-null,1784992359459
2253549,2026-06-29,SF@ARI 2026-06-29,825065,1,4,5,1-4,,,40.45,44.27,47.75,2.4,2.55,0.49,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.16362,0.16362,0.310583,match-away-base,,,both-null,1784992359459
2251197,2026-06-30,CWS@BAL 2026-06-30,824819,9,3,12,9-3,,,42.99,42.47,50.3,2.76,2.74,0.39,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.325014,0.325014,0.18037,match-away-base,,,both-null,1784992359459
2251198,2026-06-30,TEX@CLE 2026-06-30,824418,2,2,4,2-2,,,41.12,41.15,49.98,1.87,1.88,0.4,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251199,2026-06-30,PIT@PHI 2026-06-30,823445,0,2,2,0-2,,,43.17,41.77,50.82,2.58,2.53,0.51,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.186365,0.186365,0.339073,match-away-base,,,both-null,1784992359459
2251200,2026-06-30,DET@NYY 2026-06-30,823528,6,1,7,6-1,,,37.33,46.36,44.61,1.99,2.33,0.48,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.392753,0.392753,0.214925,match-away-base,,,both-null,1784992359459
2251201,2026-06-30,NYM@TOR 2026-06-30,822793,1,0,1,1-0,,,45.36,38.34,54.19,2.32,2.06,0.42,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.298553,0.298553,0.146996,match-away-base,,,both-null,1784992359459
2251202,2026-06-30,WSH@BOS 2026-06-30,824742,1,1,2,1-1,,,42.14,41.8,50.2,2.27,2.27,0.32,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251203,2026-06-30,STL@ATL 2026-06-30,824907,4,1,5,4-1,,,37.82,45.67,45.3,1.98,2.27,0.29,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.386635,0.386635,0.208575,match-away-base,,,both-null,1784992359459
2251204,2026-06-30,TB@KC 2026-06-30,824096,8,3,11,8-3,,,41.4,42.88,49.13,2.31,2.37,0.29,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.343396,0.343396,0.183869,match-away-base,,,both-null,1784992359459
2251205,2026-06-30,CIN@MIL 2026-06-30,823768,1,6,7,1-6,,,37.84,46.59,44.82,2.2,2.55,0.47,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.143187,0.143187,0.285263,match-away-base,,,both-null,1784992359459
2251206,2026-06-30,SD@CHC 2026-06-30,824661,3,8,11,3-8,,,38.37,45.93,45.52,2.19,2.48,0.24,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.147226,0.147226,0.292356,match-away-base,,,both-null,1784992359459
2251207,2026-06-30,MIN@HOU 2026-06-30,824175,4,6,10,4-6,,,47.45,37.2,56.05,2.66,2.24,0.49,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.22515,0.22515,0.394384,match-away-base,,,both-null,1784992359459
2251208,2026-06-30,MIA@COL 2026-06-30,824338,5,1,6,5-1,,,48.57,37.43,56.47,3.25,2.72,0.38,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.264504,0.264504,0.1401,match-away-base,,,both-null,1784992359459
2251209,2026-06-30,LAD@ATH 2026-06-30,824984,5,1,6,5-1,,,51.74,34.06,60.3,3.26,2.45,0.41,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.232903,0.232903,0.116008,match-away-base,,,both-null,1784992359459
2251210,2026-06-30,LAA@SEA 2026-06-30,823122,0,0,0,0-0,,,37.34,45.26,45.2,1.79,2.07,0.41,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2253564,2026-06-30,SF@ARI 2026-06-30,825066,0,6,6,0-6,,,45.42,39.35,53.58,2.63,2.38,0.38,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.206298,0.206298,0.367842,match-away-base,,,both-null,1784992359459
2251211,2026-07-01,CWS@BAL 2026-07-01,824818,1,4,5,1-4,,,39.54,44.97,46.79,2.3,2.53,0.36,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.156341,0.156341,0.30283,match-away-base,,,both-null,1784992359459
2251212,2026-07-01,TEX@CLE 2026-07-01,824419,1,5,6,1-5,,,42.36,40.65,51.03,2.06,2,0.44,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.179437,0.179437,0.352242,match-away-base,,,both-null,1784992359459
2251213,2026-07-01,WSH@BOS 2026-07-01,824740,7,0,7,7-0,,,36.66,47.07,43.78,1.99,2.38,0.3,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.401196,0.401196,0.221558,match-away-base,,,both-null,1784992359459
2251214,2026-07-01,DET@NYY 2026-07-01,823530,1,0,1,1-0,,,47.95,36.17,57,2.51,2.05,0.32,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.27092,0.27092,0.130827,match-away-base,,,both-null,1784992359459
2251215,2026-07-01,SD@CHC 2026-07-01,824660,2,13,15,2-13,,,42.85,41.2,50.98,2.3,2.24,0.23,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.183612,0.183612,0.345744,match-away-base,,,both-null,1784992359459
2251216,2026-07-01,NYM@TOR 2026-07-01,822791,0,5,5,0-5,,,36.89,46.97,43.99,2.02,2.41,0.37,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.136087,0.136087,0.281218,match-away-base,,,both-null,1784992359459
2251217,2026-07-01,PIT@PHI 2026-07-01,823446,4,8,12,4-8,,,38.68,45,46.23,2.05,2.29,0.41,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.149614,0.149614,0.3025,match-away-base,,,both-null,1784992359459
2251218,2026-07-01,STL@ATL 2026-07-01,824905,1,2,3,1-2,,,43.77,39.83,52.35,2.24,2.08,0.35,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.191581,0.191581,0.362043,match-away-base,,,both-null,1784992359459
2251219,2026-07-01,TB@KC 2026-07-01,824094,2,0,2,2-0,,,45.32,39.1,53.68,2.52,2.28,0.36,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.29899,0.29899,0.152881,match-away-base,,,both-null,1784992359459
2251220,2026-07-01,MIN@HOU 2026-07-01,824174,7,1,8,7-1,,,42.31,42.16,50.09,2.41,2.41,0.47,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.332814,0.332814,0.177747,match-away-base,,,both-null,1784992359459
2251221,2026-07-01,CIN@MIL 2026-07-01,823767,2,2,4,2-2,,,40.96,43.15,48.7,2.24,2.33,0.44,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251222,2026-07-01,MIA@COL 2026-07-01,824337,2,5,7,2-5,,,51.47,34.55,59.84,3.35,2.56,0.43,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.264916,0.264916,0.42837,match-away-base,,,both-null,1784992359459
2251223,2026-07-01,LAD@ATH 2026-07-01,824985,1,6,7,1-6,,,45.66,40.33,53.1,3.12,2.86,0.55,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.208484,0.208484,0.356051,match-away-base,,,both-null,1784992359459
2253578,2026-07-01,SF@ARI 2026-07-01,825064,3,0,3,3-0,,,46.54,38.73,54.58,2.84,2.5,0.42,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.285797,0.285797,0.150001,match-away-base,,,both-null,1784992359459
2251224,2026-07-02,PIT@PHI 2026-07-02,823442,1,1,2,1-1,,,41.02,44.29,48.08,2.63,2.77,0.43,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251225,2026-07-02,CIN@MIL 2026-07-02,823765,5,1,6,5-1,,,35.23,48.01,42.33,1.81,2.28,0.45,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.419515,0.419515,0.230496,match-away-base,,,both-null,1784992359459
2251226,2026-07-02,MIA@COL 2026-07-02,824335,4,5,9,4-5,,,48.15,38.56,55.53,3.57,3.09,0.46,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.231842,0.231842,0.377487,match-away-base,,,both-null,1784992359459
2251227,2026-07-02,CWS@CLE 2026-07-02,824416,3,2,5,3-2,,,42.09,41.2,50.53,2.13,2.09,0.4,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.335357,0.335357,0.169744,match-away-base,,,both-null,1784992359459
2251228,2026-07-02,STL@ATL 2026-07-02,824906,3,5,8,3-5,,,38.3,44.93,46.02,1.93,2.17,0.32,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.146689,0.146689,0.30327,match-away-base,,,both-null,1784992359459
2251229,2026-07-02,TB@KC 2026-07-02,824093,5,1,6,5-1,,,48.16,36.05,57.19,2.57,2.08,0.29,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.268739,0.268739,0.12996,match-away-base,,,both-null,1784992359459
2251230,2026-07-02,DET@TEX 2026-07-02,822884,3,5,8,3-5,,,41.63,41.16,50.28,1.98,1.96,0.42,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.173306,0.173306,0.346215,match-away-base,,,both-null,1784992359459
2251231,2026-07-02,LAA@SEA 2026-07-02,823119,0,0,0,0-0,,,35.17,46.53,43.05,1.57,1.94,0.36,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251232,2026-07-02,SD@LAD 2026-07-02,823935,6,10,16,6-10,,,36.27,48.68,42.7,2.28,2.8,0.45,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.131551,0.131551,0.263374,match-away-base,,,both-null,1784992359459
2251233,2026-07-03,STL@CHC 2026-07-03,824659,14,0,14,14-0,,,47.41,37.63,55.75,2.76,2.35,0.34,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.276571,0.276571,0.141602,match-away-base,,,both-null,1784992359459
2251234,2026-07-03,PIT@WSH 2026-07-03,822714,1,5,6,1-5,,,37.98,47.2,44.59,2.43,2.83,0.41,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.144248,0.144248,0.278784,match-away-base,,,both-null,1784992359459
2251235,2026-07-03,MIN@NYY 2026-07-03,823527,2,3,5,2-3,,,42.75,42.33,50.25,2.6,2.58,0.4,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.182756,0.182756,0.332583,match-away-base,,,both-null,1784992359459
2251236,2026-07-03,BAL@CIN 2026-07-03,824498,3,0,3,3-0,,,46.44,38.44,54.72,2.7,2.36,0.39,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.286867,0.286867,0.147763,match-away-base,,,both-null,1784992359459
2251237,2026-07-03,CWS@CLE 2026-07-03,824417,3,1,4,3-1,,,40.15,43.55,47.97,2.13,2.25,0.42,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.358202,0.358202,0.18966,match-away-base,,,both-null,1784992359459
2251238,2026-07-03,NYM@ATL 2026-07-03,824904,2,4,6,2-4,,,43.17,40.3,51.72,2.18,2.07,0.29,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.186365,0.186365,0.356409,match-away-base,,,both-null,1784992359459
2251239,2026-07-03,SF@COL 2026-07-03,824336,2,14,16,2-14,,,50,35.72,58.33,3.16,2.5,0.4,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.25,0.25,0.413192,match-away-base,,,both-null,1784992359459
2251240,2026-07-03,TB@HOU 2026-07-03,824173,0,0,0,0-0,,,44.02,40.26,52.23,2.43,2.28,0.46,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251241,2026-07-03,BOS@LAA 2026-07-03,824013,5,0,5,5-0,,,40.67,42.6,48.84,2.05,2.12,0.39,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.352005,0.352005,0.181476,match-away-base,,,both-null,1784992359459
2251242,2026-07-03,MIA@ATH 2026-07-03,824982,7,5,12,7-5,,,44.23,41.43,51.63,2.89,2.76,0.4,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.311029,0.311029,0.171644,match-away-base,,,both-null,1784992359459
2251243,2026-07-03,SD@LAD 2026-07-03,823933,2,0,2,2-0,,,33.96,49.49,40.7,1.8,2.38,0.39,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.436128,0.436128,0.244926,match-away-base,,,both-null,1784992359459
2251244,2026-07-03,TOR@SEA 2026-07-03,823120,2,0,2,2-0,,,42.77,39.44,52.03,1.92,1.81,0.4,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.327527,0.327527,0.155551,match-away-base,,,both-null,1784992359459
2253598,2026-07-03,MIL@ARI 2026-07-03,825062,3,3,6,3-3,,,43.63,40.95,51.59,2.49,2.38,0.48,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251245,2026-07-04,PIT@WSH 2026-07-04,822716,5,1,6,5-1,,,49.85,35.98,58.08,3.2,2.55,0.47,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.251502,0.251502,0.129456,match-away-base,,,both-null,1784992359459
2251246,2026-07-04,MIN@NYY 2026-07-04,823526,6,4,10,6-4,,,39.62,44.86,46.89,2.3,2.51,0.36,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.364574,0.364574,0.201242,match-away-base,,,both-null,1784992359459
2251247,2026-07-04,DET@TEX 2026-07-04,822882,3,0,3,3-0,,,40.96,42.18,49.27,2.03,2.07,0.38,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.348572,0.348572,0.177915,match-away-base,,,both-null,1784992359459
2251248,2026-07-04,TOR@SEA 2026-07-04,823118,0,7,7,0-7,,,41.04,40.75,50.18,1.79,1.78,0.37,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.168428,0.168428,0.351056,match-away-base,,,both-null,1784992359459
2251249,2026-07-04,BAL@CIN 2026-07-04,824499,8,4,12,8-4,,,39.65,43.7,47.57,2.04,2.19,0.34,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.364212,0.364212,0.190969,match-away-base,,,both-null,1784992359459
2251250,2026-07-04,TB@HOU 2026-07-04,824171,7,5,12,7-5,,,44.57,38.42,53.71,2.13,1.91,0.44,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.307248,0.307248,0.14761,match-away-base,,,both-null,1784992359459
2251251,2026-07-04,CWS@CLE 2026-07-04,824415,1,1,2,1-1,,,39.53,43.2,47.78,1.89,2.02,0.42,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2251252,2026-07-04,STL@CHC 2026-07-04,824658,2,0,2,2-0,,,38.14,46.39,45.12,2.23,2.56,0.47,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.382666,0.382666,0.215203,match-away-base,,,both-null,1784992359459
2251253,2026-07-04,NYM@ATL 2026-07-04,824903,1,6,7,1-6,,,40.24,42.98,48.35,2.03,2.13,0.39,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.161926,0.161926,0.325128,match-away-base,,,both-null,1784992359459
2251254,2026-07-04,SF@COL 2026-07-04,824334,6,3,9,6-3,,,49.56,36.26,57.75,3.16,2.55,0.36,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.254419,0.254419,0.131479,match-away-base,,,both-null,1784992359459
2251255,2026-07-04,PHI@KC 2026-07-04,824092,3,1,4,3-1,,,43.31,40.55,51.65,2.26,2.16,0.37,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.321376,0.321376,0.16443,match-away-base,,,both-null,1784992359459
2251256,2026-07-04,BOS@LAA 2026-07-04,824012,7,1,8,7-1,,,48.44,35.92,57.42,2.58,2.09,0.46,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.265843,0.265843,0.129025,match-away-base,,,both-null,1784992359459
2251257,2026-07-04,MIA@ATH 2026-07-04,824983,4,0,4,4-0,,,49.52,36.66,57.46,3.39,2.76,0.46,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.254823,0.254823,0.134396,match-away-base,,,both-null,1784992359459
2251258,2026-07-04,SD@LAD 2026-07-04,823932,0,1,1,0-1,,,31.91,53.14,37.52,2.09,2.99,0.51,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.101825,0.101825,0.219586,match-away-base,,,both-null,1784992359459
2253614,2026-07-04,MIL@ARI 2026-07-04,825063,2,3,5,2-3,,,55.57,29.39,65.4,3,1.91,0.43,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.308802,0.308802,0.498577,match-away-base,,,both-null,1784992359459
