gameId,gamePk,gameDate,month,away,home,series,market,prob,proj_value,proj_exp,line,actual_f5_away,actual_f5_home,actual_value,actual_side,pick,pick_alt,result,correct,correct_alt,brier,brier_abs,logloss,signed_error,signed_error_exp,is_push,graded,has_proj,has_line,has_actual,actual_src,quarantined,line_source_match
2250016,823163,2026-03-26,2026-03,CLE,SEA,wf-19288f01-p1,f5_ml,0.3837,,,+162,3.0,3.0,TIE,PUSH,HOME,HOME,PUSH,,,,0.14722569,,,,1,1,1,1,1,games,0,
2250016,823163,2026-03-26,2026-03,CLE,SEA,wf-19288f01-p1,f5_rl,0.5665,,,0.5,3.0,3.0,AWAY,AWAY,AWAY,,WIN,1,,0.18792224999999999,,0.568278198514076,,,0,1,1,1,1,games,0,
2250016,823163,2026-03-26,2026-03,CLE,SEA,wf-19288f01-p1,f5_total,0.4798,3.846,3.846,3.5,3.0,3.0,6.0,OVER,UNDER,,LOSS,0,,0.27060804,,0.7343859285765428,-2.154,-2.154,0,1,1,1,1,games,0,1
2250016,823163,2026-03-26,2026-03,CLE,SEA,wf-19288f01-p2,f5_ml,0.3837,,,+162,3.0,3.0,TIE,PUSH,HOME,HOME,PUSH,,,,0.14722569,,,,1,1,1,1,1,games,0,
2250016,823163,2026-03-26,2026-03,CLE,SEA,wf-19288f01-p2,f5_rl,0.5665,,,0.5,3.0,3.0,AWAY,AWAY,AWAY,,WIN,1,,0.18792224999999999,,0.568278198514076,,,0,1,1,1,1,games,0,
2250016,823163,2026-03-26,2026-03,CLE,SEA,wf-19288f01-p2,f5_total,0.4798,3.846,3.846,3.5,3.0,3.0,6.0,OVER,UNDER,,LOSS,0,,0.27060804,,0.7343859285765428,-2.154,-2.154,0,1,1,1,1,games,0,1
2250017,823243,2026-03-27,2026-03,NYY,SF,live,f5_ml,0.4813,,,-145,0.0,0.0,TIE,PUSH,HOME,AWAY,PUSH,,,,0.23164969000000002,,,,1,1,1,1,1,games,1,
2250017,823243,2026-03-27,2026-03,NYY,SF,live,f5_rl,0.5745,,,-0.5,0.0,0.0,HOME,HOME,AWAY,,LOSS,0,,0.33005025,,0.8544903309687083,,,0,1,1,1,1,games,1,
2250017,823243,2026-03-27,2026-03,NYY,SF,live,f5_total,0.41,4.5,4.359999999999999,4.5,0.0,0.0,0.0,UNDER,UNDER,,WIN,1,,0.16809999999999997,,0.5276327420823718,4.5,4.359999999999999,0,1,1,1,1,games,1,1
2250017,823243,2026-03-27,2026-03,NYY,SF,wf-19288f01-p1,f5_ml,0.4284,,,-145,0.0,0.0,TIE,PUSH,HOME,AWAY,PUSH,,,,0.18352656,,,,1,1,1,1,1,games,0,
2250017,823243,2026-03-27,2026-03,NYY,SF,wf-19288f01-p1,f5_rl,0.5978,,,-0.5,0.0,0.0,HOME,HOME,AWAY,,LOSS,0,,0.35736484,,0.9108058016435854,,,0,1,1,1,1,games,0,
2250017,823243,2026-03-27,2026-03,NYY,SF,wf-19288f01-p1,f5_total,0.4085,4.306,4.306,4.5,0.0,0.0,0.0,UNDER,UNDER,,WIN,1,,0.16687224999999997,,0.5250935955636955,4.306,4.306,0,1,1,1,1,games,0,1
2250017,823243,2026-03-27,2026-03,NYY,SF,wf-19288f01-p2,f5_ml,0.4284,,,-145,0.0,0.0,TIE,PUSH,HOME,AWAY,PUSH,,,,0.18352656,,,,1,1,1,1,1,games,0,
2250017,823243,2026-03-27,2026-03,NYY,SF,wf-19288f01-p2,f5_rl,0.5978,,,-0.5,0.0,0.0,HOME,HOME,AWAY,,LOSS,0,,0.35736484,,0.9108058016435854,,,0,1,1,1,1,games,0,
2250017,823243,2026-03-27,2026-03,NYY,SF,wf-19288f01-p2,f5_total,0.4085,4.306,4.306,4.5,0.0,0.0,0.0,UNDER,UNDER,,WIN,1,,0.16687224999999997,,0.5250935955636955,4.306,4.306,0,1,1,1,1,games,0,1
