gameId,gameDate,awayTeam,homeTeam,mlbGamePk,modelRunAt,actualF5Away,actualF5Home,actualF5Total,live_awayWinPct,live_homeWinPct,live_pushPct,live_pushRaw,live_awayRlCoverPct,live_homeRlCoverPct,live_overRate,live_underRate,live_f5Total,book_f5Total,book_f5AwayRunLine,book_bookTotal,p1_pF5AwayMl,p1_projF5Total,p1_pF5Over,p1_pF5AwayRl,p1_projTotal,p1_projAwayScore,p1_projHomeScore,p1_pAwayMl,p2_pF5AwayMl,p2_projF5Total,p2_pF5Over,p2_pF5AwayRl,p2_projTotal,calib_month,calib_seed,calib_league_env_mult,calib_T_f5,calib_f5_total_sd
2250895,2026-06-05,NYM,SD,823293,1780624163189,4,0,4.0,38.45,43.56,0.1800,0.1995,46.88,53.12,0.38,0.62,4.0,,,7.0,0.39660,3.962,0.42850,0.57670,7.440,3.440,4.000,0.41540,0.43365,4.023,0.43630,0.57670,7.555,2026-06,False,1.01551,1.572,3.0969
2250896,2026-06-05,LAA,LAD,823943,1780624163271,0,0,0.0,40.75,43.30,0.1595,0.1654,48.49,51.51,0.44,0.56,4.5,,,8.5,0.41660,4.593,0.44570,0.57850,8.550,4.100,4.450,0.43920,0.44665,4.664,0.45481,0.57850,8.683,2026-06,False,1.01551,1.572,3.0969
2250897,2026-06-06,SEA,DET,824269,1780730450431,4,0,4.0,44.03,38.35,0.1763,0.1933,53.45,46.55,0.33,0.67,4.5,,,9.0,0.43820,3.793,0.28520,0.62160,7.160,3.610,3.550,0.47660,0.46057,3.852,0.29169,0.62160,7.271,2026-06,False,1.01551,1.572,3.0969
2250898,2026-06-06,KC,MIN,823697,1780730450448,1,1,2.0,35.46,48.91,0.1563,0.1600,42.03,57.97,0.46,0.54,4.5,,,8.5,0.34030,4.960,0.49240,0.49210,9.300,3.820,5.480,0.33340,0.39626,5.037,0.50231,0.49210,9.444,2026-06,False,1.01551,1.572,3.0969
2250899,2026-06-06,CIN,STL,823048,1780730450462,5,4,9.0,43.85,40.91,0.1523,0.1534,51.73,48.27,0.38,0.62,5.5,,,9.0,0.44610,4.948,0.43240,0.60080,9.220,4.550,4.670,0.45980,0.46563,5.025,0.44216,0.60080,9.363,2026-06,False,1.01551,1.572,3.0969
2250900,2026-06-06,SF,CHC,824669,1780730450477,0,0,0.0,33.59,49.81,0.1659,0.1761,40.28,59.72,0.39,0.61,4.5,,,7.5,0.35140,4.326,0.47860,0.51930,8.130,3.440,4.690,0.35580,0.40375,4.393,0.48724,0.51930,8.256,2026-06,False,1.01551,1.572,3.0969
2250901,2026-06-06,BAL,TOR,822808,1780730450491,1,6,7.0,42.60,41.34,0.1606,0.1672,50.75,49.25,0.43,0.57,4.5,,,8.5,0.36890,4.275,0.40410,0.53870,8.030,3.510,4.520,0.37630,0.41543,4.341,0.41241,0.53870,8.155,2026-06,False,1.01551,1.572,3.0969
2250902,2026-06-06,CWS,PHI,823454,1780730450540,6,1,7.0,47.25,37.27,0.1548,0.1575,55.90,44.10,0.36,0.64,5.5,,,10.0,0.44620,5.132,0.39470,0.59780,9.580,4.820,4.760,0.47790,0.46570,5.212,0.40463,0.59780,9.729,2026-06,False,1.01551,1.572,3.0969
2250903,2026-06-06,ATH,HOU,824184,1780823910892,2,13,15.0,46.27,38.52,0.1521,0.1531,54.57,45.43,0.38,0.62,5.5,,,9.5,0.41440,4.777,0.35130,0.57260,8.930,4.210,4.720,0.42720,0.44523,4.851,0.36021,0.57260,9.069,2026-06,False,1.01551,1.572,3.0969
2250904,2026-06-06,PIT,ATL,824915,1780730450552,3,6,9.0,42.59,40.43,0.1698,0.1825,51.30,48.70,0.37,0.63,4.5,,,8.0,0.42670,4.431,0.42530,0.59210,8.350,4.050,4.300,0.44760,0.45317,4.500,0.43401,0.59210,8.480,2026-06,False,1.01551,1.572,3.0969
2250905,2026-06-06,TB,MIA,823859,1780730450582,0,2,2.0,42.78,39.76,0.1746,0.1906,51.83,48.17,0.34,0.66,4.5,,,7.5,0.44120,3.802,0.40660,0.62460,7.210,3.650,3.560,0.47980,0.46249,3.861,0.41400,0.62460,7.322,2026-06,False,1.01551,1.572,3.0969
2250906,2026-06-06,CLE,TEX,822891,1780823910918,5,0,5.0,38.89,42.59,0.1852,0.2083,47.73,52.27,0.35,0.65,4.0,,,7.5,0.40960,4.143,0.45410,0.58250,7.820,3.710,4.110,0.43250,0.44212,4.207,0.46233,0.58250,7.941,2026-06,False,1.01551,1.572,3.0969
2250908,2026-06-06,MIL,COL,824351,1780730450638,2,1,3.0,54.78,30.72,0.1450,0.1412,64.07,35.93,0.37,0.63,6.0,,,11.0,0.57510,6.017,0.44180,0.70710,10.940,6.550,4.380,0.62000,0.54799,6.110,0.45372,0.70710,11.110,2026-06,False,1.01551,1.572,3.0969
2250909,2026-06-06,LAA,LAD,823942,1780730450652,1,9,10.0,31.05,53.52,0.1543,0.1568,36.72,63.28,0.46,0.54,4.5,,,8.5,0.32280,4.938,0.48880,0.47500,9.170,3.660,5.510,0.31730,0.38430,5.015,0.49866,0.47500,9.312,2026-06,False,1.01551,1.572,3.0969
2250910,2026-06-06,NYM,SD,823292,1780730450666,1,1,2.0,46.63,36.26,0.1711,0.1847,56.25,43.75,0.36,0.64,4.5,,,7.5,0.47520,4.542,0.50740,0.63660,8.410,4.400,4.010,0.50480,0.48422,4.612,0.51647,0.63660,8.540,2026-06,False,1.01551,1.572,3.0969
2250911,2026-06-07,PIT,ATL,824916,1780825814945,2,0,2.0,35.93,47.82,0.1625,0.1704,42.90,57.10,0.36,0.64,5.0,,,8.5,0.41640,4.222,0.39620,0.58750,7.980,3.810,4.170,0.43720,0.44652,4.287,0.40437,0.58750,8.104,2026-06,False,1.01551,1.572,3.0969
2250912,2026-06-07,CWS,PHI,823453,1780825814959,5,7,12.0,43.35,41.34,0.1531,0.1547,51.18,48.82,0.37,0.63,5.5,,,9.0,0.43470,5.017,0.44070,0.58810,9.380,4.630,4.750,0.45990,0.45832,5.095,0.45063,0.58810,9.525,2026-06,False,1.01551,1.572,3.0969
2250913,2026-06-07,BOS,NYY,823537,1780825814928,0,1,1.0,33.77,50.26,0.1597,0.1658,40.19,59.81,0.43,0.57,4.5,,,8.0,0.36520,4.373,0.41690,0.53210,8.130,3.540,4.590,0.37320,0.41297,4.441,0.42547,0.53210,8.256,2026-06,False,1.01551,1.572,3.0969
2250914,2026-06-07,BAL,TOR,822807,1780825814975,4,0,4.0,41.73,42.37,0.1590,0.1646,49.62,50.38,0.45,0.55,4.5,,,8.0,0.40250,4.705,0.46070,0.56210,8.770,4.080,4.700,0.41530,0.43750,4.778,0.47006,0.56210,8.906,2026-06,False,1.01551,1.572,3.0969
2250915,2026-06-07,SEA,DET,824268,1780870515160,1,1,2.0,46.24,38.26,0.1550,0.1579,54.72,45.28,0.48,0.52,4.5,,,8.5,0.43260,4.912,0.48670,0.58690,9.130,4.450,4.680,0.45120,0.45697,4.988,0.49651,0.58690,9.272,2026-06,False,1.01551,1.572,3.0969
2250916,2026-06-07,TB,MIA,823857,1780825815006,1,0,1.0,41.39,42.97,0.1564,0.1602,49.07,50.93,0.46,0.54,4.5,,,7.5,0.41940,4.738,0.53130,0.57820,8.900,4.250,4.640,0.43700,0.44846,4.811,0.54073,0.57820,9.038,2026-06,False,1.01551,1.572,3.0969
2250917,2026-06-07,ATH,HOU,824183,1780825815035,5,0,5.0,46.17,38.60,0.1523,0.1533,54.46,45.54,0.44,0.56,5.0,,,9.0,0.46770,4.732,0.40490,0.62490,8.820,4.550,4.270,0.49400,0.47944,4.805,0.41411,0.62490,8.957,2026-06,False,1.01551,1.572,3.0969
2250918,2026-06-07,KC,MIN,823696,1780825815020,5,1,6.0,43.94,40.33,0.1573,0.1618,52.14,47.86,0.40,0.60,5.0,,,8.5,0.45740,4.749,0.46580,0.61530,8.870,4.520,4.350,0.48450,0.47286,4.823,0.47526,0.61530,9.008,2026-06,False,1.01551,1.572,3.0969
2250919,2026-06-07,CIN,STL,823047,1780825815048,2,3,5.0,38.67,45.16,0.1617,0.1690,46.13,53.87,0.37,0.63,5.0,,,9.5,0.39500,4.350,0.29890,0.56340,8.190,3.740,4.450,0.40630,0.43261,4.417,0.30651,0.56340,8.317,2026-06,False,1.01551,1.572,3.0969
2250920,2026-06-07,CLE,TEX,822890,1780825815064,0,7,7.0,38.79,42.66,0.1855,0.2088,47.62,52.38,0.35,0.65,4.0,,,7.0,0.37100,4.220,0.46450,0.54210,7.980,3.520,4.450,0.38330,0.41682,4.285,0.47291,0.54210,8.104,2026-06,False,1.01551,1.572,3.0969
2250921,2026-06-07,MIL,COL,824349,1780825815078,1,3,4.0,54.75,31.52,0.1373,0.1283,63.46,36.54,0.35,0.65,7.0,,,11.5,0.53100,6.538,0.44440,0.66030,11.890,6.640,5.250,0.55850,0.51974,6.639,0.45736,0.66030,12.074,2026-06,False,1.01551,1.572,3.0969
2250922,2026-06-07,LAA,LAD,823941,1780825815110,6,1,7.0,37.73,46.05,0.1621,0.1698,45.04,54.96,0.42,0.58,4.5,,,8.5,0.39520,4.591,0.44550,0.55660,8.550,3.950,4.600,0.41180,0.43274,4.662,0.45460,0.55660,8.683,2026-06,False,1.01551,1.572,3.0969
2250923,2026-06-07,NYM,SD,823291,1780825815124,4,2,6.0,43.08,38.67,0.1825,0.2038,52.70,47.30,0.37,0.63,4.0,,,7.5,0.44410,4.059,0.44220,0.61860,7.590,3.820,3.770,0.47440,0.46435,4.122,0.45024,0.61860,7.708,2026-06,False,1.01551,1.572,3.0969
2250924,2026-06-07,SF,CHC,824670,1780870515176,1,1,2.0,44.61,39.39,0.1600,0.1662,53.11,46.89,0.44,0.56,4.5,,,8.5,0.46440,4.860,0.47970,0.61960,9.030,4.650,4.380,0.49270,0.47733,4.935,0.48940,0.61960,9.170,2026-06,False,1.01551,1.572,3.0969
2250925,2026-06-08,SEA,BAL,824829,1780948520949,5,1,6.0,48.39,36.19,0.1543,0.1567,57.21,42.79,0.35,0.65,5.5,,,9.5,0.49570,4.975,0.37560,0.64800,9.210,4.970,4.240,0.53000,0.49726,5.052,0.38509,0.64800,9.353,2026-06,False,1.01551,1.572,3.0969
2250926,2026-06-08,BOS,TB,822972,1780948520984,1,2,3.0,44.39,39.14,0.1647,0.1740,53.14,46.86,0.40,0.60,4.5,,,8.0,0.48900,4.713,0.46110,0.64630,8.760,4.650,4.110,0.51680,0.49300,4.786,0.47048,0.64630,8.896,2026-06,False,1.01551,1.572,3.0969
2250927,2026-06-08,NYY,CLE,824427,1780948520968,4,3,7.0,42.54,40.50,0.1696,0.1823,51.23,48.77,0.44,0.56,4.0,,,7.5,0.41590,4.259,0.47030,0.58580,7.940,3.740,4.200,0.42760,0.44620,4.325,0.47879,0.58580,8.063,2026-06,False,1.01551,1.572,3.0969
2250928,2026-06-08,PHI,TOR,822806,1780948521010,5,2,7.0,48.61,35.03,0.1636,0.1723,58.12,41.88,0.47,0.53,4.0,,,7.5,0.49480,4.459,0.49610,0.65820,8.270,4.490,3.780,0.53400,0.49669,4.528,0.50501,0.65820,8.398,2026-06,False,1.01551,1.572,3.0969
2250929,2026-06-08,HOU,LAA,824025,1780948521036,1,3,4.0,55.94,29.44,0.1462,0.1431,65.52,34.48,0.46,0.54,5.0,,,9.5,0.55340,5.078,0.38680,0.70090,9.360,5.490,3.870,0.60050,0.53405,5.157,0.39657,0.70090,9.505,2026-06,False,1.01551,1.572,3.0969
2250930,2026-06-08,CIN,SD,823289,1780948521066,1,1,2.0,40.58,41.63,0.1779,0.1961,49.36,50.64,0.32,0.68,4.5,,,7.5,0.40780,4.001,0.43470,0.58580,7.520,3.560,3.960,0.43030,0.44095,4.063,0.44260,0.58580,7.637,2026-06,False,1.01551,1.572,3.0969
2250931,2026-06-08,WSH,SF,823218,1780948521087,0,0,0.0,37.33,46.83,0.1584,0.1635,44.36,55.64,0.44,0.56,4.5,,,8.0,0.38870,4.266,0.40280,0.55800,8.070,3.650,4.410,0.39930,0.42849,4.332,0.41109,0.55800,8.195,2026-06,False,1.01551,1.572,3.0969
2250932,2026-06-08,MIL,ATH,824998,1780949548251,5,8,13.0,47.29,37.70,0.1501,0.1497,55.64,44.36,0.34,0.66,6.0,,,11.0,0.48320,5.496,0.38480,0.62740,10.100,5.260,4.830,0.49910,0.48931,5.581,0.39536,0.62740,10.257,2026-06,False,1.01551,1.572,3.0969
2250933,2026-06-09,SEA,BAL,824830,1781075456789,3,1,4.0,44.07,40.23,0.1569,0.1611,52.28,47.72,0.46,0.54,4.5,,,8.5,0.47000,4.977,0.49380,0.62260,9.220,4.780,4.440,0.49810,0.48090,5.054,0.50374,0.62260,9.363,2026-06,False,1.01551,1.572,3.0969
2250934,2026-06-09,LAD,PIT,823374,1781075456980,1,2,3.0,42.09,42.68,0.1523,0.1534,49.65,50.35,0.50,0.50,4.5,,,8.5,0.39860,4.846,0.47840,0.55510,9.010,4.090,4.930,0.39880,0.43496,4.921,0.48807,0.55510,9.150,2026-06,False,1.01551,1.572,3.0969
2250935,2026-06-09,BOS,TB,822969,1781075457106,1,3,4.0,43.62,39.55,0.1684,0.1801,52.45,47.55,0.45,0.55,4.0,,,7.5,0.46790,4.220,0.46470,0.63840,7.900,4.110,3.790,0.49990,0.47956,4.285,0.47311,0.63840,8.023,2026-06,False,1.01551,1.572,3.0969
2250936,2026-06-09,MIN,DET,824267,1781075456918,4,5,9.0,36.50,47.08,0.1642,0.1731,43.67,56.33,0.40,0.60,4.5,,,8.5,0.35360,4.079,0.37650,0.52820,7.690,3.290,4.410,0.36370,0.40522,4.142,0.38428,0.52820,7.809,2026-06,False,1.01551,1.572,3.0969
2250937,2026-06-09,NYY,CLE,824429,1781075456851,2,2,4.0,49.51,33.78,0.1671,0.1781,59.44,40.56,0.38,0.62,4.5,,,8.5,0.49060,4.270,0.40240,0.65800,7.920,4.230,3.690,0.52090,0.49402,4.336,0.41070,0.65800,8.043,2026-06,False,1.01551,1.572,3.0969
2250938,2026-06-09,PHI,TOR,822805,1781075457166,1,0,1.0,43.43,39.09,0.1747,0.1908,52.63,47.37,0.41,0.59,4.0,,,7.0,0.45840,4.181,0.45980,0.63000,7.810,4.030,3.790,0.49240,0.47350,4.246,0.46812,0.63000,7.931,2026-06,False,1.01551,1.572,3.0969
2250939,2026-06-09,STL,NYM,823620,1781075457230,6,0,6.0,44.35,39.53,0.1612,0.1682,52.88,47.12,0.43,0.57,4.5,,,8.0,0.43140,4.789,0.47200,0.58920,8.920,4.380,4.540,0.45640,0.45620,4.863,0.48155,0.58920,9.058,2026-06,False,1.01551,1.572,3.0969
2250940,2026-06-09,TEX,KC,824105,1781075457354,2,1,3.0,40.00,43.44,0.1657,0.1756,47.94,52.06,0.29,0.72,5.5,,,9.5,0.39130,4.431,0.30880,0.55730,8.340,3.800,4.540,0.40540,0.43019,4.500,0.31666,0.55730,8.469,2026-06,False,1.01551,1.572,3.0969
2250941,2026-06-09,ATL,CWS,824591,1781075457290,4,3,7.0,43.58,40.85,0.1557,0.1591,51.62,48.38,0.42,0.58,5.0,,,9.0,0.40550,4.434,0.36760,0.57070,8.390,3.900,4.490,0.41640,0.43945,4.503,0.37600,0.57070,8.520,2026-06,False,1.01551,1.572,3.0969
2250942,2026-06-09,CHC,COL,824347,1781075457422,1,7,8.0,43.13,43.17,0.1370,0.1278,49.97,50.03,0.37,0.63,7.0,,,12.5,0.41210,6.437,0.38640,0.54180,11.820,5.540,6.280,0.42790,0.44374,6.537,0.39879,0.54180,12.003,2026-06,False,1.01551,1.572,3.0969
2250943,2026-06-09,HOU,LAA,824023,1781075457482,0,7,7.0,41.92,42.04,0.1605,0.1670,49.93,50.07,0.43,0.57,4.5,,,8.5,0.43050,4.370,0.41690,0.59810,8.200,4.020,4.180,0.45490,0.45562,4.438,0.42546,0.59810,8.327,2026-06,False,1.01551,1.572,3.0969
2250944,2026-06-09,CIN,SD,823290,1781075457548,2,2,4.0,46.41,36.01,0.1758,0.1925,56.31,43.69,0.40,0.60,4.0,,,7.5,0.49790,4.185,0.45970,0.66760,7.790,4.280,3.510,0.54280,0.49866,4.250,0.46803,0.66760,7.911,2026-06,False,1.01551,1.572,3.0969
2250945,2026-06-09,WSH,SF,823214,1781075457618,3,2,5.0,46.29,37.83,0.1588,0.1641,55.03,44.97,0.44,0.56,4.5,,,8.5,0.46340,4.459,0.42850,0.62840,8.360,4.310,4.050,0.49310,0.47669,4.528,0.43728,0.62840,8.490,2026-06,False,1.01551,1.572,3.0969
2250946,2026-06-09,MIL,ATH,824999,1781075457680,3,6,9.0,35.62,50.65,0.1374,0.1285,41.29,58.71,0.31,0.69,7.5,,,13.5,0.39040,5.818,0.27840,0.52920,10.750,4.800,5.940,0.39930,0.42960,5.908,0.28826,0.52920,10.917,2026-06,False,1.01551,1.572,3.0969
2250947,2026-06-10,BOS,TB,822970,1781075718684,0,4,4.0,36.14,47.25,0.1661,0.1764,43.34,56.66,0.46,0.54,4.0,,,7.5,0.37560,4.346,0.48150,0.54340,8.180,3.600,4.580,0.38030,0.41987,4.413,0.49018,0.54340,8.307,2026-06,False,1.01551,1.572,3.0969
2250948,2026-06-10,NYY,CLE,824428,1781122323320,3,3,6.0,43.88,39.03,0.1709,0.1844,52.93,47.07,0.43,0.57,4.0,,,7.5,0.43120,4.070,0.44410,0.60560,7.600,3.690,3.910,0.44890,0.45607,4.133,0.45216,0.60560,7.718,2026-06,False,1.01551,1.572,3.0969
2250949,2026-06-10,WSH,SF,823215,1781122323378,2,0,2.0,47.68,36.15,0.1617,0.1691,56.88,43.12,0.43,0.57,4.5,,,8.5,0.46860,4.534,0.43850,0.63180,8.510,4.420,4.090,0.49930,0.48001,4.604,0.44747,0.63180,8.642,2026-06,False,1.01551,1.572,3.0969
2250950,2026-06-10,CIN,SD,823287,1781075718806,2,2,4.0,34.44,49.03,0.1654,0.1751,41.26,58.74,0.39,0.61,4.5,,,8.5,0.33920,4.560,0.44040,0.50020,8.540,3.500,5.040,0.33420,0.39551,4.631,0.44942,0.50020,8.672,2026-06,False,1.01551,1.572,3.0969
2250951,2026-06-10,SEA,BAL,824831,1781075718868,0,0,0.0,42.07,42.84,0.1509,0.1510,49.54,50.46,0.45,0.55,5.0,,,9.0,0.40650,5.112,0.45110,0.55720,9.500,4.420,5.070,0.41680,0.44010,5.191,0.46125,0.55720,9.647,2026-06,False,1.01551,1.572,3.0969
2250952,2026-06-10,LAD,PIT,823372,1781075719050,2,1,3.0,53.52,30.85,0.1563,0.1600,63.43,36.57,0.45,0.55,4.5,,,8.5,0.53040,4.596,0.44590,0.68880,8.470,4.800,3.680,0.56940,0.51935,4.667,0.45501,0.68880,8.601,2026-06,False,1.01551,1.572,3.0969
2250953,2026-06-10,MIN,DET,824266,1781075718948,4,3,7.0,40.52,43.05,0.1643,0.1734,48.48,51.52,0.35,0.65,5.0,,,9.5,0.39850,4.475,0.31510,0.56350,8.380,3.880,4.510,0.41510,0.43489,4.544,0.32311,0.56350,8.510,2026-06,False,1.01551,1.572,3.0969
2250954,2026-06-10,PHI,TOR,822804,1781075719169,6,0,6.0,49.94,34.78,0.1528,0.1542,58.95,41.05,0.49,0.51,4.5,,,9.0,0.51190,5.443,0.49000,0.65550,9.990,5.480,4.520,0.54570,0.50757,5.527,0.50087,0.65550,10.145,2026-06,False,1.01551,1.572,3.0969
2250955,2026-06-10,STL,NYM,823618,1781075719232,8,2,10.0,38.46,45.02,0.1652,0.1749,46.07,53.93,0.40,0.60,4.5,,,8.5,0.38020,4.634,0.45140,0.54030,8.660,3.890,4.770,0.39230,0.42290,4.706,0.46060,0.54030,8.794,2026-06,False,1.01551,1.572,3.0969
2250956,2026-06-10,TEX,KC,824103,1781075719359,2,2,4.0,44.67,38.94,0.1639,0.1727,53.43,46.57,0.29,0.71,5.5,,,10.0,0.44810,4.682,0.34050,0.60780,8.750,4.390,4.360,0.47520,0.46691,4.755,0.34914,0.60780,8.886,2026-06,False,1.01551,1.572,3.0969
2250957,2026-06-10,ATL,CWS,824590,1781075719296,0,2,2.0,42.71,40.78,0.1651,0.1747,51.16,48.84,0.47,0.53,4.0,,,7.0,0.45500,4.017,0.43630,0.63070,7.610,3.890,3.720,0.48540,0.47133,4.079,0.44424,0.63070,7.728,2026-06,False,1.01551,1.572,3.0969
2250958,2026-06-10,CHC,COL,824348,1781075719421,1,0,1.0,55.74,31.19,0.1307,0.1174,64.12,35.88,0.46,0.54,6.5,,,12.0,0.51490,6.975,0.48850,0.63890,12.720,6.920,5.790,0.53550,0.50948,7.083,0.50243,0.63890,12.917,2026-06,False,1.01551,1.572,3.0969
2250959,2026-06-10,MIL,ATH,824996,1781075719481,3,0,3.0,40.00,46.10,0.1390,0.1312,46.45,53.55,0.27,0.73,8.0,,,15.0,0.41330,6.541,0.26890,0.54230,11.990,5.540,6.460,0.42530,0.44451,6.642,0.27982,0.54230,12.176,2026-06,False,1.01551,1.572,3.0969
2250960,2026-06-10,HOU,LAA,824022,1781132248673,0,2,2.0,42.70,41.06,0.1624,0.1702,50.98,49.02,0.42,0.58,4.5,,,9.0,0.40720,4.233,0.34140,0.57800,7.970,3.760,4.210,0.42790,0.44056,4.299,0.34921,0.57800,8.094,2026-06,False,1.01551,1.572,3.0969
2250961,2026-06-11,STL,NYM,823619,1781136259092,4,4,8.0,42.99,40.62,0.1639,0.1726,51.42,48.58,0.36,0.64,5.0,,,9.0,0.40820,4.787,0.41130,0.56540,8.920,4.210,4.710,0.42720,0.44121,4.861,0.42065,0.56540,9.058,2026-06,False,1.01551,1.572,3.0969
2250962,2026-06-11,MIN,DET,824265,1781136259030,0,5,5.0,41.10,41.93,0.1697,0.1824,49.50,50.50,0.32,0.68,5.0,,,9.5,0.41510,4.263,0.28920,0.58480,7.990,3.820,4.180,0.43820,0.44568,4.329,0.29654,0.58480,8.114,2026-06,False,1.01551,1.572,3.0969
2250963,2026-06-11,TEX,KC,824101,1781154507553,3,2,5.0,41.52,42.10,0.1638,0.1725,49.66,50.34,0.30,0.70,5.5,,,10.5,0.40980,4.621,0.28520,0.57100,8.680,4.080,4.600,0.42900,0.44224,4.693,0.29311,0.57100,8.815,2026-06,False,1.01551,1.572,3.0969
2250964,2026-06-11,CHC,COL,824346,1781136259282,6,2,8.0,39.46,46.81,0.1372,0.1283,45.74,54.26,0.47,0.53,6.0,,,11.0,0.35050,6.564,0.49900,0.47720,12.060,5.080,6.980,0.34900,0.40314,6.666,0.51211,0.47720,12.247,2026-06,False,1.01551,1.572,3.0969
2250965,2026-06-11,LAD,PIT,823371,1781136259344,5,4,9.0,50.78,33.97,0.1524,0.1536,59.92,40.08,0.36,0.64,5.5,,,9.5,0.50490,4.791,0.35330,0.65980,8.840,4.780,4.050,0.53160,0.50312,4.865,0.36226,0.65980,8.977,2026-06,False,1.01551,1.572,3.0969
2250966,2026-06-11,SEA,BAL,824827,1781136259410,5,7,12.0,46.77,37.78,0.1544,0.1569,55.31,44.69,0.48,0.52,4.5,,,8.5,0.46600,4.856,0.48060,0.62100,9.010,4.650,4.360,0.49510,0.47835,4.931,0.49030,0.62100,9.150,2026-06,False,1.01551,1.572,3.0969
2250968,2026-06-12,MIA,PIT,823370,1781223166021,2,2,4.0,38.92,45.49,0.1559,0.1594,46.11,53.89,0.47,0.53,4.5,,,8.5,0.38920,4.803,0.47290,0.54640,9.030,4.080,4.950,0.39510,0.42881,4.877,0.48248,0.54640,9.170,2026-06,False,1.01551,1.572,3.0969
2250969,2026-06-12,SEA,WSH,822726,1781223166036,8,1,9.0,52.20,33.05,0.1475,0.1453,61.23,38.77,0.40,0.60,5.5,,,9.5,0.51880,4.883,0.36410,0.67130,9.050,5.060,3.990,0.55820,0.51196,4.959,0.37332,0.67130,9.190,2026-06,False,1.01551,1.572,3.0969
2250970,2026-06-12,SD,BAL,824826,1781223166049,3,7,10.0,37.36,47.52,0.1512,0.1515,44.02,55.98,0.50,0.50,4.5,,,9.5,0.39130,5.283,0.41260,0.53870,9.790,4.420,5.370,0.39650,0.43019,5.365,0.42293,0.53870,9.942,2026-06,False,1.01551,1.572,3.0969
2250971,2026-06-12,DET,CLE,824425,1781288462690,1,2,3.0,38.65,44.96,0.1638,0.1726,46.23,53.77,0.41,0.59,4.5,,,8.5,0.39760,4.589,0.44540,0.56010,8.610,3.930,4.670,0.40450,0.43431,4.660,0.45450,0.56010,8.744,2026-06,False,1.01551,1.572,3.0969
2250972,2026-06-12,TEX,BOS,824752,1781223166068,1,6,7.0,41.28,41.91,0.1681,0.1796,49.62,50.38,0.38,0.62,4.5,,,8.5,0.39820,4.541,0.43950,0.56050,8.490,3.920,4.580,0.41100,0.43470,4.611,0.44848,0.56050,8.622,2026-06,False,1.01551,1.572,3.0969
2250973,2026-06-12,ATL,NYM,823617,1781288462708,3,7,10.0,43.29,40.56,0.1615,0.1688,51.63,48.37,0.43,0.57,4.5,,,8.0,0.42920,5.019,0.49970,0.58230,9.300,4.520,4.780,0.44860,0.45478,5.097,0.50973,0.58230,9.444,2026-06,False,1.01551,1.572,3.0969
2250974,2026-06-12,NYY,TOR,822803,1781342028512,3,7,10.0,46.42,36.99,0.1660,0.1762,55.65,44.35,0.40,0.60,4.5,,,8.0,0.41950,4.499,0.43410,0.58390,8.330,3.960,4.370,0.43260,0.44852,4.569,0.44298,0.58390,8.459,2026-06,False,1.01551,1.572,3.0969
2250975,2026-06-12,LAD,CWS,824588,1781288462754,2,8,10.0,46.03,38.09,0.1588,0.1641,54.72,45.28,0.39,0.61,5.0,,,9.0,0.47290,4.502,0.37550,0.63570,8.400,4.340,4.060,0.49490,0.48275,4.572,0.38408,0.63570,8.530,2026-06,False,1.01551,1.572,3.0969
2250976,2026-06-12,PHI,MIL,823778,1781223166169,0,5,5.0,32.03,51.91,0.1606,0.1672,38.16,61.84,0.49,0.51,4.0,,,7.5,0.37690,3.654,0.38480,0.56610,6.880,3.100,3.780,0.39850,0.42072,3.711,0.39181,0.56610,6.987,2026-06,False,1.01551,1.572,3.0969
2250977,2026-06-12,HOU,KC,824102,1781223166210,9,5,14.0,44.70,39.38,0.1592,0.1648,53.16,46.84,0.39,0.61,5.0,,,9.5,0.44960,5.040,0.38370,0.60260,9.380,4.680,4.700,0.47050,0.46787,5.118,0.39337,0.60260,9.525,2026-06,False,1.01551,1.572,3.0969
2250978,2026-06-12,STL,MIN,823695,1781223166268,3,2,5.0,36.20,48.26,0.1553,0.1584,42.86,57.14,0.47,0.53,4.5,,,9.0,0.34860,4.844,0.41860,0.50350,9.090,3.810,5.290,0.34540,0.40186,4.919,0.42810,0.50350,9.231,2026-06,False,1.01551,1.572,3.0969
2250979,2026-06-12,TB,LAA,824020,1781223166281,2,4,6.0,44.60,39.17,0.1623,0.1701,53.24,46.76,0.42,0.58,4.5,,,9.0,0.42780,4.245,0.34330,0.59810,8.000,3.920,4.070,0.45600,0.45388,4.311,0.35115,0.59810,8.124,2026-06,False,1.01551,1.572,3.0969
2250980,2026-06-12,COL,ATH,824997,1781223166295,0,2,2.0,33.45,52.61,0.1394,0.1318,38.87,61.13,0.29,0.72,7.5,,,14.0,0.39560,5.679,0.22910,0.53590,10.600,4.840,5.760,0.41510,0.43300,5.767,0.23781,0.53590,10.764,2026-06,False,1.01551,1.572,3.0969
2250981,2026-06-12,CHC,SF,823211,1781288462774,5,0,5.0,44.30,39.52,0.1618,0.1693,52.85,47.15,0.43,0.57,4.5,,,8.5,0.42800,4.382,0.41820,0.59450,8.200,3.950,4.240,0.44350,0.45401,4.450,0.42679,0.59450,8.327,2026-06,False,1.01551,1.572,3.0969
