gameId,month,book_line,p_stored_plus05,p_correct_for_book_event,y_book_event
2250639,2026-05,1.5,0.5425,,1.0
2250640,2026-05,-0.5,0.5961,0.4181568810730913,0.0
2250641,2026-05,0.5,0.5711,0.5711,0.0
2250642,2026-05,0.5,0.5798,0.5798,1.0
2250643,2026-05,0.5,0.579,0.579,1.0
2250644,2026-05,0.5,0.6144,0.6144,0.0
2250645,2026-05,-0.5,0.5737,0.4012890343794347,0.0
2250646,2026-05,-0.5,0.6321,0.45852284129287124,1.0
2250647,2026-05,0.5,0.6109,0.6109,1.0
2250648,2026-05,0.5,0.5374,0.5374,0.0
2250649,2026-05,-0.5,0.5926,0.45520941585074487,1.0
2250650,2026-05,0.5,0.5638,0.5638,1.0
2250651,2026-05,0.5,0.4772,0.4772,0.0
2250652,2026-05,0.5,0.5096,0.5096,0.0
2250653,2026-05,-0.5,0.6416,0.487910634602147,1.0
2250654,2026-05,0.5,0.57,0.57,1.0
2250655,2026-05,-0.5,0.5536,0.38193295298579566,1.0
2250656,2026-05,-0.5,0.5674,0.40307040524802956,0.0
2250657,2026-05,-0.5,0.5298,0.37023849615548143,0.0
2250658,2026-05,0.5,0.5873,0.5873,1.0
2250659,2026-05,0.5,0.5405,0.5405,1.0
2250660,2026-05,-0.5,0.5587,0.40886673367907467,1.0
2250661,2026-05,-0.5,0.582,0.3916231595096081,1.0
2250662,2026-05,0.5,0.5266,0.5266,1.0
2250663,2026-05,0.5,0.5029,0.5029,0.0
2250664,2026-05,0.5,0.6395,0.6395,1.0
2250665,2026-05,0.5,0.5738,0.5738,0.0
2250666,2026-05,-1.5,0.6124,,0.0
2250667,2026-05,0.5,0.5272,0.5272,1.0
2250668,2026-05,-0.5,0.6159,0.4574052457474532,0.0
2250669,2026-05,0.5,0.5244,0.5244,0.0
2250670,2026-05,0.5,0.5046,0.5046,1.0
2250671,2026-05,-0.5,0.5899,0.45630301480157875,0.0
2250672,2026-05,-0.5,0.5922,0.420295010216004,0.0
2250673,2026-05,-0.5,0.5961,0.4094635471141852,0.0
2250674,2026-05,0.5,0.5749,0.5749,0.0
2250709,2026-05,0.5,0.6368,0.6368,1.0
2250710,2026-05,0.5,0.6207,0.6207,1.0
2250711,2026-05,0.5,0.5346,0.5346,1.0
2250712,2026-05,0.5,0.6196,0.6196,0.0
2250713,2026-05,0.5,0.5186,0.5186,0.0
2250714,2026-05,0.5,0.5382,0.5382,0.0
2250715,2026-05,0.5,0.6387,0.6387,0.0
2250716,2026-05,0.5,0.5332,0.5332,0.0
2250717,2026-05,0.5,0.5113,0.5113,1.0
2250718,2026-05,-0.5,0.6002,0.44430654215763615,0.0
2250719,2026-05,0.5,0.6229,0.6229,0.0
2250720,2026-05,-0.5,0.6313,0.45760650329743,0.0
2250721,2026-05,0.5,0.6043,0.6043,1.0
2250722,2026-05,-0.5,0.5953,0.39868592712754913,1.0
2250724,2026-05,0.5,0.6372,0.6372,1.0
2250725,2026-05,0.5,0.6639,0.6639,0.0
2250726,2026-05,0.5,0.6695,0.6695,1.0
2250727,2026-05,0.5,0.4762,0.4762,0.0
2250728,2026-05,0.5,0.614,0.614,0.0
2250729,2026-05,-0.5,0.5725,0.40429706091143724,0.0
2250730,2026-05,-1.5,0.57,,1.0
2250731,2026-05,0.5,0.5161,0.5161,1.0
2250732,2026-05,0.5,0.5757,0.5757,0.0
2250733,2026-05,0.5,0.6584,0.6584,1.0
2250734,2026-05,-0.5,0.568,0.4156827825365751,1.0
2250735,2026-05,-0.5,0.6121,0.4252348719347114,0.0
2250736,2026-05,-0.5,0.5932,0.4181661836475874,0.0
2250737,2026-05,0.5,0.5872,0.5872,1.0
2250738,2026-05,0.5,0.5804,0.5804,1.0
2250739,2026-05,0.5,0.6055,0.6055,0.0
2250740,2026-05,-0.5,0.6329,0.4816825360656587,1.0
2250741,2026-05,0.5,0.5553,0.5553,1.0
2250743,2026-05,0.5,0.5709,0.5709,1.0
2250744,2026-05,-0.5,0.6297,0.46767089394385775,0.0
2250745,2026-05,-0.5,0.6411,0.48287285835307653,1.0
2250746,2026-05,0.5,0.6071,0.6071,1.0
2250747,2026-05,0.5,0.6006,0.6006,0.0
2250748,2026-05,-2.5,0.5466,,1.0
2250749,2026-05,0.5,0.561,0.561,1.0
2250750,2026-05,0.5,0.5869,0.5869,1.0
2250751,2026-05,-0.5,0.6406,0.4797873161127105,0.0
2250752,2026-05,-0.5,0.6642,0.481965914476208,0.0
2250753,2026-05,0.5,0.4847,0.4847,0.0
2250754,2026-05,-0.5,0.573,0.4075113412839133,1.0
2250755,2026-05,0.5,0.5077,0.5077,1.0
2250756,2026-05,0.5,0.5767,0.5767,1.0
2250757,2026-05,-0.5,0.6439,0.48215994104487425,0.0
2250758,2026-05,-0.5,0.6658,0.5048277493940545,1.0
2250759,2026-05,-0.5,0.541,0.37870290666550144,1.0
2250760,2026-05,0.5,0.5092,0.5092,1.0
2250761,2026-05,1.5,0.5292,,1.0
2250762,2026-05,-0.5,0.5554,0.43072185649454825,1.0
2250763,2026-05,0.5,0.5768,0.5768,1.0
2250764,2026-05,-0.5,0.597,0.4455404806193008,0.0
2250765,2026-05,0.5,0.5444,0.5444,0.0
2250766,2026-05,0.5,0.5067,0.5067,0.0
2250767,2026-05,-0.5,0.5631,0.37960044366347345,0.0
2250768,2026-05,0.5,0.5185,0.5185,0.0
2250769,2026-05,-0.5,0.6767,0.5250696852856778,1.0
2250770,2026-05,-0.5,0.6545,0.4733618010469577,1.0
2250771,2026-05,-0.5,0.658,0.49042268496280983,1.0
2250772,2026-05,0.5,0.5718,0.5718,0.0
2250773,2026-05,0.5,0.5518,0.5518,0.0
2250774,2026-05,0.5,0.5909,0.5909,1.0
2250775,2026-05,0.5,0.5377,0.5377,1.0
2250776,2026-05,0.5,0.5231,0.5231,0.0
2250777,2026-05,0.5,0.5433,0.5433,1.0
2250778,2026-05,0.5,0.5537,0.5537,0.0
2250779,2026-05,0.5,0.5348,0.5348,1.0
2250780,2026-05,-2.5,0.5866,,1.0
2250781,2026-05,-0.5,0.6545,0.47039666244603173,0.0
2250782,2026-05,-0.5,0.5919,0.4388032775564935,0.0
2250783,2026-05,-0.5,0.5539,0.36310314505657726,0.0
2250784,2026-05,0.5,0.5633,0.5633,1.0
2250785,2026-05,0.5,0.6201,0.6201,0.0
2250786,2026-05,0.5,0.5136,0.5136,0.0
2250787,2026-05,0.5,0.6255,0.6255,0.0
2250788,2026-05,-0.5,0.5973,0.44470147488907685,1.0
2250789,2026-05,0.5,0.5514,0.5514,1.0
2250790,2026-05,1.5,0.5019,,0.0
2250825,2026-05,0.5,0.6284,0.6284,0.0
2250826,2026-05,0.5,0.5866,0.5866,0.0
2250827,2026-05,0.5,0.6047,0.6047,0.0
2250828,2026-05,0.5,0.6433,0.6433,0.0
2250829,2026-05,0.5,0.5166,0.5166,0.0
2250830,2026-05,-0.5,0.6169,0.45585063553493954,0.0
2250831,2026-05,0.5,0.5096,0.5096,0.0
2250832,2026-05,0.5,0.6104,0.6104,1.0
2250833,2026-05,-0.5,0.6923,0.523952810231257,1.0
2250834,2026-05,0.5,0.6399,0.6399,0.0
2250835,2026-05,-0.5,0.5796,0.4570692975777867,1.0
2250836,2026-05,-0.5,0.6547,0.5325207174655034,1.0
2250837,2026-05,1.5,0.5094,,0.0
2250838,2026-05,0.5,0.5671,0.5671,0.0
2250839,2026-06,0.5,0.5761,0.5761,1.0
2250840,2026-06,0.5,0.5477,0.5477,0.0
2250841,2026-06,0.5,0.5477,0.5477,1.0
2250842,2026-06,0.5,0.5037,0.5037,0.0
2250843,2026-06,0.5,0.5433,0.5433,0.0
2250844,2026-06,-0.5,0.5869,0.40824134741905704,1.0
2250845,2026-06,0.5,0.4812,0.4812,0.0
2250846,2026-06,0.5,0.6235,0.6235,1.0
2250847,2026-06,0.5,0.5454,0.5454,1.0
2250848,2026-06,0.5,0.5885,0.5885,1.0
2250849,2026-06,0.5,0.5599,0.5599,1.0
2250850,2026-06,0.5,0.6108,0.6108,1.0
2250851,2026-06,0.5,0.5131,0.5131,1.0
2250852,2026-06,0.5,0.5493,0.5493,1.0
2250853,2026-06,0.5,0.5655,0.5655,0.0
2250854,2026-06,-0.5,0.6211,0.45517696041769484,0.0
2250855,2026-06,0.5,0.5539,0.5539,0.0
2250856,2026-06,-0.5,0.6076,0.42683406698612736,0.0
2250857,2026-06,0.5,0.5828,0.5828,1.0
2250858,2026-06,0.5,0.5695,0.5695,0.0
2250859,2026-06,0.5,0.6408,0.6408,1.0
2250860,2026-06,0.5,0.6352,0.6352,0.0
2251320,2026-07,0.5,0.5443,0.5443,1.0
2251321,2026-07,0.5,0.5736,0.5736,1.0
2251322,2026-07,-0.5,0.662,0.5440902674135115,1.0
2251323,2026-07,2.5,0.5394,,1.0
2251324,2026-07,0.5,0.5325,0.5325,0.0
2251325,2026-07,0.5,0.5905,0.5905,1.0
2251326,2026-07,0.5,0.571,0.571,0.0
2251327,2026-07,0.5,0.6238,0.6238,1.0
2251328,2026-07,0.5,0.5221,0.5221,0.0
2251329,2026-07,-0.5,0.5806,0.39847598299733844,0.0
2251330,2026-07,0.5,0.4939,0.4939,1.0
2251331,2026-07,-0.5,0.6137,0.4456911041381529,1.0
2251332,2026-07,0.5,0.4894,0.4894,1.0
2251333,2026-07,0.5,0.4898,0.4898,1.0
2251334,2026-07,0.5,0.479,0.479,0.0
2251335,2026-07,0.5,0.5883,0.5883,1.0
2251336,2026-07,-0.5,0.6189,0.4676869147158822,0.0
2251337,2026-07,0.5,0.6227,0.6227,1.0
2251338,2026-07,0.5,0.6008,0.6008,1.0
2251339,2026-07,0.5,0.6321,0.6321,0.0
2251340,2026-07,0.5,0.5652,0.5652,1.0
2251341,2026-07,0.5,0.5731,0.5731,1.0
2251342,2026-07,-4.5,0.5592,,0.0
2251343,2026-07,1.5,0.52,,0.0
2251344,2026-07,-5.5,0.6299,,1.0
2251345,2026-07,1.5,0.6292,,1.0
2251346,2026-07,3.5,0.6224,,0.0
2251347,2026-07,-0.5,0.65,0.4753919849232835,0.0
2251348,2026-07,0.5,0.6073,0.6073,0.0
2251349,2026-07,0.5,0.5375,0.5375,1.0
2251350,2026-07,0.5,0.5683,0.5683,1.0
2251351,2026-07,-0.5,0.5762,0.4261254277984694,0.0
2251352,2026-07,-0.5,0.5924,0.4276156183140515,0.0
2251353,2026-07,0.5,0.579,0.579,1.0
2251354,2026-07,0.5,0.6092,0.6092,1.0
2251355,2026-07,-0.5,0.6173,0.44760377236157006,1.0
2251356,2026-07,0.5,0.5456,0.5456,0.0
2251357,2026-07,0.5,0.6197,0.6197,0.0
2251358,2026-07,0.5,0.5882,0.5882,1.0
2251359,2026-07,0.5,0.4837,0.4837,0.0
2251360,2026-07,0.5,0.5642,0.5642,1.0
2251361,2026-07,-0.5,0.5928,0.42575897730933066,0.0
2251362,2026-07,-0.5,0.6011,0.4573944497076314,1.0
2251363,2026-07,0.5,0.5404,0.5404,0.0
2251364,2026-07,0.5,0.563,0.563,1.0
2251365,2026-07,0.5,0.6014,0.6014,1.0
2251366,2026-07,0.5,0.5627,0.5627,0.0
2251367,2026-07,0.5,0.5765,0.5765,0.0
2251368,2026-07,0.5,0.5371,0.5371,1.0
2251369,2026-07,0.5,0.6082,0.6082,1.0
2251370,2026-07,0.5,0.5623,0.5623,0.0
2251371,2026-07,-0.5,0.6393,0.48341142985423247,1.0
2251372,2026-07,0.5,0.5242,0.5242,1.0
2251373,2026-07,-0.5,0.6482,0.47026892778741514,0.0
2251374,2026-07,-0.5,0.5797,0.4451155269582125,1.0
2251375,2026-07,0.5,0.5563,0.5563,1.0
2251376,2026-07,0.5,0.5897,0.5897,0.0
2251377,2026-07,-0.5,0.6211,0.48173871917779726,0.0
2251378,2026-07,-0.5,0.5147,0.39618652944538163,0.0
2251379,2026-07,0.5,0.5402,0.5402,0.0
2251380,2026-07,-0.5,0.6279,0.46690928347290817,1.0
2251381,2026-07,0.5,0.5997,0.5997,1.0
2251382,2026-07,-0.5,0.4767,0.31963449985467335,0.0
2251383,2026-07,0.5,0.5502,0.5502,1.0
2251384,2026-07,-0.5,0.5831,0.42063687897787994,0.0
2251385,2026-07,0.5,0.5734,0.5734,1.0
2251386,2026-07,0.5,0.6003,0.6003,1.0
2251387,2026-07,-0.5,0.6009,0.4303881752013196,1.0
2251388,2026-07,0.5,0.5466,0.5466,0.0
2251389,2026-07,-0.5,0.6616,0.5056394146532589,1.0
2251390,2026-07,-0.5,0.5465,0.3764976887697771,1.0
2251391,2026-07,0.5,0.5557,0.5557,0.0
2251392,2026-07,-0.5,0.6124,0.45901844787454865,1.0
2251393,2026-07,-0.5,0.5706,0.41169319270343085,0.0
2251394,2026-07,0.5,0.5854,0.5854,1.0
2251395,2026-07,0.5,0.5756,0.5756,1.0
2251396,2026-07,0.5,0.5654,0.5654,1.0
2251397,2026-07,0.5,0.5959,0.5959,1.0
2251398,2026-07,0.5,0.5607,0.5607,0.0
2251399,2026-07,-0.5,0.5246,0.4018145940038414,1.0
2251400,2026-07,-0.5,0.6716,0.5452885843689563,1.0
2251401,2026-07,-0.5,0.6602,0.5008350267491757,0.0
2251402,2026-07,0.5,0.5871,0.5871,1.0
2251403,2026-07,1.5,0.5779,,1.0
2251404,2026-07,-0.5,0.6123,0.4333322256920412,0.0
2251405,2026-07,0.5,0.5634,0.5634,0.0
2251406,2026-07,-1.5,0.5611,,1.0
2251407,2026-07,0.5,0.5523,0.5523,0.0
2251408,2026-07,4.5,0.5674,,1.0
2251409,2026-07,0.5,0.5849,0.5849,0.0
2251410,2026-07,0.5,0.5735,0.5735,0.0
2251411,2026-07,2.5,0.4647,,0.0
2251412,2026-07,0.5,0.6269,0.6269,1.0
2251413,2026-07,0.5,0.5317,0.5317,1.0
2251414,2026-07,0.5,0.5257,0.5257,0.0
2251415,2026-07,-0.5,0.5882,0.4656826454490068,0.0
2251416,2026-07,0.5,0.5892,0.5892,0.0
2251417,2026-07,0.5,0.5999,0.5999,1.0
2251418,2026-07,0.5,0.5522,0.5522,1.0
2251419,2026-07,0.5,0.5811,0.5811,1.0
2251420,2026-07,1.5,0.4917,,1.0
2251421,2026-07,-0.5,0.6198,0.45988140493225205,1.0
2251422,2026-07,0.5,0.5241,0.5241,0.0
2251423,2026-07,1.5,0.5182,,1.0
2251424,2026-07,0.5,0.5851,0.5851,1.0
2251425,2026-07,0.5,0.638,0.638,1.0
2251426,2026-07,0.5,0.6129,0.6129,0.0
2251427,2026-07,0.5,0.5669,0.5669,0.0
2251428,2026-07,0.5,0.5873,0.5873,0.0
2251429,2026-07,-0.5,0.4991,0.38838523997749475,0.0
2251430,2026-07,0.5,0.5313,0.5313,0.0
2251431,2026-07,-0.5,0.6109,0.4218128581777879,1.0
2251432,2026-07,0.5,0.5413,0.5413,1.0
2251433,2026-07,-0.5,0.6232,0.4689020401310039,0.0
2251434,2026-07,0.5,0.5485,0.5485,0.0
2251435,2026-07,-0.5,0.5242,0.3859260064069375,1.0
2251436,2026-07,0.5,0.5564,0.5564,0.0
2251437,2026-07,0.5,0.5705,0.5705,1.0
2251438,2026-07,0.5,0.5876,0.5876,1.0
2251439,2026-07,-0.5,0.6081,0.4694204661552744,0.0
2251440,2026-07,0.5,0.5474,0.5474,1.0
2251441,2026-07,0.5,0.6074,0.6074,1.0
2251442,2026-07,1.5,0.5814,,1.0
2251443,2026-07,0.5,0.6445,0.6445,1.0
2251444,2026-07,-0.5,0.5316,0.34192100936965425,1.0
2251445,2026-07,0.5,0.5612,0.5612,1.0
2251446,2026-07,1.5,0.5637,,0.0
2251447,2026-07,0.5,0.5975,0.5975,0.0
2251448,2026-07,-0.5,0.6317,0.4869566017740051,0.0
2251449,2026-07,0.5,0.5164,0.5164,1.0
2251450,2026-07,1.5,0.5309,,1.0
2251451,2026-07,1.5,0.5349,,1.0
2251452,2026-07,0.5,0.5743,0.5743,0.0
2251453,2026-07,0.5,0.58,0.58,1.0
2251454,2026-07,2.5,0.5406,,1.0
2251455,2026-07,-0.5,0.5723,0.42434729742961996,0.0
2251456,2026-07,0.5,0.5607,0.5607,0.0
2251457,2026-07,0.5,0.6057,0.6057,0.0
2251458,2026-07,1.5,0.5605,,1.0
2251459,2026-07,2.5,0.5847,,0.0
2251460,2026-07,-0.5,0.6263,0.4357110010076372,0.0
2251461,2026-07,0.5,0.5568,0.5568,1.0
2251462,2026-07,0.5,0.5541,0.5541,0.0
2251463,2026-07,0.5,0.4807,0.4807,0.0
2252284,2026-03,1.5,0.5117,,0.0
2252293,2026-03,0.5,0.5514,0.5514,1.0
2252307,2026-03,1.5,0.5081,,1.0
2252334,2026-03,0.5,0.5591,0.5591,0.0
2252360,2026-04,-0.5,0.6153,0.4608914611376793,0.0
2252367,2026-04,0.5,0.4774,0.4774,1.0
2252381,2026-04,0.5,0.5991,0.5991,1.0
2252394,2026-04,0.5,0.5559,0.5559,0.0
2252411,2026-04,0.5,0.6115,0.6115,1.0
2252434,2026-04,0.5,0.5871,0.5871,1.0
2252454,2026-04,0.5,0.6277,0.6277,1.0
2252459,2026-04,0.5,0.5953,0.5953,0.0
2252463,2026-04,0.5,0.6093,0.6093,1.0
2252477,2026-04,0.5,0.5575,0.5575,0.0
2252493,2026-04,0.5,0.6569,0.6569,1.0
2252508,2026-04,0.5,0.5821,0.5821,1.0
2252517,2026-04,0.5,0.5761,0.5761,1.0
2252532,2026-04,0.5,0.6585,0.6585,0.0
2252570,2026-04,0.5,0.6117,0.6117,0.0
2252600,2026-04,-0.5,0.6205,0.4522919581109296,1.0
2252640,2026-04,0.5,0.5309,0.5309,0.0
2252691,2026-04,-0.5,0.6475,0.4986284820727469,1.0
2252713,2026-04,0.5,0.5744,0.5744,0.0
2252739,2026-04,0.5,0.5758,0.5758,0.0
2252742,2026-05,0.5,0.5878,0.5878,0.0
2252780,2026-05,0.5,0.5132,0.5132,0.0
2252811,2026-05,0.5,0.5372,0.5372,0.0
2252849,2026-05,-0.5,0.6633,0.5144463965588907,0.0
2252864,2026-05,-0.5,0.7291,0.6054851311976528,0.0
2252879,2026-05,-0.5,0.6307,0.4703342263719965,0.0
2252886,2026-05,-0.5,0.5604,0.3827897368108558,1.0
2252915,2026-05,-0.5,0.6005,0.4301184047490838,0.0
2252941,2026-05,-0.5,0.524,0.4167042440833649,1.0
2252947,2026-05,-0.5,0.6004,0.4666530666918328,0.0
2252971,2026-05,-2.5,0.6017,,1.0
2252987,2026-05,0.5,0.5886,0.5886,0.0
2253038,2026-05,0.5,0.5894,0.5894,0.0
2253055,2026-05,0.5,0.5342,0.5342,0.0
2253067,2026-05,0.5,0.555,0.555,0.0
2253076,2026-05,0.5,0.5345,0.5345,1.0
2253097,2026-05,-0.5,0.6615,0.4929719712636671,1.0
2253103,2026-05,-0.5,0.5649,0.38599665516038417,0.0
2253162,2026-05,0.5,0.5592,0.5592,0.0
2253172,2026-06,-0.5,0.5479,0.3940048463186801,1.0
2253187,2026-06,0.5,0.4972,0.4972,1.0
2253491,2026-07,-0.5,0.5769,0.3981628330555702,1.0
2253695,2026-07,0.5,0.6072,0.6072,1.0
2253711,2026-07,1.5,0.4928,,1.0
2253725,2026-07,0.5,0.5696,0.5696,0.0
2253740,2026-07,-0.5,0.6264,0.47905369373722645,1.0
2253749,2026-07,-0.5,0.576,0.4233004127478667,0.0
2253770,2026-07,0.5,0.5557,0.5557,1.0
2253784,2026-07,0.5,0.4769,0.4769,1.0
2253800,2026-07,0.5,0.5257,0.5257,0.0
2253806,2026-07,0.5,0.5446,0.5446,0.0
2253825,2026-07,-1.5,0.6698,,0.0
3270003,2026-04,-5.5,0.5197,,1.0
3270004,2026-04,0.5,0.4813,0.4813,0.0
